Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
4660	-568.479	-571.6225	3.143452	12.58966	3.372212
4670	-553.3791	-564.7763	11.3972	13.94086	2.733755
4680	-557.6546	-568.4817	10.82708	16.9974	2.71791
4690	-554.4669	-566.3203	11.85339	12.55223	2.679243
4700	-554.2364	-561.5136	7.277177	17.10366	2.922273
4710	-541.803	-554.1688	12.36578	14.48823	2.66505
4720	-549.8078	-558.588	8.780145	9.929859	2.781486
4730	-561.0668	-566.4436	5.376779	16.86279	3.045085
4740	-548.4749	-562.3919	13.917	10.19652	2.306285
4750	-545.9838	-554.6491	8.665359	14.98423	2.909273
4760	-548.6971	-561.281	12.58394	20.10669	2.521865
4770	-548.8682	-556.8576	7.98938	15.28008	2.945772
4780	-554.5705	-564.0919	9.521351	14.09491	2.866745
4790	-550.2252	-561.4675	11.2423	13.96966	2.744852
4800	-554.9846	-565.9963	11.01163	15.85842	2.736521
4810	-549.9271	-557.0024	7.075261	15.93354	2.981886
4820	-559.775	-564.0988	4.323799	12.04985	3.285174
4830	-556.4403	-564.7761	8.335852	12.94558	2.9612
4840	-562.1702	-564.4233	2.253125	10.81589	3.464703
4850	-555.0301	-563.6059	8.575828	13.83315	2.937567
4860	-556.011	-562.5748	6.563807	13.46142	3.090709
4870	-552.418	-556.9351	4.517028	11.66302	3.269496
4880	-543.6827	-556.1421	12.45938	17.85001	2.599509
4890	-546.4439	-566.4742	20.03025	17.62835	2.176177
4900	-550.2862	-564.5022	14.21595	13.83521	2.529877
4910	-547.8578	-561.9854	14.12758	17.87796	2.50541
4920	-551.9338	-563.4111	11.4773	12.48296	2.707173
4930	-547.0322	-560.1861	13.15386	14.84972	2.610278
4940	-557.7154	-569.4593	11.74387	12.01581	2.667869
4950	-547.7986	-561.6083	13.80978	13.35656	2.550035
4960	-543.5153	-557.4847	13.96943	15.48751	2.553215
4970	-552.5745	-563.0536	10.47913	12.3758	2.784438
4980	-552.8104	-560.041	7.230624	12.90239	3.046823
4990	-556.5585	-561.2098	4.651361	11.05806	3.249671
5000	-548.2188	-558.8313	10.61256	13.09801	2.787232
5010	-545.2915	-557.1876	11.89608	16.14818	2.67503
5020	-564.7323	-570.709	5.976702	15.67534	3.061646
5030	-554.6114	-561.1815	6.570148	12.65983	3.099738
5040	-556.9017	-562.0373	5.135556	11.77539	3.217246
5050	-552.3457	-561.5618	9.216085	14.07902	2.888604
5060	-553.0077	-558.2756	5.267888	10.5789	3.175957
5070	-560.7265	-564.9431	4.216623	9.876841	3.23731
5080	-558.9922	-563.6008	4.608629	14.58637	3.196557
5090	-565.3914	-569.8715	4.480179	12.4632	3.267993
5100	-548.6719	-559.5233	10.85138	12.27519	2.75131
5110	-548.091	-554.8436	6.75262	12.42298	3.085631
5120	-553.2197	-558.6644	5.444693	12.35017	3.191391
5130	-553.9857	-565.4538	11.46813	17.08054	2.677888
5140	-544.5952	-554.2984	9.703186	15.20848	2.835233
5150	-544.7601	-552.2455	7.485448	15.30804	2.977842
5160	-549.5895	-561.4927	11.90315	14.9092	2.693948
5170	-565.0363	-567.6659	2.629595	10.82125	3.429975
5180	-564.1246	-566.57	2.445376	15.88431	3.275235
5190	-553.6374	-564.4658	10.82843	13.36851	2.773333
5200	-546.9743	-557.1904	10.21613	14.96891	2.806053
5210	-550.1166	-557.6745	7.557961	10.5026	2.954177
5220	-555.8455	-562.9071	7.061692	10.81066	3.019843
5230	-552.1174	-562.561	10.44359	15.53288	2.779886
5240	-556.8163	-565.9593	9.142986	11.95632	2.882651
5250	-561.7052	-567.4379	5.73275	14.96534	3.105701
5260	-558.5734	-566.5579	7.984524	13.84756	2.980086
5270	-544.3325	-558.3972	14.06473	14.07196	2.544131
5280	-551.5836	-564.3156	12.732	16.75273	2.611332
5290	-551.8996	-565.2212	13.3216	18.94754	2.520961
5300	-557.8074	-564.2657	6.458253	15.78774	3.026479
5310	-558.4258	-562.983	4.557209	13.97983	3.223039
5320	-547.2913	-557.1623	9.87101	13.078	2.843712
5330	-551.9036	-561.9534	10.04985	15.00506	2.816483
5340	-548.3584	-558.0951	9.736687	18.50001	2.727589
5350	-550.5324	-560.0821	9.549733	13.90462	2.866593
5360	-551.7344	-566.442	14.7076	13.14175	2.476085
5370	-563.8281	-569.1372	5.309041	10.24589	3.153675
5380	-543.4827	-550.8642	7.38154	17.17974	2.912964
5390	-557.2858	-565.1827	7.896895	13.95471	2.984594
5400	-549.4983	-559.1932	9.694835	12.76279	2.854312
5410	-551.5785	-563.7162	12.13763	12.52218	2.655606
5420	-546.9607	-557.7129	10.75223	15.01228	2.76956
5430	-546.8919	-565.5396	18.64769	14.21147	2.22317
5440	-545.2105	-558.092	12.88152	12.98652	2.611173
5450	-555.9262	-561.8202	5.894065	11.0673	3.137599
5460	-542.2518	-556.0446	13.79279	14.56768	2.566859
5470	-539.1906	-554.1204	14.92977	15.99313	2.488482
5480	-553.3715	-561.2662	7.894697	12.78907	2.995386
5490	-552.1923	-557.3132	5.120866	16.72003	3.06725
5500	-560.6977	-567.1574	6.459697	12.64532	3.108541
5510	-551.3173	-555.3204	4.003137	12.59048	3.303911
5520	-551.7368	-565.7918	14.05506	17.84052	2.510335
5530	-545.1029	-559.9339	14.83096	11.92988	2.40509
5540	-553.1641	-562.3159	9.15184	11.9447	2.881571
5550	-549.9735	-563.9248	13.95129	14.62132	2.556174
5560	-551.9911	-560.4778	8.486754	13.01827	2.949591
5570	-547.4793	-559.7242	12.24485	14.13482	2.673607
5580	-540.6202	-559.922	19.30182	15.99051	2.215087
5590	-551.3228	-562.2738	10.95097	16.95833	2.711763
5600	-545.3063	-557.729	12.42264	15.30831	2.655317
5610	-547.4764	-560.4393	12.96292	14.58526	2.623812
5620	-552.5602	-565.348	12.78776	16.66285	2.609914
5630	-547.9249	-559.0622	11.13737	17.12642	2.695913
5640	-549.2155	-560.8358	11.62032	13.09625	2.710262
5650	-547.9494	-559.7407	11.79126	13.14885	2.698119
5660	-549.4136	-562.8787	13.46503	11.91778	2.518857
5670	-550.0208	-557.5657	7.544936	12.70698	3.022776
5680	-558.5013	-560.9705	2.469157	8.531676	3.280505
5690	-562.5305	-564.8689	2.338393	12.57684	3.436544
5700	-558.4159	-564.0052	5.589248	12.77486	3.17584
5710	-549.8241	-556.3406	6.516496	11.96425	3.102408
5720	-545.9303	-555.1939	9.263677	13.79754	2.888153
5730	-555.1892	-567.1771	11.98786	15.4738	2.681368
5740	-532.6529	-550.9369	18.28401	16.81609	2.279783
5750	-545.0636	-555.5428	10.47921	14.94192	2.788924
5760	-544.7019	-557.8287	13.12675	15.39662	2.608525
5770	-550.4264	-564.9043	14.47797	16.61721	2.50915
5780	-548.3089	-563.1732	14.86423	15.92359	2.493119
5790	-563.5982	-567.7755	4.177263	9.430128	3.203084
5800	-554.6365	-559.1759	4.539447	13.07373	3.251489
5810	-548.5537	-558.3236	9.769878	13.72035	2.851867
5820	-551.0241	-561.5264	10.50234	15.0297	2.785908
5830	-567.6148	-571.1087	3.493885	10.65444	3.345906
5840	-546.7845	-557.5428	10.7583	13.9057	2.779673
5850	-551.4869	-561.9815	10.49465	13.29764	2.797891
5860	-533.3806	-551.6726	18.29204	20.01521	2.239776
5870	-547.9161	-562.2371	14.32106	16.347	2.522411
5880	-545.5936	-560.9011	15.30756	20.2047	2.383728
5890	-558.1404	-565.7672	7.626802	17.26702	2.895057
5900	-555.4424	-564.11	8.667546	11.52504	2.908565
5910	-549.5832	-563.4607	13.87755	16.07848	2.553225
5920	-546.7054	-555.7222	9.016866	10.44271	2.810108
5930	-553.0042	-563.432	10.42786	12.98903	2.800142
5940	-554.6357	-564.469	9.833286	16.57516	2.789975
5950	-554.2151	-567.4866	13.27151	11.87502	2.532533
5960	-553.0562	-568.4315	15.37531	12.33845	2.386606
5970	-551.5923	-561.9664	10.37416	13.8245	2.807592
5980	-564.033	-568.7475	4.71449	10.16678	3.206992
5990	-564.39	-567.8337	3.443684	17.32329	3.134177
6000	-552.1076	-564.4252	12.31757	14.55392	2.668175
6010	-560.5258	-570.4574	9.931592	17.80226	2.742842
6020	-556.0891	-566.887	10.79787	14.44306	2.773704
6030	-547.1113	-561.3184	14.20713	14.12881	2.534711
6040	-548.604	-560.9927	12.38874	13.76556	2.661395
6050	-558.4717	-566.218	7.746366	12.17859	3.003078
6060	-553.7146	-562.7569	9.042382	13.73115	2.904798
6070	-552.2185	-560.3136	8.095089	12.8834	2.979822
6080	-545.2552	-558.1593	12.90414	12.6536	2.5992
6090	-542.6977	-550.74	8.042291	11.89473	2.973347
6100	-542.281	-553.2493	10.96829	13.96303	2.76448
6110	-552.2735	-558.0657	5.792152	14.30821	3.1247
6120	-551.5278	-556.306	4.778138	12.15083	3.246978
6130	-549.6128	-555.8624	6.249593	14.25162	3.094403
6140	-553.3825	-560.1921	6.809558	11.10366	3.056331
6150	-537.3762	-553.3078	15.93163	16.94614	2.418206
6160	-545.9438	-558.5921	12.6483	22.17871	2.445989
6170	-560.7967	-564.9375	4.140806	8.874476	3.139693
6180	-550.5759	-557.1653	6.589389	14.88766	3.051077
6190	-544.1949	-551.2557	7.060802	11.83584	3.054868
6200	-553.7524	-562.7219	8.969479	13.66086	2.910707
6210	-548.8142	-554.2086	5.394437	13.91325	3.165177
6220	-549.7873	-552.9668	3.179565	15.77009	3.235088
6230	-558.2392	-563.8188	5.579598	12.33162	3.180555
6240	-553.1498	-564.6353	11.48552	15.5664	2.712213
6250	-566.4543	-574.4868	8.032513	11.7495	2.970535
6260	-551.0669	-569.0532	17.98622	16.82268	2.297468
6270	-558.1969	-565.4341	7.237147	13.73181	3.036256
6280	-541.6013	-557.0233	15.42202	16.70767	2.4513
6290	-546.0666	-557.4774	11.41088	12.05788	2.697363
6300	-557.8068	-566.126	8.319216	10.66174	2.893528
6310	-555.6267	-565.0347	9.407966	12.68183	2.875857
6320	-545.0671	-555.7013	10.63412	13.68371	2.788868
6330	-549.4838	-560.3449	10.86111	15.15634	2.759986
6340	-546.062	-555.3	9.237963	11.12031	2.838604
6350	-555.1677	-562.7959	7.628269	12.59362	3.015995
6360	-551.1823	-560.7213	9.538985	10.71715	2.78355
6370	-551.2378	-564.8386	13.6008	15.13154	2.579341
6380	-550.7492	-559.9605	9.211363	11.96362	2.877146
6390	-551.4135	-567.5276	16.11416	16.97343	2.40713
6400	-553.2122	-564.2497	11.03755	16.27967	2.724969
6410	-555.2172	-562.1996	6.982328	10.63236	3.017173
6420	-552.4114	-566.2916	13.88024	17.00839	2.538073
6430	-551.2859	-559.1834	7.897424	13.16454	2.994161
6440	-545.8612	-556.13	10.26885	13.90098	2.814893
6450	-550.0857	-556.8948	6.80905	14.99328	3.032856
6460	-551.3823	-562.8927	11.51041	12.77591	2.712363
6470	-556.4155	-561.2495	4.834025	11.2266	3.236854
6480	-559.9235	-563.8004	3.876899	14.16322	3.264479
6490	-547.5338	-557.8814	10.34756	14.15322	2.807694
6500	-556.7539	-566.5898	9.835932	13.86355	2.846286
6510	-555.066	-563.963	8.89693	11.60743	2.8919
6520	-552.4242	-559.9011	7.476866	12.71259	3.028132
6530	-559.3727	-567.0684	7.695692	13.93291	2.999417
6540	-559.5589	-564.3372	4.7783	14.2914	3.196179
6550	-547.3678	-557.77	10.40221	15.54046	2.782383
6560	-557.4196	-563.5445	6.12491	14.15065	3.106121
6570	-556.4501	-565.4993	9.049237	12.96129	2.906165
6580	-562.0294	-572.6884	10.65899	12.17875	2.763924
6590	-557.3261	-565.5693	8.24316	13.05467	2.968238
6600	-563.6313	-567.824	4.192737	10.66325	3.280616
6610	-551.4172	-562.9013	11.48409	14.40411	2.726418
6620	-550.0919	-559.8202	9.728262	16.4126	2.801367
6630	-559.5486	-562.5406	2.992004	12.70806	3.381048
6640	-557.8209	-561.2689	3.447959	12.07327	3.357551
6650	-549.4948	-556.3029	6.808106	12.18857	3.08019
6660	-544.3065	-553.3055	8.99898	17.42563	2.809655
6670	-560.9502	-566.7537	5.803532	13.81589	3.138442
6680	-547.4963	-564.0175	16.52115	11.74612	2.247768
6690	-550.9422	-561.2742	10.33198	18.55602	2.693351
6700	-548.3707	-558.1016	9.730851	10.82189	2.773791
6710	-549.6403	-558.1944	8.554119	15.57665	2.900221
6720	-556.3567	-565.7342	9.377469	14.08825	2.877032
6730	-554.7405	-560.6237	5.883238	9.528166	3.033527
6740	-542.019	-556.6552	14.63625	12.82199	2.469622
6750	-546.9926	-555.9499	8.957263	16.05008	2.86014
6760	-554.1267	-560.1406	6.013941	10.72591	3.112884
6770	-554.7079	-558.2287	3.52078	11.14831	3.35305
6780	-543.0303	-554.0469	11.01654	14.2307	2.760038
6790	-564.5822	-572.4283	7.846107	12.93843	2.999048
6800	-548.167	-557.9075	9.740506	14.97627	2.83768
6810	-559.4645	-568.1828	8.718301	12.82533	2.931186
6820	-554.6506	-561.1605	6.509938	11.61255	3.097647
6830	-552.7011	-561.3802	8.679081	11.09877	2.887694
6840	-548.6721	-558.8775	10.20539	21.82423	2.570634
6850	-556.2774	-564.9206	8.643157	12.64034	2.935829
6860	-560.2134	-562.854	2.640592	15.02484	3.309241
6870	-560.6116	-563.0523	2.440716	11.31672	3.449936
6880	-556.8295	-560.6921	3.862591	15.71299	3.194637
6890	-561.2668	-569.1862	7.919398	11.78558	2.981094
6900	-554.2481	-560.6913	6.44319	13.70207	3.094737
6910	-559.0898	-566.8604	7.770645	13.05115	3.00445
6920	-541.395	-555.6753	14.28024	19.13228	2.465375
6930	-552.8682	-567.4628	14.59463	19.05988	2.450849
6940	-544.2684	-563.7797	19.51127	15.19862	2.190125
6950	-540.7686	-560.9611	20.19247	15.81528	2.156964
6960	-545.9273	-561.3951	15.4678	13.70869	2.436277
6970	-562.361	-571.1654	8.804381	19.49493	2.73617
6980	-553.7511	-567.1737	13.42261	15.41738	2.589137
6990	-560.586	-567.9343	7.348355	11.07945	3.006739
7000	-562.0293	-568.1859	6.156567	14.21443	3.10203
7010	-556.1661	-558.5475	2.381447	11.02838	3.454788
7020	-565.7086	-569.2439	3.535233	12.09081	3.350095
7030	-553.8581	-563.7739	9.915759	12.6052	2.834558
7040	-547.777	-556.7253	8.948307	16.61486	2.841998
7050	-557.8666	-561.9706	4.104003	14.76353	3.223506
7060	-563.5363	-567.5799	4.043546	10.39814	3.284435
7070	-563.3957	-568.9042	5.508489	12.36679	3.186133
7080	-554.7275	-561.6654	6.937932	12.18502	3.069511
7090	-552.9148	-562.3035	9.388715	10.59963	2.788157
7100	-543.0314	-561.0528	18.02139	15.83126	2.29434
7110	-551.0985	-557.7564	6.657944	12.07381	3.09168
7120	-557.7271	-564.505	6.777965	14.04699	3.062567
7130	-558.4467	-564.6063	6.159663	13.32622	3.123365
7140	-548.5418	-554.4862	5.944398	11.81157	3.148949
7150	-553.3	-558.1477	4.847647	11.67615	3.24123
7160	-543.2993	-556.4378	13.13842	16.91692	2.58366
7170	-560.0587	-562.4096	2.350984	8.14899	3.22756
7180	-553.5979	-565.7274	12.12948	13.28065	2.674681
7190	-551.793	-567.9951	16.20208	16.94014	2.402312
7200	-555.5802	-563.2606	7.68035	12.41972	3.010929
7210	-551.9072	-561.386	9.478715	12.05037	2.85739
7220	-555.4861	-562.1334	6.647269	11.24779	3.076044
7230	-562.5025	-565.2176	2.715077	13.14494	3.388523
7240	-555.8791	-563.2999	7.42082	12.25475	3.030594
7250	-557.5847	-562.7021	5.117399	9.754133	3.135655
7260	-551.3491	-556.0694	4.720301	10.82572	3.236917
7270	-555.9485	-562.2642	6.315713	15.29818	3.054626
7280	-559.2834	-567.4754	8.191986	14.57271	2.95121
7290	-539.2172	-556.7481	17.53095	17.12221	2.322628
7300	-558.6927	-561.5164	2.823627	14.65937	3.315371
7310	-546.6634	-558.0194	11.35599	12.03994	2.701169
7320	-551.5372	-564.6567	13.11947	16.91783	2.584761
7330	-566.4636	-566.5654	0.101743	10.8154	3.663616
7340	-542.1885	-552.939	10.75043	15.67445	2.757128
7350	-561.6747	-567.6253	5.950552	15.60193	3.066334
7360	-558.5018	-567.7419	9.240143	12.50011	2.886659
7370	-557.1495	-561.7539	4.604377	13.97306	3.219901
7380	-554.1359	-560.2174	6.081495	15.50597	3.06179
7390	-562.1407	-572.858	10.71725	15.57302	2.761427
7400	-548.3666	-559.1501	10.78345	11.16565	2.702791
7410	-545.6988	-560.6719	14.97303	20.80404	2.382983
7420	-541.8112	-554.207	12.39581	16.86065	2.628892
7430	-552.6975	-562.8045	10.10692	13.31766	2.82713
7440	-562.3086	-564.1165	1.807884	9.791426	3.47693
7450	-556.0782	-557.5701	1.491895	11.4654	3.532035
7460	-560.413	-570.6088	10.19579	13.39326	2.820737
7470	-549.9346	-568.6353	18.70065	14.05024	2.213913
7480	-552.3613	-561.0625	8.701222	11.30996	2.896412
7490	-553.0071	-560.8488	7.841709	13.76868	2.991666
7500	-553.3714	-561.7875	8.416122	14.21422	2.943072
7510	-556.7744	-561.6589	4.884488	14.29849	3.188491
7520	-545.6004	-559.3199	13.71948	13.66615	2.56309
7530	-546.0928	-556.3916	10.29879	11.26253	2.752305
7540	-553.8662	-562.9326	9.066407	14.52193	2.89216
7550	-546.2735	-561.0338	14.76036	12.86497	2.461721
7560	-556.0977	-563.1405	7.042872	9.090947	2.849633
7570	-552.3013	-564.2512	11.94989	13.48817	2.690898
7580	-562.6513	-564.2143	1.56297	12.62325	3.496565
7590	-553.364	-557.3992	4.035224	9.53546	3.228149
7600	-564.043	-570.1329	6.089906	11.65189	3.134462
7610	-559.7447	-564.3228	4.578128	9.537808	3.171442
7620	-561.4445	-562.9599	1.51539	13.07631	3.482689
7630	-547.033	-559.0336	12.00055	14.10531	2.690864
7640	-548.4532	-558.654	10.20087	12.09002	2.798771
7650	-552.2443	-562.9792	10.73486	15.33027	2.765155
7660	-551.1594	-558.8947	7.735304	11.99694	3.001141
7670	-555.3743	-563.7762	8.401876	17.63144	2.835693
7680	-548.557	-563.207	14.65004	14.0488	2.502185
7690	-546.008	-561.4328	15.42488	13.63264	2.437402
7700	-545.2356	-563.001	17.76537	17.97615	2.300758
7710	-554.1174	-563.5325	9.415178	10.84965	2.804959
7720	-553.805	-564.3532	10.54824	12.97662	2.790715
7730	-550.5797	-560.1558	9.576099	16.3843	2.81152
7740	-555.0072	-567.8145	12.80725	11.22096	2.526179
7750	-550.5342	-561.0902	10.55596	14.37798	2.791111
7760	-561.0323	-566.8321	5.799726	10.23022	3.104713
7770	-557.2361	-559.1477	1.911571	13.12335	3.450518
7780	-549.7252	-557.9872	8.261987	10.02284	2.84365
7790	-544.981	-556.3308	11.34978	13.3363	2.734005
7800	-558.8176	-561.1557	2.338079	14.79784	3.341337
7810	-547.8346	-557.6973	9.862698	17.85008	2.744979
7820	-550.4778	-557.1901	6.712341	16.52624	2.98034
7830	-551.302	-561.2933	9.991226	14.82016	2.823772
7840	-559.5319	-563.8607	4.328761	20.21264	2.926675
7850	-547.5687	-562.8463	15.27763	15.19251	2.468667
7860	-554.8378	-565.8287	10.99086	18.07348	2.674371
7870	-554.4079	-559.1973	4.789475	12.76134	3.238686
7880	-548.6419	-564.0501	15.40813	17.82711	2.434745
7890	-546.9826	-556.4147	9.432091	11.38176	2.835461
7900	-557.0417	-565.8389	8.797251	10.75127	2.855193
7910	-571.3166	-573.4869	2.170226	13.92885	3.396184
7920	-544.6142	-557.233	12.61877	14.55623	2.647475
7930	-561.568	-567.1826	5.614537	11.71376	3.175968
7940	-561.285	-566.7068	5.421836	20.85617	2.839402
7950	-550.1493	-560.5571	10.40778	14.54733	2.799479
7960	-548.9348	-558.9596	10.02485	12.23004	2.817434
7970	-545.2672	-555.6206	10.35339	14.49014	2.803925
7980	-549.2119	-559.8979	10.68599	13.12162	2.781888
7990	-553.8076	-563.1265	9.318874	11.92786	2.867068
8000	-558.0074	-561.0733	3.065909	9.341834	3.312927
8010	-550.4468	-559.0394	8.592538	12.87147	2.941171
8020	-549.9936	-557.4002	7.40662	10.13504	2.939386
8030	-553.9224	-558.231	4.308577	9.650406	3.209899
8040	-548.7298	-554.3781	5.648311	12.53917	3.173694
8050	-561.2376	-564.851	3.613406	9.637065	3.280869
8060	-557.2714	-561.6695	4.398127	9.747228	3.208831
8070	-554.5618	-559.9268	5.36505	10.81151	3.176818
8080	-565.3109	-568.299	2.988137	10.47662	3.388499
8090	-553.9914	-563.6392	9.647742	14.5695	2.851366
8100	-550.7979	-562.814	12.01609	14.87964	2.686639
8110	-550.4208	-566.3993	15.97854	19.78018	2.361243
8120	-556.4973	-564.0317	7.534403	13.38603	3.019532
8130	-546.6021	-557.5114	10.90938	17.05	2.711511
8140	-555.0574	-559.2868	4.229381	17.20343	3.09519
8150	-558.8671	-560.6442	1.777198	11.40143	3.507831
8160	-554.7029	-562.6091	7.906226	13.46882	2.990905
8170	-548.3012	-555.7392	7.438022	12.94794	3.030542
8180	-552.1245	-561.6349	9.510331	13.20535	2.871759
8190	-552.0054	-561.9295	9.924089	12.9266	2.838322
8200	-547.4449	-558.0254	10.58048	16.96694	2.733348
8210	-545.0845	-556.3705	11.28601	15.50814	2.726105
8220	-546.2556	-556.0671	9.811428	14.88505	2.834703
8230	-552.0945	-562.6551	10.56057	12.11078	2.769739
8240	-559.1405	-562.8912	3.750687	9.744327	3.275037
8250	-560.4063	-566.8891	6.482821	14.35492	3.075077
8260	-561.021	-566.2318	5.210813	13.59674	3.187628
8270	-566.7208	-569.9151	3.194357	9.197399	3.284667
8280	-554.031	-557.3644	3.333452	8.103045	3.097139
8290	-550.9694	-563.7356	12.7662	17.23939	2.598089
8300	-550.5397	-564.5124	13.97271	16.69684	2.538229
8310	-545.1802	-558.456	13.27579	12.89151	2.577954
8320	-550.161	-561.3919	11.2309	14.30836	2.744585
8330	-550.5453	-557.5332	6.987872	11.71931	3.058841
8340	-554.527	-563.7064	9.179327	11.99457	2.880708
8350	-558.8482	-562.7453	3.897027	15.86357	3.184894
8360	-542.3066	-553.656	11.34944	18.0358	2.655751
8370	-555.6626	-562.8367	7.174096	13.42481	3.045906
8380	-557.766	-568.9698	11.20383	16.58667	2.706986
8390	-553.586	-561.0907	7.504699	10.59791	2.965786
8400	-558.5099	-566.8526	8.342732	19.0989	2.777167
8410	-560.4854	-567.6957	7.21025	15.16419	3.000609
8420	-548.545	-558.5173	9.972298	14.26343	2.83306
8430	-558.1974	-567.9322	9.734803	13.66735	2.854658
8440	-558.4014	-563.0993	4.697902	11.54178	3.25315
8450	-556.0904	-563.7395	7.649129	13.05886	3.013718
8460	-547.5982	-557.5892	9.991063	14.70213	2.825759
8470	-565.3146	-576.148	10.83339	15.23632	2.76043
8480	-554.9099	-561.4151	6.505151	12.12048	3.104662
8490	-557.8149	-568.1231	10.30816	13.66505	2.81271
8500	-546.838	-557.719	10.88094	15.41716	2.753999
8510	-557.8903	-564.0797	6.189412	11.40053	3.120821
8520	-553.2699	-565.3087	12.0388	11.54064	2.617049
8530	-557.8389	-565.0199	7.181042	14.53606	3.0216
8540	-554.934	-563.954	9.020013	18.44457	2.768572
8550	-551.8597	-568.6143	16.75464	17.58233	2.362602
8560	-543.939	-553.4504	9.511357	13.69697	2.870846
8570	-554.1998	-565.6898	11.49002	14.55032	2.725062
8580	-558.5098	-566.5342	8.024462	11.89503	2.974853
8590	-558.8682	-561.3631	2.49494	12.03881	3.437162
8600	-543.3522	-557.6796	14.3274	12.44492	2.476987
8610	-554.0872	-565.0858	10.99851	11.82595	2.72172
8620	-549.7468	-558.5957	8.848842	15.42042	2.885716
8630	-552.6065	-561.2738	8.667335	14.23795	2.924993
8640	-559.4653	-566.3212	6.855914	11.54996	3.066378
8650	-543.5891	-556.7603	13.17125	11.01112	2.474784
8660	-546.6088	-558.7374	12.12865	12.57745	2.658128
8670	-555.467	-558.6733	3.20631	15.62058	3.241251
8680	-561.4069	-564.284	2.87712	10.33065	3.394264
8690	-565.6787	-574.5749	8.896298	11.05521	2.865628
8700	-556.3904	-564.5798	8.18937	14.85075	2.944567
8710	-560.269	-567.2706	7.001551	13.4878	3.057769
8720	-556.6003	-571.7301	15.12979	15.20012	2.478408
8730	-547.9869	-565.9981	18.01115	14.66031	2.279363
8740	-545.9814	-564.0344	18.05303	17.21651	2.291566
8750	-549.9871	-562.1058	12.11862	14.36077	2.682462
8760	-547.2734	-553.6525	6.379125	10.1468	3.041697
8770	-554.1275	-561.8874	7.759891	13.41254	3.002405
8780	-548.1769	-561.7488	13.57187	13.37563	2.568275
8790	-552.7579	-561.4009	8.643001	11.75971	2.918898
8800	-553.1122	-558.159	5.046863	16.35061	3.089571
8810	-552.2755	-558.032	5.756436	14.0041	3.136552
8820	-555.1626	-559.8466	4.684067	10.86975	3.241638
8830	-554.0594	-563.5471	9.487691	13.92825	2.870844
8840	-555.6552	-560.713	5.0578	13.22011	3.208594
8850	-561.7187	-567.6587	5.939977	16.07123	3.047216
8860	-545.5427	-560.7987	15.25599	14.06218	2.459299
8870	-568.2913	-572.8103	4.519096	12.18171	3.268047
8880	-554.8841	-565.4075	10.52346	14.25376	2.794499
8890	-565.9187	-571.5278	5.609126	14.00035	3.147183
8900	-556.891	-565.3265	8.435549	14.51652	2.935718
8910	-555.8054	-566.5325	10.72709	12.49123	2.767481
8920	-556.0029	-561.3106	5.307746	13.34842	3.186772
8930	-549.1192	-561.9547	12.83551	12.85369	2.61101
8940	-554.1118	-563.294	9.1822	13.90299	2.893043
8950	-554.547	-561.9544	7.407408	11.19765	3.006471
8960	-554.4453	-565.8578	11.41253	18.891	2.623676
8970	-558.2838	-563.2739	4.990116	15.28574	3.141814
8980	-559.8355	-573.7138	13.8783	16.39026	2.54885
8990	-556.1283	-566.4351	10.30677	12.72291	2.805703
9000	-539.7217	-553.593	13.87128	15.05397	2.561697
9010	-551.4783	-562.4031	10.92478	13.83882	2.767759
9020	-548.3476	-559.6555	11.30794	14.71229	2.736086
9030	-553.6599	-570.6402	16.98029	16.48153	2.359231
9040	-551.4441	-560.9427	9.498624	11.6233	2.840732
9050	-546.1196	-559.5662	13.44663	14.6945	2.590721
9060	-541.4827	-556.542	15.05927	14.16039	2.474898
9070	-548.4033	-560.4609	12.05763	15.71072	2.673129
9080	-539.0885	-551.9166	12.82805	17.3314	2.592259
9090	-551.6419	-559.7983	8.156407	9.376758	2.773274
9100	-559.7848	-563.5962	3.811327	10.04898	3.289257
9110	-544.2915	-553.2505	8.958955	11.97199	2.898473
9120	-550.3882	-557.2766	6.888384	10.04449	2.982649
9130	-552.7885	-564.9623	12.17383	13.72742	2.676714
9140	-547.3314	-561.2524	13.92099	12.48359	2.51144
9150	-551.449	-566.6459	15.19694	14.66634	2.471376
9160	-558.3801	-562.2263	3.84612	16.59062	3.150369
9170	-543.4326	-558.9042	15.47168	18.49792	2.417635
9180	-548.2595	-556.9301	8.670637	12.53451	2.932612
9190	-544.018	-558.1312	14.11321	11.44232	2.429305
9200	-545.745	-557.1619	11.41694	15.15255	2.723367
9210	-544.6422	-560.9968	16.35458	16.15867	2.398891
9220	-550.0672	-562.1593	12.09203	16.46383	2.656216
9230	-550.8247	-562.536	11.71129	15.30851	2.701782
9240	-554.9064	-561.9555	7.049138	14.15426	3.040719
9250	-546.6629	-554.328	7.665141	13.35908	3.010056
9260	-553.0703	-562.4331	9.362792	14.76636	2.867249
9270	-546.7433	-559.8431	13.09979	18.09327	2.557149
9280	-542.6198	-556.2855	13.66569	16.40267	2.561624
9290	-557.5962	-566.4427	8.846502	14.39362	2.909723
9300	-548.321	-563.7248	15.40382	14.05259	2.448603
9310	-547.2732	-565.3539	18.08072	18.9142	2.270324
9320	-557.7596	-568.3843	10.62465	15.80657	2.76214
9330	-558.5918	-560.6351	2.043336	12.26686	3.469081
9340	-555.3296	-559.2841	3.954598	13.09116	3.295741
