Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_len_lambda	tree_length
1780	0	-556.891	-565.3265	8.435549	14.51652	2.935718
1781	1	-563.0041	-573.5819	10.57772	12.81726	2.786072
1782	0	-555.8054	-566.5325	10.72709	12.49123	2.767481
1783	1	-552.5955	-567.0695	14.47407	16.36418	2.512834
1784	0	-556.0029	-561.3106	5.307746	13.34842	3.186772
1785	1	-559.9805	-572.8725	12.89206	17.85858	2.57504
1786	0	-549.1192	-561.9547	12.83551	12.85369	2.61101
1787	1	-546.9846	-554.5145	7.529906	13.98365	3.010322
1788	0	-554.1118	-563.294	9.1822	13.90299	2.893043
1789	1	-548.6192	-557.9351	9.315859	12.29857	2.876896
1790	0	-554.547	-561.9544	7.407408	11.19765	3.006471
1791	1	-561.6209	-572.459	10.8381	15.64819	2.752095
1792	0	-554.4453	-565.8578	11.41253	18.891	2.623676
1793	1	-546.1423	-556.3728	10.23045	13.6145	2.818442
1794	0	-558.2838	-563.2739	4.990116	15.28574	3.141814
1795	1	-552.4695	-565.9821	13.51255	16.78361	2.564152
1796	0	-559.8355	-573.7138	13.8783	16.39026	2.54885
1797	1	-552.9828	-559.4169	6.434129	15.15842	3.051998
1798	0	-556.1283	-566.4351	10.30677	12.72291	2.805703
1799	1	-544.766	-557.2356	12.46968	15.29029	2.652447
1800	0	-539.7217	-553.593	13.87128	15.05397	2.561697
1801	1	-549.971	-555.6073	5.636268	12.47538	3.175148
1802	0	-551.4783	-562.4031	10.92478	13.83882	2.767759
1803	1	-556.4431	-563.2291	6.786049	11.67881	3.07527
1804	0	-548.3476	-559.6555	11.30794	14.71229	2.736086
1805	1	-565.7061	-569.8794	4.173242	9.161736	3.174001
1806	0	-553.6599	-570.6402	16.98029	16.48153	2.359231
1807	1	-556.8167	-559.5542	2.737523	12.46676	3.407727
1808	0	-551.4441	-560.9427	9.498624	11.6233	2.840732
1809	1	-546.7234	-564.0222	17.29879	13.54714	2.296681
1810	0	-546.1196	-559.5662	13.44663	14.6945	2.590721
1811	1	-542.2609	-552.1123	9.851409	14.24347	2.841767
1812	0	-541.4827	-556.542	15.05927	14.16039	2.474898
1813	1	-548.7257	-557.468	8.74237	15.90985	2.878004
1814	0	-548.4033	-560.4609	12.05763	15.71072	2.673129
1815	1	-560.1604	-565.3514	5.19097	10.43959	3.176314
1816	0	-539.0885	-551.9166	12.82805	17.3314	2.592259
1817	1	-563.1289	-570.1648	7.035929	11.58788	3.051751
1818	0	-551.6419	-559.7983	8.156407	9.376758	2.773274
1819	1	-545.385	-552.8726	7.48758	14.339	3.005468
1820	0	-559.7848	-563.5962	3.811327	10.04898	3.289257
1821	1	-553.427	-559.5161	6.089075	9.648804	3.025229
1822	0	-544.2915	-553.2505	8.958955	11.97199	2.898473
1823	1	-542.1974	-556.3478	14.15035	16.09177	2.536104
1824	0	-550.3882	-557.2766	6.888384	10.04449	2.982649
1825	1	-556.3223	-569.3439	13.02161	15.204	2.617072
1826	0	-552.7885	-564.9623	12.17383	13.72742	2.676714
1827	1	-553.6598	-565.1209	11.46112	21.22265	2.536001
1828	0	-547.3314	-561.2524	13.92099	12.48359	2.51144
1829	1	-550.9435	-557.4588	6.515344	13.90027	3.084927
1830	0	-551.449	-566.6459	15.19694	14.66634	2.471376
1831	1	-570.3434	-572.5804	2.237011	13.78444	3.398016
1832	0	-558.3801	-562.2263	3.84612	16.59062	3.150369
1833	1	-558.031	-566.9714	8.940359	11.75932	2.893599
1834	0	-543.4326	-558.9042	15.47168	18.49792	2.417635
1835	1	-559.4642	-563.0085	3.544371	9.104186	3.236026
1836	0	-548.2595	-556.9301	8.670637	12.53451	2.932612
1837	1	-543.172	-559.235	16.06304	15.0367	2.415979
1838	0	-544.018	-558.1312	14.11321	11.44232	2.429305
1839	1	-544.6124	-559.5409	14.92852	15.79372	2.489935
1840	0	-545.745	-557.1619	11.41694	15.15255	2.723367
1841	1	-547.7026	-563.9668	16.26417	18.26855	2.379117
1842	0	-544.6422	-560.9968	16.35458	16.15867	2.398891
1843	1	-554.6582	-564.5	9.841874	18.87269	2.707533
1844	0	-550.0672	-562.1593	12.09203	16.46383	2.656216
1845	1	-552.3398	-562.3896	10.04979	16.43722	2.78105
1846	0	-550.8247	-562.536	11.71129	15.30851	2.701782
1847	1	-550.0542	-560.8398	10.78558	9.998406	2.58868
1848	0	-554.9064	-561.9555	7.049138	14.15426	3.040719
1849	1	-555.3475	-563.3817	8.034197	13.7226	2.97834
1850	0	-546.6629	-554.328	7.665141	13.35908	3.010056
1851	1	-549.9432	-561.0606	11.11747	11.9125	2.715604
1852	0	-553.0703	-562.4331	9.362792	14.76636	2.867249
1853	1	-539.8046	-550.2074	10.40272	17.89262	2.71325
1854	0	-546.7433	-559.8431	13.09979	18.09327	2.557149
1855	1	-549.2144	-562.8302	13.61579	16.10807	2.569098
1856	0	-542.6198	-556.2855	13.66569	16.40267	2.561624
1857	1	-553.5873	-566.0643	12.47691	15.27389	2.652156
1858	0	-557.5962	-566.4427	8.846502	14.39362	2.909723
1859	1	-560.3086	-568.878	8.569385	16.51158	2.868491
1860	0	-548.321	-563.7248	15.40382	14.05259	2.448603
1861	1	-556.4507	-564.8822	8.431491	16.47336	2.878213
1862	0	-547.2732	-565.3539	18.08072	18.9142	2.270324
1863	1	-553.8884	-566.74	12.85153	17.70578	2.581379
1864	0	-557.7596	-568.3843	10.62465	15.80657	2.76214
1865	1	-554.6336	-563.1108	8.477232	10.71594	2.882537
1866	0	-558.5918	-560.6351	2.043336	12.26686	3.469081
1867	1	-556.553	-563.7678	7.214783	11.66609	3.038261
1868	0	-555.3296	-559.2841	3.954598	13.09116	3.295741
1869	1	-549.7547	-555.0403	5.28562	14.00038	3.170289
1870	0	-564.7247	-566.579	1.854353	14.75874	3.376144
1871	1	-551.3931	-562.733	11.33992	14.66987	2.734326
1872	0	-547.8211	-559.1386	11.31744	15.10774	2.730587
1873	1	-560.5905	-564.2566	3.666133	11.61087	3.342539
1874	0	-562.2991	-570.0405	7.74134	16.90761	2.903068
1875	1	-550.6701	-555.9732	5.303027	12.49251	3.201699
1876	0	-551.6657	-561.7352	10.06949	12.90941	2.826878
1877	1	-560.9169	-565.3033	4.386489	14.6491	3.209187
1878	0	-544.8859	-553.2771	8.391155	12.66327	2.955919
1879	1	-554.6017	-563.7858	9.184093	13.56612	2.895578
1880	0	-552.5943	-562.2136	9.619235	17.58956	2.768168
1881	1	-549.0593	-557.0345	7.97522	20.0985	2.75145
1882	0	-543.3883	-552.4374	9.049042	15.47858	2.871159
1883	1	-555.0634	-560.5802	5.516802	13.19396	3.174408
1884	0	-544.7731	-555.2512	10.4781	17.27276	2.729743
1885	1	-556.8452	-564.3206	7.475403	12.65406	3.028227
1886	0	-545.7309	-554.3374	8.606423	15.23906	2.906517
1887	1	-555.4391	-559.4873	4.048245	13.80896	3.26574
1888	0	-547.2373	-564.2595	17.0222	16.99977	2.353416
1889	1	-564.5125	-570.0617	5.549202	16.26449	3.062791
1890	0	-552.3065	-560.5747	8.268143	12.00056	2.956805
1891	1	-544.3777	-556.3551	11.97742	13.12369	2.683507
1892	0	-546.1355	-558.6713	12.53575	20.42105	2.513472
1893	1	-553.1799	-561.8117	8.63171	12.69197	2.937143
1894	0	-551.2518	-562.3313	11.07951	13.48377	2.7554
1895	1	-543.8342	-558.5576	14.72339	17.89525	2.471716
1896	0	-559.708	-565.7601	6.052088	8.751371	2.90283
1897	1	-549.0107	-560.0034	10.9927	18.58119	2.656863
1898	0	-555.9394	-565.1765	9.237072	18.32628	2.761495
1899	1	-549.4427	-562.6254	13.18271	13.82532	2.604444
1900	0	-547.1577	-557.5415	10.38379	10.77055	2.709242
1901	1	-550.8141	-564.475	13.6609	17.79239	2.533595
1902	0	-548.2976	-559.4639	11.16622	11.96701	2.713892
1903	1	-544.0359	-558.9	14.8641	16.91671	2.481653
1904	0	-549.3931	-556.8983	7.505172	12.49316	3.025424
1905	1	-560.1902	-561.7032	1.513023	9.751789	3.505058
1906	0	-550.0881	-561.9488	11.86067	14.66579	2.698857
1907	1	-555.2569	-563.1081	7.851202	13.59205	2.993497
1908	0	-559.193	-566.1153	6.922252	10.93049	3.03865
1909	1	-548.8032	-559.4604	10.6572	10.52557	2.661355
1910	0	-546.5678	-559.793	13.22516	19.56408	2.507249
1911	1	-565.9094	-564.1897	-1.719658	8.235795	3.738445
1912	0	-558.204	-569.4946	11.29065	18.24488	2.652148
1913	1	-563.7007	-566.4895	2.788781	10.29223	3.401422
1914	0	-554.8731	-563.521	8.647899	11.30993	2.901125
1915	1	-550.5974	-562.268	11.67065	15.73768	2.697264
1916	0	-554.9616	-566.0537	11.09206	14.20888	2.75484
1917	1	-550.7319	-556.3756	5.643705	13.3458	3.161661
1918	0	-558.5369	-568.619	10.0821	17.20642	2.754884
1919	1	-551.2636	-561.3653	10.10167	10.43453	2.705425
1920	0	-548.0324	-559.1852	11.15286	13.65019	2.750839
1921	1	-556.3178	-567.97	11.65223	14.74535	2.712396
1922	0	-555.5435	-561.1555	5.611906	11.16455	3.165927
1923	1	-544.814	-557.6414	12.82734	16.4397	2.612022
1924	0	-554.2113	-560.3385	6.127207	16.72688	3.006753
1925	1	-556.035	-564.7502	8.715272	13.71184	2.928818
1926	0	-545.757	-558.5658	12.80883	14.42445	2.634463
1927	1	-542.7858	-560.6213	17.83543	19.90236	2.264905
1928	0	-547.6516	-562.0112	14.35963	14.73195	2.528737
1929	1	-551.0055	-561.7372	10.73171	11.56835	2.731789
1930	0	-552.4923	-562.4886	9.996275	9.873552	2.651705
1931	1	-557.9774	-562.1644	4.187036	11.14251	3.293191
1932	0	-548.483	-560.6398	12.15675	13.82214	2.678633
1933	1	-558.6426	-560.9361	2.293496	10.53628	3.456204
1934	0	-546.6769	-555.5712	8.894287	17.75209	2.803073
1935	1	-555.8557	-558.6752	2.819496	12.92382	3.388021
1936	0	-546.237	-555.3883	9.151344	16.39385	2.837132
1937	1	-556.8158	-562.4521	5.63629	11.30721	3.167343
1938	0	-548.6341	-556.3398	7.705705	12.74143	3.010157
1939	1	-554.6461	-567.2033	12.55724	12.83695	2.63219
1940	0	-552.3251	-564.6062	12.28108	15.41704	2.663183
1941	1	-556.1635	-561.8364	5.672951	10.60205	3.138833
1942	0	-568.9546	-577.7497	8.795089	20.87146	2.676995
1943	1	-556.4521	-569.0933	12.64121	13.73831	2.64278
1944	0	-551.5835	-557.6506	6.067141	12.68112	3.139297
1945	1	-554.7005	-563.4387	8.738234	10.91357	2.871454
1946	0	-549.1336	-560.2818	11.14816	20.84354	2.565323
1947	1	-548.971	-563.4533	14.48228	15.74565	2.518549
1948	0	-551.5403	-565.5682	14.0279	12.8878	2.519479
1949	1	-552.6355	-558.4056	5.770092	15.20946	3.093806
1950	0	-552.8386	-562.2049	9.366298	10.5376	2.785037
1951	1	-557.5199	-561.7995	4.279612	11.98679	3.289248
1952	0	-554.3207	-562.0149	7.694185	14.27227	2.99258
1953	1	-552.184	-559.612	7.42798	10.92813	2.992262
1954	0	-560.9403	-568.715	7.774673	13.10653	3.003849
1955	1	-555.9321	-561.9492	6.017062	11.95937	3.144117
1956	0	-553.4384	-564.3283	10.88986	15.51531	2.751507
1957	1	-546.353	-560.3519	13.99894	16.23391	2.543685
1958	0	-559.198	-566.7983	7.600277	19.94179	2.777352
1959	1	-551.5699	-558.6791	7.109195	8.81827	2.794821
1960	0	-552.3105	-560.7616	8.451104	16.57528	2.873359
1961	1	-558.3373	-563.7838	5.446424	14.42348	3.144908
1962	0	-548.335	-556.9353	8.600283	15.59349	2.896754
1963	1	-558.1365	-560.1609	2.024395	9.53727	3.439153
1964	0	-551.8078	-558.8718	7.063971	11.94509	3.056371
1965	1	-556.0007	-568.5163	12.51565	14.19047	2.654608
1966	0	-561.1453	-565.8861	4.74076	11.34727	3.247154
1967	1	-551.403	-561.1503	9.74734	15.24565	2.831501
1968	0	-551.31	-564.1564	12.84639	15.47443	2.625877
1969	1	-562.1305	-568.5924	6.461896	11.74795	3.104186
1970	0	-562.6238	-568.6411	6.017294	10.81509	3.116646
1971	1	-556.9174	-566.7347	9.817247	13.74922	2.848282
1972	0	-556.7731	-567.0841	10.31095	14.39488	2.807966
1973	1	-548.0828	-561.0861	13.00338	15.14684	2.618711
1974	0	-541.1631	-558.9389	17.7758	23.07952	2.191274
1975	1	-545.1508	-557.1762	12.02539	14.39825	2.688855
1976	0	-550.6778	-563.5971	12.91925	10.75991	2.472713
1977	1	-552.6413	-560.6579	8.016644	12.8685	2.985913
1978	0	-569.3694	-574.0023	4.632882	12.4258	3.256226
1979	1	-554.9171	-564.6191	9.702068	16.57582	2.79787
1980	0	-554.6105	-565.9267	11.31623	13.02897	2.732422
1981	1	-551.6149	-568.9282	17.31323	15.49224	2.337345
1982	0	-544.1968	-560.2435	16.04669	21.03555	2.325085
1983	1	-557.1621	-566.7001	9.537951	12.70572	2.865916
1984	0	-551.0538	-560.9434	9.889609	13.15524	2.84278
1985	1	-561.967	-570.2247	8.257776	13.69564	2.962385
1986	0	-550.6268	-557.2343	6.60756	11.04028	3.072063
1987	1	-560.1129	-567.7657	7.652859	13.62924	3.007555
1988	0	-549.1273	-560.4326	11.30529	14.37174	2.739033
1989	1	-568.0093	-568.0972	0.08792379	10.27022	3.663573
1990	0	-551.5198	-559.1732	7.653425	9.478005	2.841039
1991	1	-554.6259	-563.6107	8.984847	11.44745	2.877723
1992	0	-555.482	-557.1226	1.640607	17.15401	3.24872
1993	1	-552.6918	-563.9997	11.30789	12.86793	2.730142
1994	0	-553.1616	-563.306	10.14438	17.9186	2.726764
1995	1	-556.2126	-568.8935	12.68099	16.62681	2.617087
1996	0	-554.2473	-562.744	8.496684	16.32746	2.879388
1997	1	-555.6815	-566.5422	10.86068	14.44501	2.769337
1998	0	-551.2741	-564.6349	13.36082	16.9217	2.570415
1999	1	-542.9733	-556.7799	13.80664	14.74714	2.56629
2000	0	-548.8103	-557.7052	8.894865	20.60003	2.684006
2001	1	-550.1421	-558.179	8.036897	11.76211	2.970503
