Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
790	-558.2707	-562.5264	4.255628	10.00031	3.241905
800	-554.3125	-565.2809	10.96841	11.45692	2.705006
810	-547.1187	-558.4748	11.35613	16.01767	2.711394
820	-551.5708	-558.7968	7.225971	12.78443	3.04769
830	-544.1004	-556.9259	12.82548	12.79468	2.610012
840	-566.8246	-574.2728	7.448186	11.17146	3.001744
850	-558.8424	-570.861	12.01863	13.8269	2.688652
860	-555.5342	-563.8163	8.282089	11.22146	2.92948
870	-550.0278	-559.7611	9.733337	13.51345	2.855197
880	-546.2574	-560.7037	14.44634	15.65806	2.521446
890	-540.0629	-553.7629	13.69995	15.07889	2.572993
900	-562.2967	-567.0816	4.78485	11.24171	3.241514
910	-555.4969	-561.1309	5.633986	13.15701	3.166239
920	-547.2878	-561.8333	14.54553	15.40944	2.516331
930	-564.3196	-574.9093	10.58973	18.44621	2.683409
940	-544.0673	-557.4467	13.37947	17.25483	2.562171
950	-557.6265	-570.3157	12.6892	14.30815	2.642666
960	-548.1564	-559.5417	11.38534	14.93882	2.728319
970	-553.2388	-565.6976	12.45875	12.95184	2.642877
980	-539.1184	-557.0014	17.88303	19.725	2.266049
990	-555.9691	-568.1012	12.13206	14.04026	2.681393
1000	-566.7468	-570.4807	3.733815	8.715477	3.16227
1010	-552.7526	-556.3819	3.62921	14.11874	3.283802
1020	-560.3401	-572.3774	12.03721	12.82964	2.672516
1030	-551.0282	-554.8583	3.830106	14.15221	3.268227
1040	-545.7835	-560.6245	14.84093	18.66665	2.447708
1050	-555.2663	-566.4215	11.15519	10.39071	2.599683
1060	-547.4555	-565.2724	17.81687	18.81878	2.285851
1070	-555.6136	-570.1424	14.52882	15.35897	2.517588
1080	-547.846	-562.7768	14.93085	11.75829	2.384094
1090	-551.0946	-561.159	10.06447	11.23273	2.771328
1100	-543.6841	-557.5333	13.84919	14.44984	2.562474
1110	-547.2005	-561.9746	14.77405	18.02006	2.466214
1120	-555.5051	-564.2438	8.738637	12.30081	2.923869
1130	-545.5191	-556.1836	10.66448	13.57022	2.786465
1140	-566.3203	-568.7548	2.434496	13.19748	3.407889
1150	-553.7447	-558.0046	4.259914	13.515	3.260183
1160	-547.9115	-560.0412	12.12968	13.15406	2.672478
1170	-549.4887	-559.3932	9.904507	17.67487	2.748926
1180	-540.9477	-552.9007	11.95302	16.30604	2.668166
1190	-549.8524	-559.2785	9.426067	11.61846	2.846774
1200	-555.3916	-562.4069	7.015282	15.57623	2.999028
1210	-549.754	-560.847	11.09302	12.74663	2.744418
1220	-537.5229	-556.4581	18.93522	15.7813	2.236119
1230	-548.3163	-555.0782	6.761875	11.93936	3.081589
1240	-558.5391	-562.8802	4.341115	13.43382	3.256661
1250	-556.5918	-564.0711	7.479364	10.75581	2.978041
1260	-563.1673	-571.6917	8.524347	9.845817	2.797522
1270	-567.1387	-572.5057	5.367001	14.97524	3.12975
1280	-546.7626	-553.8112	7.048571	18.6434	2.866238
1290	-551.6783	-559.2442	7.565871	10.71898	2.96777
1300	-553.8371	-559.9215	6.084369	9.971362	3.056578
1310	-544.5131	-555.1562	10.64308	15.87138	2.759454
1320	-552.8221	-562.3168	9.494719	13.26089	2.873048
1330	-555.4036	-561.9603	6.55675	10.55772	3.05287
1340	-554.6579	-564.8626	10.20476	13.69202	2.820231
1350	-543.9554	-559.9014	15.94603	17.14663	2.414877
1360	-549.8499	-562.6155	12.7656	12.09923	2.587095
1370	-544.1039	-561.422	17.31813	13.82271	2.305239
1380	-546.0683	-567.1009	21.03258	15.84869	2.104447
1390	-543.4935	-560.8086	17.31508	14.2396	2.317662
1400	-563.4172	-563.3894	-0.02784401	7.767908	3.449163
1410	-556.6258	-566.3817	9.755918	14.75695	2.840794
1420	-558.9805	-573.222	14.24151	15.86626	2.532778
1430	-564.8798	-568.5881	3.708263	14.72099	3.252245
1440	-549.5657	-559.1652	9.599566	13.46394	2.86519
1450	-553.7543	-562.6354	8.881142	14.83382	2.898368
1460	-547.9114	-556.6873	8.775942	12.36273	2.921857
1470	-547.7698	-560.9457	13.17589	16.12965	2.59607
1480	-548.9224	-559.0342	10.11176	11.3456	2.77373
1490	-562.699	-571.4252	8.726166	15.02528	2.904196
1500	-554.3188	-566.4144	12.09559	12.53687	2.659448
1510	-545.3223	-557.8768	12.55454	15.90111	2.638537
1520	-551.1013	-560.1707	9.069367	14.85869	2.885137
1530	-545.8359	-555.7363	9.900359	16.09676	2.800073
1540	-555.037	-566.4565	11.41958	11.00254	2.633171
1550	-547.6592	-553.6541	5.994901	11.80705	3.144625
1560	-554.4708	-559.8575	5.386628	12.49168	3.195014
1570	-561.9929	-563.2057	1.21284	8.950567	3.477536
1580	-552.2213	-559.9445	7.723261	13.84165	2.999054
1590	-554.0639	-557.3158	3.25185	7.887815	3.05752
1600	-542.6757	-555.159	12.48329	13.58545	2.652623
1610	-557.1908	-567.8175	10.62674	14.68385	2.782761
1620	-553.251	-561.6631	8.41217	11.63474	2.934589
1630	-552.4871	-560.6997	8.212618	11.37547	2.942349
1640	-565.1696	-572.0031	6.833465	16.43194	2.976942
1650	-553.82	-567.4521	13.63213	15.65043	2.573521
1660	-543.6038	-554.9959	11.39214	14.41143	2.732758
1670	-545.1983	-556.3153	11.11705	11.8359	2.712162
1680	-557.0425	-563.771	6.728559	15.06695	3.035729
1690	-555.6839	-563.8654	8.18152	13.78275	2.966791
1700	-545.9652	-553.0075	7.042318	14.83022	3.022441
1710	-550.3204	-556.1128	5.792426	16.03004	3.058202
1720	-551.2478	-559.166	7.918171	13.08172	2.993018
1730	-568.283	-574.7472	6.464246	12.9633	3.105582
1740	-561.8684	-568.8101	6.94176	12.38922	3.070312
1750	-556.8325	-566.3801	9.547544	14.57907	2.858083
1760	-557.9109	-563.686	5.775116	10.80617	3.138664
1770	-553.5549	-561.0266	7.47175	15.86776	2.9594
1780	-552.2582	-561.7226	9.464357	10.81887	2.798196
1790	-557.4787	-572.113	14.63433	16.54768	2.500695
1800	-556.6155	-567.3537	10.73823	16.01216	2.750104
1810	-552.6572	-562.0546	9.397361	13.2882	2.880406
1820	-554.814	-563.0424	8.228463	10.20044	2.864542
1830	-562.0309	-567.3314	5.300417	14.50778	3.152005
1840	-543.256	-555.8482	12.59224	12.04721	2.598855
1850	-554.405	-560.2167	5.811697	10.73872	3.132322
1860	-554.5704	-562.2635	7.693132	12.6014	3.010871
1870	-557.4554	-563.2527	5.797396	13.16226	3.153724
1880	-553.5546	-559.4545	5.899897	9.686112	3.048672
1890	-553.5431	-561.1101	7.566964	13.93587	3.0086
1900	-554.0301	-560.7092	6.679105	12.21676	3.090933
1910	-555.7336	-567.353	11.61939	14.22639	2.717686
1920	-554.408	-561.6838	7.275856	14.23695	3.022747
1930	-550.5803	-563.2368	12.6565	18.61926	2.56617
1940	-561.8031	-563.9787	2.175651	9.447438	3.416676
1950	-559.9892	-565.7183	5.729151	14.24869	3.131015
1960	-555.2911	-563.7827	8.491604	16.41842	2.87651
1970	-558.997	-564.6155	5.618419	14.88484	3.116403
1980	-547.0319	-562.9312	15.8993	13.29913	2.39151
1990	-552.1808	-561.1498	8.968989	11.5746	2.884411
2000	-548.1386	-558.7546	10.61604	15.10111	2.777128
2010	-544.0349	-556.888	12.85313	18.21633	2.567319
2020	-550.7835	-558.5272	7.743649	10.2319	2.914842
2030	-552.4374	-553.0819	0.6445207	18.22147	3.237186
2040	-550.9717	-555.5794	4.607664	14.29757	3.207886
2050	-543.696	-554.0774	10.38137	10.773	2.70967
2060	-541.8942	-560.4906	18.59635	15.41941	2.253586
2070	-544.3732	-560.6464	16.27326	16.91269	2.398395
2080	-542.5087	-552.4833	9.974595	10.91109	2.757986
2090	-548.8647	-564.7587	15.894	18.72824	2.389983
2100	-559.9468	-568.9865	9.039688	11.38056	2.869881
2110	-558.1873	-566.5762	8.388898	13.64941	2.953333
2120	-551.2894	-562.3717	11.08236	13.25954	2.75331
2130	-550.2129	-562.1662	11.95333	13.1774	2.686289
2140	-554.5044	-559.5192	5.014712	10.47174	3.194818
2150	-555.0648	-560.1501	5.085296	15.56423	3.123465
2160	-554.1073	-558.0424	3.935178	10.05008	3.276998
2170	-559.7178	-563.2837	3.565956	10.43935	3.331963
2180	-567.1797	-579.0343	11.85451	14.25696	2.701111
2190	-556.167	-564.3427	8.175714	15.82075	2.916602
2200	-557.857	-565.5357	7.678716	13.49064	3.007528
2210	-559.9381	-567.5755	7.637414	13.47017	3.010847
2220	-567.7547	-576.4368	8.682088	12.8406	2.934082
2230	-566.8562	-567.9202	1.064048	10.81211	3.574635
2240	-550.6735	-558.0953	7.421837	12.76805	3.032399
2250	-553.1633	-560.8095	7.646211	12.29328	3.012604
2260	-549.4042	-560.6512	11.24699	13.97356	2.744514
2270	-552.2493	-560.3833	8.134009	12.33357	2.973436
2280	-555.8382	-560.636	4.797754	11.49692	3.244051
2290	-540.9464	-554.8247	13.87836	15.72921	2.557063
2300	-548.8364	-559.4712	10.63484	13.86708	2.788651
2310	-551.7147	-557.1069	5.392174	17.25611	3.02501
2320	-549.4782	-558.454	8.975778	14.65806	2.895724
2330	-567.5935	-569.1212	1.527697	11.25891	3.531119
2340	-556.6396	-560.5285	3.888917	15.6876	3.194226
2350	-547.4393	-557.324	9.884663	15.86053	2.807529
2360	-555.8686	-563.6154	7.746791	12.98611	3.006563
2370	-555.7466	-561.091	5.344388	14.26645	3.157418
2380	-557.0593	-564.8652	7.805949	12.34036	3.000102
2390	-547.8558	-556.2264	8.370575	16.18385	2.892124
2400	-549.4362	-562.3061	12.86993	16.50427	2.608179
2410	-547.7583	-557.4583	9.700016	12.8596	2.855008
2420	-558.6105	-564.0968	5.486204	11.51658	3.184475
2430	-541.14	-555.5602	14.42027	17.38917	2.499264
2440	-548.6794	-562.0916	13.41215	15.3804	2.590122
2450	-559.6782	-569.0309	9.352737	14.23907	2.876838
2460	-555.7751	-561.852	6.076878	11.22024	3.125962
2470	-556.0516	-562.2258	6.174258	13.12391	3.125693
2480	-548.5873	-558.6269	10.03957	15.36838	2.809667
2490	-553.4689	-562.2134	8.744565	13.79377	2.925818
2500	-551.5394	-561.8694	10.32994	11.87558	2.780267
2510	-556.9031	-569.0143	12.1112	16.4644	2.655039
2520	-553.0883	-559.1883	6.099995	11.55169	3.131858
2530	-563.4776	-565.5291	2.051519	8.060349	3.246773
2540	-558.9301	-564.8321	5.902015	12.46037	3.153925
2550	-550.4971	-556.6896	6.192405	12.09943	3.130369
2560	-551.9832	-557.3153	5.332079	14.01146	3.166623
2570	-542.5404	-555.2531	12.71261	14.86725	2.639897
2580	-551.2475	-560.5639	9.316425	16.61288	2.819908
2590	-549.49	-555.3939	5.903976	15.82665	3.059945
2600	-560.1778	-567.8951	7.717369	12.30528	3.006939
2610	-559.6245	-565.7776	6.15309	12.14969	3.133817
2620	-558.401	-567.0178	8.616755	19.37972	2.750767
2630	-563.5995	-571.7638	8.164275	13.71607	2.968947
2640	-549.4372	-558.3444	8.907202	10.80715	2.84889
2650	-552.7705	-558.0171	5.246612	15.19914	3.128653
2660	-557.6516	-564.4016	6.750017	11.07826	3.060696
2670	-561.8576	-562.8048	0.9471951	13.27888	3.516763
2680	-546.8271	-557.1217	10.29458	14.41401	2.808887
2690	-552.8581	-563.6167	10.75859	14.89454	2.770933
2700	-563.576	-570.0359	6.459868	11.81426	3.105346
2710	-550.4164	-560.187	9.770646	12.23936	2.838457
2720	-548.6775	-560.3484	11.67094	20.31707	2.559623
2730	-544.2956	-558.2419	13.94624	17.71113	2.519429
2740	-563.2496	-568.2658	5.016222	9.976448	3.16408
2750	-548.9252	-557.2	8.274842	11.47753	2.940892
2760	-553.2846	-559.5493	6.264693	10.49248	3.076708
2770	-558.9057	-566.6338	7.728096	10.41575	2.931457
2780	-570.3599	-570.5185	0.158638	14.76534	3.490631
2790	-546.1838	-556.7224	10.53866	13.4885	2.795526
2800	-548.3978	-562.907	14.50917	16.79493	2.504594
2810	-548.6821	-558.9829	10.30088	13.17298	2.811656
2820	-550.2192	-563.0387	12.81947	13.78878	2.63035
2830	-560.7026	-569.1356	8.433079	17.02725	2.857618
2840	-545.1741	-561.9831	16.80906	16.56342	2.369184
2850	-550.701	-563.455	12.75397	13.0049	2.621466
2860	-553.8067	-559.7202	5.913461	14.74477	3.101608
2870	-548.2752	-557.4448	9.169593	12.13522	2.885192
2880	-553.4508	-562.3217	8.870919	11.416	2.886301
2890	-555.8124	-567.466	11.65365	13.8079	2.714977
2900	-550.8403	-562.9569	12.1167	14.5196	2.682122
2910	-552.727	-560.4279	7.700904	12.94016	3.010265
2920	-556.9434	-565.9774	9.034023	14.49864	2.894822
2930	-546.8352	-559.9931	13.15785	17.0549	2.579528
2940	-560.6948	-564.0299	3.335058	17.96348	3.104226
2950	-545.7226	-557.5168	11.79423	12.78347	2.690336
2960	-548.4785	-554.3133	5.834805	13.86906	3.134743
2970	-554.1978	-561.3849	7.187155	11.84471	3.044357
2980	-549.049	-557.7376	8.688522	12.72844	2.932933
2990	-550.1125	-555.4333	5.320831	11.32786	3.195657
3000	-547.1351	-558.6041	11.46899	12.82209	2.716641
3010	-554.6554	-566.6611	12.00566	14.09386	2.690488
3020	-550.3122	-561.4863	11.17403	11.87277	2.70906
3030	-559.4958	-560.6959	1.200129	10.8158	3.562059
3040	-552.9116	-560.3952	7.483632	11.6579	3.015004
3050	-542.9968	-555.3091	12.31233	18.11948	2.599895
3060	-548.3927	-562.7449	14.3522	13.9579	2.522054
3070	-552.9954	-561.1821	8.186677	10.93315	2.923124
3080	-558.4722	-560.9968	2.524639	8.226677	3.221371
3090	-551.3055	-561.7171	10.41162	13.92451	2.804525
3100	-550.726	-561.5139	10.7879	15.0071	2.767265
3110	-550.4063	-559.9371	9.530866	17.73992	2.767665
3120	-551.5591	-559.5163	7.957201	16.46343	2.907377
3130	-555.9172	-565.286	9.368868	14.7856	2.866458
3140	-560.2594	-567.2463	6.986907	14.0071	3.048618
3150	-563.5615	-573.0736	9.512051	11.22794	2.820238
3160	-555.3781	-563.6761	8.297941	15.91061	2.905913
3170	-545.4273	-558.3072	12.87997	14.51638	2.629555
3180	-553.6624	-559.2554	5.592964	11.49995	3.174934
3190	-548.4705	-552.0705	3.600024	9.454777	3.266585
3200	-557.4752	-561.7485	4.273309	9.683606	3.216391
3210	-557.9738	-560.5353	2.561468	11.07932	3.438789
3220	-558.6232	-563.4694	4.846202	12.77994	3.233915
3230	-553.5137	-560.9225	7.408822	14.56413	3.005182
3240	-565.6696	-568.2209	2.551274	10.43218	3.428955
3250	-555.4059	-561.1042	5.69829	10.64271	3.138442
3260	-568.0467	-571.2125	3.165758	9.668666	3.329673
3270	-546.7938	-559.195	12.40118	12.41012	2.630457
3280	-543.0563	-558.3519	15.29562	18.62327	2.424338
3290	-550.4301	-560.47	10.03993	12.57444	2.82414
3300	-566.6858	-576.5037	9.817901	11.51087	2.808074
3310	-562.4261	-572.214	9.787908	13.74458	2.850439
3320	-551.5434	-563.5602	12.01688	12.81051	2.673618
3330	-553.4296	-563.608	10.17842	15.40141	2.799913
3340	-558.1755	-565.9488	7.773343	10.72259	2.948642
3350	-558.6249	-558.6927	0.06776783	12.15301	3.634553
3360	-550.2385	-559.0507	8.812225	14.48025	2.910476
3370	-557.4544	-563.4603	6.005867	16.26487	3.034697
3380	-557.9425	-571.7715	13.82903	14.68457	2.56468
3390	-548.4318	-563.1489	14.71706	20.83884	2.394242
3400	-549.2667	-560.4718	11.20518	15.608	2.729423
3410	-557.2583	-559.4976	2.239288	14.73517	3.351294
3420	-561.4215	-560.1682	-1.253324	7.908335	3.632212
3430	-555.5273	-559.3129	3.785615	14.31954	3.264462
3440	-552.6942	-560.5767	7.882472	12.85093	2.99635
3450	-553.0494	-560.0833	7.033958	13.44023	3.05611
3460	-553.9069	-566.0669	12.15998	15.16819	2.674154
3470	-543.483	-555.6419	12.15891	16.25151	2.656669
3480	-558.0789	-565.8386	7.759727	12.36593	3.004086
3490	-568.1244	-567.4855	-0.6389458	11.27333	3.723194
3500	-556.7958	-563.9547	7.158911	14.0167	3.036125
3510	-550.1971	-558.0814	7.88431	16.61865	2.905891
3520	-544.497	-560.0143	15.51729	19.2517	2.397836
3530	-546.332	-559.9367	13.60474	18.61019	2.515492
3540	-564.9268	-565.5038	0.5769471	13.2245	3.547322
3550	-549.5297	-557.7328	8.203023	13.28978	2.970276
3560	-540.7743	-549.9267	9.152392	13.05394	2.898588
3570	-557.5493	-566.3064	8.757066	12.30113	2.922376
3580	-554.7945	-563.4588	8.664337	11.87836	2.920599
3590	-543.0194	-552.8583	9.838875	13.44132	2.847415
3600	-556.0862	-564.6842	8.598036	14.69841	2.920593
3610	-560.9336	-571.2694	10.33582	18.4524	2.696947
3620	-548.2139	-555.6452	7.431216	12.20101	3.029203
3630	-552.0304	-558.5447	6.51429	13.3558	3.096259
3640	-558.5916	-559.392	0.8004678	7.842779	3.358858
3650	-549.8893	-554.6684	4.779124	13.03803	3.233958
3660	-544.6608	-553.4595	8.798717	17.12542	2.832503
3670	-545.2307	-554.083	8.852307	11.80531	2.902562
3680	-561.8208	-567.9979	6.177091	12.53315	3.131553
3690	-550.2573	-560.1851	9.92772	12.47424	2.831131
3700	-553.212	-560.5759	7.363888	11.93113	3.031025
3710	-561.4297	-569.7303	8.30058	16.28383	2.892944
3720	-548.7262	-561.7869	13.06067	12.35037	2.574729
3730	-553.4186	-565.3825	11.96389	14.03021	2.693351
3740	-552.5771	-567.6108	15.03365	14.00064	2.474024
3750	-552.9672	-568.9782	16.01096	19.82243	2.358561
3760	-555.1595	-562.2329	7.073419	10.33643	2.988501
3770	-550.8303	-561.1707	10.34036	15.55441	2.786049
3780	-555.1979	-568.2456	13.04767	16.60974	2.59537
3790	-554.0709	-558.3184	4.247456	9.034133	3.149788
3800	-551.1148	-564.7681	13.65324	16.70217	2.557266
3810	-560.0487	-566.4037	6.35495	12.58872	3.117127
3820	-557.4538	-564.7344	7.280618	16.64254	2.941246
3830	-553.5228	-563.7942	10.27145	14.01152	2.814099
3840	-554.1668	-562.7226	8.555756	12.02311	2.933364
3850	-565.1613	-566.2927	1.131419	9.362697	3.521485
3860	-550.353	-555.095	4.741986	12.8562	3.240626
3870	-553.6081	-560.3353	6.727141	9.888035	2.984221
3880	-545.9172	-554.044	8.12677	12.0309	2.9692
3890	-557.3878	-560.8799	3.492094	10.87535	3.351411
3900	-564.3256	-570.6545	6.328948	13.45668	3.108248
3910	-538.6466	-552.2782	13.63157	15.29066	2.576456
3920	-551.3572	-563.4549	12.09773	13.40385	2.678872
3930	-548.2624	-563.7942	15.53177	16.11678	2.450096
3940	-554.9082	-566.9734	12.06513	14.89749	2.683187
3950	-549.0002	-557.5741	8.573984	14.59602	2.924496
3960	-550.7265	-563.3707	12.64421	14.57066	2.645697
3970	-556.234	-567.084	10.85002	15.10263	2.761609
3980	-547.0107	-558.3987	11.38808	15.34291	2.72234
3990	-544.6088	-556.3321	11.72326	10.74357	2.582299
4000	-550.7388	-557.282	6.543219	13.60957	3.089374
4010	-540.1054	-554.882	14.77659	12.6777	2.452336
4020	-559.2701	-566.7869	7.51671	12.66473	3.024975
4030	-555.3905	-567.0477	11.65722	13.61571	2.713653
4040	-546.7686	-554.3682	7.599595	13.55392	3.012546
4050	-556.3814	-561.9781	5.596663	13.27881	3.166625
4060	-552.7175	-562.5523	9.834712	11.36139	2.799001
4070	-543.5983	-558.8588	15.26049	13.68565	2.450824
4080	-550.0423	-560.0793	10.03702	11.65881	2.796018
4090	-559.8203	-569.0181	9.197823	13.86799	2.89227
4100	-551.6845	-557.6872	6.002763	13.5232	3.131046
4110	-557.3115	-565.1479	7.836365	13.13414	2.998986
4120	-548.0919	-556.9212	8.829288	14.68148	2.905222
4130	-554.2095	-561.231	7.021465	13.67156	3.053107
4140	-554.6066	-565.6914	11.08487	10.77043	2.644138
4150	-552.9841	-558.0303	5.046159	14.32579	3.176208
4160	-556.3264	-563.7208	7.394417	14.68855	3.002757
4170	-556.1128	-565.5342	9.421375	14.46424	2.868669
4180	-562.2346	-563.4958	1.261118	9.402005	3.510401
4190	-564.7746	-562.6599	-2.114685	7.455881	3.656324
4200	-558.1242	-560.6141	2.489945	9.403054	3.379789
4210	-557.9254	-566.0743	8.148958	16.39422	2.898263
4220	-552.8309	-564.6843	11.85334	12.63075	2.681591
4230	-565.3817	-572.4962	7.114414	13.36271	3.051231
4240	-550.6261	-562.2118	11.58567	15.46636	2.707483
4250	-546.2855	-560.3474	14.06196	15.70237	2.545623
4260	-565.1976	-570.271	5.07338	10.97809	3.209251
4270	-560.7442	-567.1666	6.422445	10.42347	3.057313
4280	-554.5861	-560.6233	6.037187	13.53979	3.128134
4290	-546.788	-563.7942	17.00622	18.37485	2.336759
4300	-559.4024	-571.1688	11.76645	11.58838	2.643551
4310	-551.8013	-558.2505	6.449201	22.77452	2.696685
4320	-548.6996	-562.5907	13.8911	13.03684	2.535044
4330	-552.9067	-560.7757	7.869082	11.9916	2.989888
4340	-555.4677	-562.209	6.741295	13.77855	3.071376
4350	-549.2157	-560.8956	11.6799	14.50808	2.712275
4360	-549.0019	-559.3935	10.39155	14.74832	2.797848
4370	-563.0323	-565.7755	2.743276	11.2909	3.423191
4380	-568.1226	-571.0005	2.877904	11.19316	3.410955
4390	-564.7721	-564.6898	-0.08233694	15.76545	3.442235
4400	-552.1125	-558.4734	6.360923	13.92198	3.095493
4410	-565.5546	-568.2131	2.658517	8.446675	3.24451
4420	-554.2577	-566.1506	11.8929	13.11345	2.689763
4430	-564.9311	-570.435	5.503902	8.641674	2.945806
4440	-548.9368	-557.7863	8.849516	14.37553	2.90984
4450	-552.1838	-562.3303	10.14652	12.65565	2.817167
4460	-546.4823	-557.8706	11.38828	14.75514	2.730196
4470	-546.4884	-561.4436	14.95518	14.62212	2.487521
4480	-542.964	-555.5743	12.61033	13.51773	2.642359
4490	-548.2932	-563.6442	15.35101	19.11247	2.40989
4500	-547.1933	-560.9221	13.72885	11.81047	2.489823
4510	-551.7598	-567.7349	15.97509	15.56851	2.4238
4520	-556.7047	-565.507	8.802338	10.28679	2.816629
4530	-568.0733	-573.3166	5.24332	16.14314	3.087245
4540	-552.9693	-558.3446	5.375301	11.24415	3.189047
4550	-554.6055	-559.3725	4.767021	10.73115	3.229329
4560	-558.3833	-564.3573	5.974056	14.20956	3.115018
4570	-552.778	-560.2514	7.473327	9.248404	2.827295
4580	-556.617	-565.9345	9.317486	10.76141	2.807564
4590	-550.8688	-564.9041	14.03536	14.45511	2.549622
4600	-550.1341	-560.1728	10.03869	14.06162	2.83032
4610	-554.2779	-559.8129	5.534971	13.63948	3.162681
4620	-550.1694	-560.7506	10.58116	14.64652	2.78635
4630	-552.332	-555.5591	3.227088	10.87791	3.375824
4640	-561.04	-568.2064	7.166452	12.49125	3.052532
4650	-550.2668	-561.4213	11.15452	14.64626	2.747206
4660	-548.7737	-559.5406	10.76683	15.11597	2.766894
4670	-543.8385	-556.8874	13.04881	12.75719	2.591333
4680	-557.108	-563.3781	6.270126	14.44504	3.087132
4690	-553.8848	-563.1666	9.281787	12.22286	2.878029
