Iteration	Posterior	Likelihood	Prior	br_len_lambda	tree_length
4700	-556.2645	-562.7396	6.475119	12.97984	3.10456
4710	-550.5753	-556.4699	5.894605	13.71207	3.134523
4720	-544.9685	-555.0484	10.07982	16.88883	2.765357
4730	-553.4282	-564.5667	11.1385	12.46484	2.733802
4740	-543.3566	-553.6249	10.26832	11.7552	2.780492
4750	-548.5331	-559.4475	10.91438	16.14819	2.735823
4760	-549.052	-556.0697	7.017672	14.84946	3.023505
4770	-544.775	-554.4854	9.710425	12.67566	2.851919
4780	-546.4031	-559.9959	13.59284	12.7804	2.549528
4790	-548.3119	-560.9709	12.65895	14.39658	2.644853
4800	-543.6414	-556.9195	13.27809	14.72248	2.602163
4810	-558.8664	-560.1413	1.274903	12.88638	3.509078
4820	-559.0353	-557.5951	-1.440141	14.92727	3.587659
4830	-550.8435	-561.0356	10.19206	12.46335	2.809697
4840	-551.6439	-558.6662	7.022294	14.61772	3.030176
4850	-552.8527	-560.1968	7.344089	11.53255	3.023616
4860	-541.1584	-553.0154	11.85706	11.57235	2.634755
4870	-548.3108	-558.1368	9.825961	12.3066	2.835614
4880	-542.3078	-554.3943	12.08654	15.67643	2.671855
4890	-546.0443	-554.3845	8.340214	12.07358	2.952343
4900	-549.7687	-554.6494	4.880672	12.55869	3.234653
4910	-556.5871	-562.5503	5.963185	12.17633	3.149494
4920	-547.9236	-559.9522	12.02859	17.47039	2.63455
4930	-567.2712	-571.4502	4.178996	11.47506	3.297734
4940	-546.701	-556.5725	9.871434	15.06353	2.827205
4950	-562.0249	-571.6208	9.595924	11.94504	2.844403
4960	-549.4858	-561.0513	11.56541	12.79163	2.708426
4970	-558.5353	-563.4578	4.922497	9.970152	3.173009
4980	-562.1037	-568.5427	6.438993	11.93224	3.108557
4990	-543.4844	-558.9768	15.49241	16.29455	2.451201
5000	-547.828	-560.4661	12.63808	17.10577	2.608786
5010	-548.2829	-555.2879	7.004956	12.53222	3.065499
5020	-549.2157	-563.4127	14.19706	12.65805	2.497213
5030	-547.0077	-557.7079	10.70025	10.24947	2.627902
5040	-544.5403	-557.4177	12.87737	16.12581	2.614641
5050	-555.8539	-563.7933	7.939385	15.3178	2.947889
5060	-564.2118	-567.3702	3.158396	13.05405	3.357756
5070	-548.2446	-556.7051	8.460441	12.25899	2.945829
5080	-558.5608	-564.4569	5.896179	12.02933	3.154598
5090	-558.2863	-565.9011	7.614831	13.09609	3.016114
5100	-550.0756	-563.7654	13.68977	17.72649	2.533546
5110	-552.8352	-563.6983	10.86318	15.42373	2.755025
5120	-540.9697	-551.7511	10.78135	14.28874	2.776153
5130	-545.5153	-558.2087	12.69337	14.16199	2.641983
5140	-543.7181	-557.9838	14.26574	14.38344	2.533138
5150	-554.7368	-564.5395	9.802771	13.3104	2.849952
5160	-555.2186	-558.8881	3.669438	16.07243	3.188434
5170	-543.4619	-559.6314	16.16949	16.10973	2.410556
5180	-546.4943	-557.0452	10.55094	13.83331	2.794786
5190	-552.2261	-565.679	13.4529	15.23277	2.588527
5200	-556.8983	-565.4646	8.566262	10.13791	2.825256
5210	-556.7209	-567.8723	11.15148	14.23236	2.750548
5220	-550.4839	-559.4153	8.931319	11.65333	2.890656
5230	-549.2497	-564.4624	15.21273	13.85722	2.458312
5240	-549.9981	-566.7261	16.72801	15.80667	2.376013
5250	-555.2356	-566.9918	11.75618	15.32694	2.698582
5260	-541.3129	-555.6444	14.33151	14.39926	2.528697
5270	-546.0798	-559.2465	13.16664	16.54859	2.589372
5280	-559.9115	-567.012	7.100569	12.99059	3.056292
5290	-572.3544	-574.6096	2.255186	11.43279	3.465702
5300	-557.1624	-565.0584	7.895968	12.38237	2.993228
5310	-551.2894	-561.4556	10.16624	12.87341	2.818933
5320	-547.8351	-564.251	16.41589	19.72653	2.340393
5330	-552.5058	-564.0253	11.51952	17.52559	2.66205
5340	-551.1711	-559.605	8.43393	12.09271	2.944975
5350	-547.4311	-560.0923	12.66113	21.92787	2.454405
5360	-532.5551	-547.2708	14.71563	14.31362	2.501101
5370	-551.2491	-559.557	8.307947	13.57221	2.960099
5380	-553.0316	-562.3568	9.325191	15.22809	2.859616
5390	-553.4178	-555.4765	2.058716	7.386535	3.07566
5400	-558.6195	-564.5885	5.969011	12.26914	3.149057
5410	-554.9645	-564.4951	9.530614	16.65617	2.805606
5420	-572.1367	-582.0121	9.875373	15.45197	2.818405
5430	-544.6725	-560.9733	16.30075	19.20747	2.358119
5440	-549.4559	-565.5908	16.13494	14.83276	2.409353
5450	-567.5662	-583.2628	15.69659	16.19425	2.439381
5460	-557.7412	-571.3421	13.60091	17.35426	2.54716
5470	-561.2619	-568.3139	7.051997	15.95599	2.982485
5480	-553.3215	-565.7528	12.43136	13.13385	2.649129
5490	-548.2507	-559.8916	11.64086	15.51572	2.703096
5500	-549.4929	-562.3723	12.87945	12.25782	2.585305
5510	-554.3894	-562.5279	8.138502	12.78579	2.976315
5520	-560.6344	-568.7432	8.108729	11.29124	2.948004
5530	-554.4413	-561.0283	6.586966	18.70585	2.888007
5540	-549.4854	-559.76	10.27462	14.83184	2.804461
5550	-547.8242	-554.8099	6.985651	12.35394	3.066635
5560	-550.8375	-564.5287	13.69128	19.23239	2.49325
5570	-558.1164	-571.6463	13.52986	12.49982	2.543472
5580	-547.947	-557.0282	9.081165	11.0436	2.84821
5590	-551.6305	-562.0794	10.44888	11.99561	2.774903
5600	-552.4209	-566.687	14.26607	13.96368	2.52831
5610	-553.4696	-565.7324	12.26278	14.9425	2.669553
5620	-554.3732	-560.012	5.638862	17.57938	2.99496
5630	-566.0255	-574.3877	8.362268	14.47044	2.941759
5640	-555.0908	-564.786	9.695136	13.64001	2.85767
5650	-554.2932	-562.7242	8.430979	17.36833	2.844512
5660	-546.0305	-558.9461	12.91561	20.97868	2.47589
5670	-545.8896	-558.7926	12.90304	13.23521	2.615486
5680	-547.3062	-559.9021	12.59584	16.60594	2.622654
5690	-551.5916	-561.4037	9.812103	11.20752	2.792309
5700	-550.5483	-560.8817	10.33338	13.28347	2.809939
5710	-550.9943	-560.6205	9.626266	14.2273	2.857775
5720	-544.3541	-554.85	10.49584	12.17456	2.777186
5730	-554.6221	-562.5844	7.962284	11.69355	2.974975
5740	-555.4316	-563.1988	7.767141	10.69576	2.947517
5750	-559.1184	-569.7634	10.64501	13.5199	2.787754
5760	-563.1681	-566.5379	3.369829	15.34024	3.245077
5770	-549.4057	-557.8618	8.456161	12.91965	2.951869
5780	-548.9844	-557.7504	8.765985	9.831177	2.771201
5790	-548.0091	-558.0036	9.994504	14.29868	2.831107
5800	-549.0903	-554.8473	5.757006	14.81478	3.109675
5810	-549.3388	-555.7394	6.400657	12.1282	3.113327
5820	-550.2456	-556.73	6.484411	14.57227	3.0684
5830	-551.3119	-557.4905	6.178591	12.57069	3.131239
5840	-545.5434	-560.4799	14.93645	18.58416	2.444549
5850	-548.442	-565.2768	16.83483	14.64464	2.359346
5860	-555.249	-565.8393	10.59023	18.09298	2.69586
5870	-547.5496	-553.2376	5.687997	11.70286	3.169574
5880	-561.6981	-566.2187	4.520612	13.7613	3.233116
5890	-559.8352	-565.2414	5.406246	11.70396	3.193659
5900	-550.5103	-555.2957	4.785403	12.05695	3.246839
5910	-548.7808	-558.1283	9.347466	10.95281	2.818263
5920	-555.4539	-565.9601	10.50619	13.06374	2.794988
5930	-556.5094	-567.7892	11.27974	14.95392	2.735194
5940	-552.9281	-560.17	7.241886	13.51831	3.039491
5950	-565.2984	-572.8494	7.550966	11.29156	2.997414
5960	-565.2889	-572.513	7.224051	10.5345	2.988125
5970	-550.2305	-557.4058	7.17528	12.77578	3.051684
5980	-551.5823	-556.3335	4.751181	9.438389	3.143102
5990	-560.4563	-565.6259	5.169581	9.493296	3.104745
6000	-547.9688	-560.1631	12.19435	12.90408	2.662151
6010	-544.6445	-556.6321	11.98757	18.06962	2.619341
6020	-553.3779	-567.9549	14.57703	16.06824	2.509823
6030	-543.0437	-563.0274	19.98375	18.70847	2.171801
6040	-555.5645	-571.3924	15.82796	18.52074	2.397902
6050	-554.9473	-564.2454	9.298058	13.68999	2.886466
6060	-550.915	-556.5333	5.618306	9.159175	3.01592
6070	-543.1788	-553.8881	10.70927	15.78455	2.757291
6080	-554.8393	-562.1125	7.27319	11.99932	3.039695
6090	-562.5453	-571.2511	8.705779	13.13676	2.932789
6100	-544.7381	-555.5886	10.85048	15.01847	2.762919
6110	-552.0153	-563.9149	11.89965	15.91971	2.679368
6120	-548.8753	-561.9955	13.12014	19.38334	2.518278
6130	-543.4857	-555.2561	11.77049	14.3255	2.706822
6140	-550.7326	-558.0664	7.333859	13.16833	3.036935
6150	-553.1269	-561.6449	8.518	12.95798	2.947147
6160	-555.0087	-563.3265	8.317855	12.17079	2.956017
6170	-558.0345	-565.6934	7.658865	15.16403	2.97103
6180	-553.8148	-561.7168	7.902006	12.58172	2.994199
6190	-553.3318	-561.3054	7.973601	11.60025	2.971222
6200	-546.592	-554.9323	8.340359	11.49992	2.936028
6210	-548.5974	-559.8365	11.23909	14.36227	2.743698
6220	-552.1447	-564.3842	12.23944	14.77482	2.672383
6230	-542.8705	-560.5364	17.66581	16.09878	2.317654
6240	-550.3436	-564.9623	14.61869	17.21944	2.490993
6250	-549.6049	-558.2526	8.64774	10.94271	2.881536
6260	-540.8438	-556.2575	15.41367	16.43543	2.454742
6270	-564.0447	-573.7998	9.755141	11.45934	2.811024
6280	-553.7586	-568.595	14.83642	12.30385	2.428321
6290	-563.0463	-571.0255	7.979243	12.36889	2.986365
6300	-549.3118	-556.9316	7.619768	10.98372	2.977584
6310	-552.244	-562.4539	10.20987	12.39591	2.806689
6320	-553.5463	-563.3451	9.798829	14.73075	2.838343
6330	-558.5794	-568.1562	9.576724	12.4351	2.858536
6340	-565.2886	-571.8072	6.518634	11.07093	3.081303
6350	-557.5576	-563.2204	5.662737	11.11203	3.159864
6360	-547.1913	-559.7234	12.53202	13.16037	2.642023
6370	-552.447	-563.105	10.65804	14.56303	2.782097
6380	-550.1842	-561.6266	11.44243	17.0376	2.680592
6390	-549.8974	-562.297	12.39951	17.26566	2.618686
6400	-552.6147	-561.33	8.715253	15.08618	2.903381
6410	-547.1481	-557.6405	10.49237	13.13631	2.796785
6420	-556.624	-568.1701	11.54612	16.25229	2.694358
6430	-558.5401	-566.8947	8.354582	13.20955	2.959263
6440	-548.5397	-554.6617	6.122017	14.71355	3.088532
6450	-550.9159	-557.5508	6.634956	11.42886	3.082509
6460	-543.8371	-557.8754	14.03833	13.99247	2.545008
6470	-542.8034	-554.6914	11.88796	13.53572	2.695978
6480	-566.8154	-569.8489	3.033531	8.979758	3.277693
6490	-556.7931	-564.38	7.586847	13.70331	3.011251
6500	-552.1116	-560.2674	8.1558	14.50335	2.955288
6510	-558.6455	-561.7024	3.056937	13.09794	3.364087
6520	-554.6225	-559.5152	4.892652	10.80599	3.220321
6530	-548.6469	-557.2429	8.596068	11.32348	2.906327
6540	-543.6515	-554.1997	10.54818	11.56574	2.74752
6550	-557.8	-564.4663	6.6663	17.08053	2.959017
6560	-554.577	-562.1227	7.545718	15.87077	2.95463
6570	-558.5442	-563.6738	5.129645	10.30815	3.174918
6580	-549.4663	-560.2746	10.80838	12.38551	2.758111
6590	-552.011	-562.0974	10.08638	13.31622	2.828667
6600	-549.6473	-557.3701	7.722787	11.3094	2.982901
6610	-550.3194	-562.057	11.73758	11.46172	2.63818
6620	-558.1017	-567.0793	8.977607	12.89332	2.911375
6630	-563.2564	-570.054	6.797617	14.28317	3.055105
6640	-551.1867	-562.8567	11.66995	13.45276	2.711305
6650	-551.5142	-555.613	4.09877	16.55328	3.137083
6660	-551.7101	-559.7177	8.007596	16.92512	2.886633
6670	-550.5597	-565.186	14.62638	15.9437	2.507886
6680	-560.2912	-565.9148	5.623645	17.99801	2.975104
6690	-545.3874	-555.4156	10.02823	12.96861	2.830707
6700	-552.0411	-562.2841	10.24304	12.39007	2.803869
6710	-541.1305	-554.7815	13.65096	16.6993	2.557455
6720	-560.5782	-570.9052	10.32706	12.50706	2.799861
6730	-546.7614	-556.6696	9.908294	19.72314	2.67042
6740	-555.3977	-565.2044	9.806722	11.90547	2.825389
6750	-554.6578	-563.0552	8.39746	10.49389	2.873554
6760	-541.7961	-557.2568	15.46066	12.37645	2.381955
6770	-557.7461	-560.8941	3.147992	10.69626	3.379396
6780	-557.9196	-564.1353	6.215748	13.96379	3.104827
6790	-541.255	-558.3694	17.11446	15.82099	2.351601
6800	-545.9503	-559.5396	13.58935	18.10553	2.529776
6810	-548.4127	-562.8866	14.47397	15.99191	2.516993
6820	-550.3267	-559.0544	8.727685	15.9677	2.877092
6830	-544.8688	-555.6878	10.81906	17.5341	2.701744
6840	-555.6813	-563.5785	7.897232	15.72961	2.937306
6850	-546.4849	-554.1761	7.691197	16.44428	2.92427
6860	-550.8178	-563.5066	12.68881	15.8047	2.63158
6870	-544.8949	-565.6381	20.74319	22.31326	2.078364
6880	-552.1201	-558.8188	6.698696	12.38223	3.08992
6890	-547.5754	-557.7682	10.19272	11.17304	2.756171
6900	-563.9709	-565.7015	1.730665	8.023683	3.279215
6910	-558.3816	-562.6149	4.233277	11.78218	3.293863
6920	-555.9224	-561.4003	5.477865	9.67692	3.091348
6930	-548.62	-557.7798	9.159806	18.61204	2.754261
6940	-566.0282	-572.6075	6.579328	11.36352	3.085592
6950	-553.0009	-558.7195	5.718564	13.12639	3.16037
6960	-549.763	-559.0566	9.293647	11.65395	2.859588
6970	-548.7257	-560.5723	11.84658	14.00578	2.701672
6980	-556.9317	-566.6029	9.671167	12.3264	2.848643
6990	-555.536	-565.0786	9.542587	16.82225	2.799402
7000	-557.2722	-565.4946	8.222326	11.93899	2.959258
7010	-548.4973	-556.64	8.142672	12.22101	2.971197
7020	-547.747	-555.2354	7.488392	10.98682	2.989698
7030	-549.9644	-554.9411	4.97674	12.60458	3.22639
7040	-551.852	-561.9196	10.06764	13.88515	2.829457
7050	-543.3406	-557.9224	14.58183	14.16209	2.508637
7060	-548.3868	-562.1907	13.80392	16.18015	2.556449
7070	-543.3715	-558.5669	15.1954	15.39043	2.474172
7080	-563.3042	-570.8451	7.54088	14.22879	3.004318
7090	-557.9495	-572.5316	14.58204	18.36885	2.468831
7100	-551.7961	-569.1241	17.328	17.51557	2.33073
7110	-548.2261	-557.7687	9.542568	13.52654	2.869278
7120	-553.4995	-561.4881	7.988585	12.97502	2.987969
7130	-553.8652	-564.1373	10.27211	13.82346	2.814978
7140	-549.5997	-561.0722	11.47245	15.61641	2.712145
7150	-551.4981	-567.418	15.91989	20.8358	2.336604
7160	-547.9414	-558.7439	10.80245	15.83977	2.750139
7170	-552.6125	-563.4271	10.81466	13.81855	2.775733
7180	-565.4474	-572	6.55268	14.61526	3.062379
7190	-548.6116	-559.5627	10.95116	14.94961	2.757229
7200	-552.7407	-558.5187	5.778054	13.55825	3.146836
7210	-551.4618	-562.1963	10.73451	19.19294	2.648454
7220	-554.6033	-573.1103	18.50705	16.85436	2.266449
7230	-563.1083	-571.452	8.343774	13.84284	2.954208
7240	-554.2824	-557.4545	3.172051	13.40212	3.344839
7250	-542.4455	-554.7431	12.29754	15.14958	2.665283
7260	-577.2957	-577.3292	0.03346314	13.81277	3.55626
7270	-560.2239	-562.1631	1.939256	9.272353	3.427747
7280	-559.0143	-563.1867	4.172391	10.39853	3.272061
7290	-549.9894	-552.4412	2.451771	10.35578	3.436235
7300	-555.3974	-562.878	7.480622	11.70233	3.016382
7310	-553.0012	-565.3112	12.30994	15.14828	2.664478
7320	-544.334	-557.8971	13.56314	13.37167	2.56884
7330	-552.8219	-564.9338	12.11194	16.02801	2.66401
7340	-554.0686	-565.0869	11.01829	14.22122	2.759966
7350	-552.1349	-557.3714	5.236466	17.0638	3.043553
7360	-556.9185	-568.206	11.28749	14.37827	2.740231
7370	-559.1607	-563.5417	4.381015	14.08435	3.23183
7380	-567.7689	-573.4626	5.693642	15.09034	3.10351
7390	-554.1324	-566.394	12.26156	15.36101	2.66518
7400	-557.0253	-568.3255	11.3002	19.84776	2.595279
7410	-559.4961	-567.2185	7.722408	13.06029	3.008099
7420	-553.575	-563.1557	9.580684	12.13155	2.851217
7430	-550.2376	-556.73	6.492443	11.79083	3.102248
7440	-551.3828	-558.1666	6.783853	10.61593	3.034875
7450	-542.2087	-552.7968	10.58816	14.29163	2.789649
7460	-555.569	-560.8636	5.294592	13.10367	3.193132
7470	-557.3937	-562.8865	5.492814	12.25726	3.187912
7480	-562.1305	-565.1066	2.976154	10.98937	3.400424
7490	-549.6286	-557.0075	7.378954	11.56859	3.021617
7500	-550.754	-561.8049	11.05089	13.98333	2.75853
7510	-551.1421	-561.0166	9.874551	15.71555	2.81196
7520	-548.1774	-556.4292	8.251828	10.10596	2.853128
7530	-540.2813	-551.2124	10.93103	15.30202	2.752867
7540	-555.7963	-570.1228	14.32653	16.15831	2.524404
7550	-546.5576	-561.4307	14.87305	15.23521	2.495297
7560	-550.9315	-557.7878	6.856271	13.95903	3.059066
7570	-561.256	-565.1379	3.881915	16.25864	3.165605
7580	-551.5644	-556.426	4.86158	10.7583	3.221515
7590	-548.1248	-555.4646	7.339842	12.45713	3.03852
7600	-548.3057	-559.0947	10.78893	15.24111	2.763262
7610	-546.5687	-565.2546	18.68593	15.95681	2.253364
7620	-554.4682	-562.8484	8.380144	15.69572	2.907678
7630	-561.2863	-565.7261	4.439743	10.65296	3.257076
7640	-546.9345	-557.604	10.66953	10.1261	2.616357
7650	-552.4241	-565.5959	13.17183	18.82932	2.532371
7660	-548.7256	-561.1091	12.38358	15.8923	2.649438
7670	-553.1205	-565.9233	12.80283	16.58328	2.610653
7680	-552.0841	-554.205	2.120837	9.116746	3.393637
7690	-556.3913	-563.3567	6.965442	14.8418	3.027263
7700	-549.0666	-564.1143	15.04769	13.47746	2.460928
7710	-551.5555	-562.5838	11.02829	16.60062	2.717194
7720	-541.8442	-560.5871	18.7429	17.13897	2.251789
7730	-548.454	-559.1642	10.71022	16.95969	2.725919
7740	-543.8138	-558.3503	14.53659	16.90658	2.50118
7750	-548.7983	-561.1436	12.34532	14.80441	2.665031
7760	-549.1671	-553.9315	4.76438	10.25447	3.20733
7770	-550.2586	-558.0832	7.824596	13.66923	2.994395
7780	-553.011	-560.2658	7.254816	16.61362	2.943975
7790	-551.0853	-557.1032	6.017878	11.97053	3.144126
7800	-557.4537	-560.9535	3.499779	16.72035	3.164187
7810	-571.1633	-569.143	-2.020291	11.23482	3.847106
7820	-566.4873	-571.9707	5.483405	15.88364	3.084005
7830	-553.2435	-560.6698	7.426372	10.74843	2.982535
7840	-550.1268	-558.1745	8.047705	14.85198	2.954074
7850	-567.0002	-569.2222	2.222053	12.16334	3.457048
7860	-561.5659	-568.0621	6.496247	10.50915	3.055671
7870	-551.4017	-564.3998	12.99812	14.64295	2.621336
7880	-560.2684	-567.9107	7.642303	11.22571	2.986672
7890	-551.4008	-562.3994	10.99862	11.54953	2.707677
7900	-564.909	-568.3362	3.427184	13.54105	3.320854
7910	-554.83	-564.0417	9.211686	13.01957	2.893911
7920	-556.1244	-564.1537	8.029315	10.03153	2.86775
7930	-557.6663	-565.4312	7.764906	11.55316	2.987777
7940	-549.5583	-556.3962	6.837948	12.03124	3.076329
7950	-548.048	-558.6889	10.64095	12.63904	2.777753
7960	-543.3443	-555.6888	12.34445	17.3584	2.619451
7970	-545.4456	-557.1952	11.74964	19.06155	2.600058
7980	-544.2287	-555.4298	11.20108	13.68083	2.747425
7990	-552.0585	-560.9898	8.931324	14.17029	2.907502
8000	-554.6144	-565.4217	10.80727	18.03647	2.685789
8010	-562.3292	-577.2717	14.9425	14.9199	2.490133
8020	-561.3507	-567.2768	5.926051	11.81904	3.150578
8030	-562.7339	-565.5584	2.824473	14.18845	3.337636
8040	-554.2928	-562.3744	8.081548	12.82429	2.980832
8050	-544.7149	-554.096	9.381127	14.22756	2.875002
8060	-556.9872	-564.2475	7.260318	12.91084	3.044477
8070	-555.3842	-562.3986	7.014338	11.85025	3.059041
8080	-556.0367	-559.8172	3.780471	13.82636	3.284479
8090	-555.2896	-560.7438	5.454145	12.01148	3.191315
8100	-556.348	-561.8102	5.46223	13.14518	3.179529
8110	-552.2803	-559.8345	7.554195	12.25466	3.019709
8120	-549.8177	-558.4137	8.595991	12.84188	2.940792
8130	-559.2876	-564.3405	5.052831	11.1714	3.21616
8140	-545.2263	-558.7105	13.48428	12.46792	2.545744
8150	-569.7591	-575.5684	5.809329	14.36555	3.121649
8160	-545.4344	-560.4156	14.98117	14.78711	2.486887
8170	-552.6144	-561.6191	9.004737	15.23761	2.880416
8180	-563.1132	-567.4184	4.30526	14.45003	3.222953
8190	-546.0942	-558.8707	12.77646	13.68818	2.632361
8200	-553.4474	-558.2289	4.78157	12.66243	3.240977
8210	-565.2969	-562.9931	-2.303764	15.55504	3.598899
8220	-557.639	-570.7553	13.11626	20.34475	2.487571
8230	-550.318	-561.8413	11.52328	19.32605	2.602684
8240	-553.3551	-563.7214	10.36622	15.7225	2.78051
8250	-555.2006	-569.717	14.51641	11.80655	2.422858
8260	-557.6967	-572.2645	14.56782	14.48004	2.512995
8270	-559.3962	-569.6894	10.29319	13.85407	2.81334
8280	-558.1253	-570.4011	12.27583	10.93432	2.549217
8290	-551.5349	-560.9963	9.461427	14.33632	2.867851
8300	-554.4891	-560.2839	5.794881	12.10331	3.163232
8310	-549.0603	-558.0261	8.965889	10.95664	2.853342
8320	-546.8445	-557.6724	10.82796	13.23071	2.772229
8330	-550.52	-562.8691	12.34913	12.60654	2.641557
8340	-555.7451	-565.3446	9.59951	17.17003	2.784197
8350	-557.4478	-559.0526	1.604763	8.761614	3.412269
8360	-555.9731	-566.2883	10.31524	15.01086	2.798694
8370	-547.455	-559.7651	12.31004	12.9677	2.654736
8380	-547.2145	-555.3424	8.127883	11.35298	2.948891
8390	-545.1565	-553.933	8.776496	17.25905	2.828776
8400	-548.7188	-557.1526	8.43377	12.94593	2.953636
8410	-547.4502	-563.2188	15.76857	13.40988	2.405212
8420	-550.8159	-561.6546	10.83871	11.40994	2.713569
8430	-546.0835	-556.9472	10.86374	15.77185	2.747786
8440	-551.2524	-562.4237	11.17131	13.53373	2.748911
8450	-542.2874	-554.3836	12.09623	10.76858	2.550055
8460	-554.9965	-566.3517	11.3552	12.5884	2.719918
8470	-557.2301	-566.4759	9.245793	14.86333	2.873165
8480	-548.1423	-555.7766	7.63431	11.70877	3.003414
8490	-551.7018	-556.316	4.614198	15.94844	3.135629
8500	-549.6978	-552.3718	2.674024	7.760752	3.099514
8510	-567.0435	-570.9991	3.955574	11.09433	3.31321
8520	-558.5928	-560.2561	1.663299	10.99645	3.519896
8530	-561.164	-562.457	1.292945	14.82617	3.410352
8540	-558.2054	-563.5182	5.312787	11.363	3.197039
8550	-554.3626	-562.0274	7.664787	13.88595	3.002494
8560	-569.5435	-569.5056	-0.03788629	15.91685	3.429416
8570	-563.5412	-565.3057	1.764553	14.15346	3.414116
8580	-547.6928	-554.3146	6.621781	14.28027	3.067497
8590	-555.4636	-564.9554	9.491826	10.89315	2.800983
8600	-541.2667	-555.3371	14.07034	13.1242	2.524046
8610	-549.3816	-555.4687	6.087061	11.03684	3.119085
8620	-551.4446	-559.7522	8.307571	13.63184	2.959489
8630	-555.3108	-563.1473	7.836511	12.10575	2.994587
8640	-566.7498	-573.5129	6.763144	12.42614	3.084788
8650	-560.9683	-564.0658	3.097554	13.40138	3.350425
8660	-560.6463	-564.2866	3.640282	10.65296	3.332122
8670	-560.2893	-572.2879	11.99858	15.75682	2.676095
8680	-560.615	-567.0048	6.389804	16.91599	2.982628
8690	-551.6337	-564.966	13.33232	13.21656	2.582604
8700	-560.6116	-567.0199	6.408253	12.98923	3.109601
8710	-553.9554	-562.4905	8.535096	14.00434	2.93813
8720	-552.9669	-560.2726	7.305705	15.10696	2.996153
8730	-559.8202	-565.5805	5.760243	12.67807	3.163529
8740	-558.0315	-564.4297	6.398122	11.38343	3.102069
8750	-547.3182	-554.0645	6.746354	11.35158	3.070537
8760	-559.6008	-564.5889	4.988096	14.89875	3.158185
8770	-550.9491	-565.0127	14.06365	11.95202	2.470824
8780	-556.4712	-562.3134	5.84222	11.06256	3.142127
8790	-549.6477	-558.842	9.194293	10.70022	2.814426
8800	-556.3178	-565.2248	8.907068	14.42506	2.904948
8810	-547.2004	-555.4248	8.224333	11.73826	2.953887
8820	-558.729	-567.3314	8.602455	14.97475	2.913709
8830	-561.1307	-567.258	6.127333	12.47723	3.135778
8840	-561.0521	-564.6756	3.623493	12.93293	3.325561
8850	-550.6689	-558.7977	8.128788	12.30374	2.973485
8860	-566.3188	-571.3526	5.033745	15.34461	3.136421
8870	-552.7976	-567.5906	14.79298	15.52645	2.499899
8880	-551.5254	-560.7486	9.223192	16.29295	2.835996
8890	-546.56	-559.7256	13.1656	15.83772	2.600975
8900	-563.0041	-573.5819	10.57772	12.81726	2.786072
8910	-552.5955	-567.0695	14.47407	16.36418	2.512834
8920	-559.9805	-572.8725	12.89206	17.85858	2.57504
8930	-546.9846	-554.5145	7.529906	13.98365	3.010322
8940	-548.6192	-557.9351	9.315859	12.29857	2.876896
8950	-561.6209	-572.459	10.8381	15.64819	2.752095
8960	-546.1423	-556.3728	10.23045	13.6145	2.818442
8970	-552.4695	-565.9821	13.51255	16.78361	2.564152
8980	-552.9828	-559.4169	6.434129	15.15842	3.051998
8990	-544.766	-557.2356	12.46968	15.29029	2.652447
9000	-549.971	-555.6073	5.636268	12.47538	3.175148
9010	-556.4431	-563.2291	6.786049	11.67881	3.07527
9020	-565.7061	-569.8794	4.173242	9.161736	3.174001
9030	-556.8167	-559.5542	2.737523	12.46676	3.407727
9040	-546.7234	-564.0222	17.29879	13.54714	2.296681
9050	-542.2609	-552.1123	9.851409	14.24347	2.841767
9060	-548.7257	-557.468	8.74237	15.90985	2.878004
9070	-560.1604	-565.3514	5.19097	10.43959	3.176314
9080	-563.1289	-570.1648	7.035929	11.58788	3.051751
9090	-545.385	-552.8726	7.48758	14.339	3.005468
9100	-553.427	-559.5161	6.089075	9.648804	3.025229
9110	-542.1974	-556.3478	14.15035	16.09177	2.536104
9120	-556.3223	-569.3439	13.02161	15.204	2.617072
9130	-553.6598	-565.1209	11.46112	21.22265	2.536001
9140	-550.9435	-557.4588	6.515344	13.90027	3.084927
9150	-570.3434	-572.5804	2.237011	13.78444	3.398016
9160	-558.031	-566.9714	8.940359	11.75932	2.893599
9170	-559.4642	-563.0085	3.544371	9.104186	3.236026
9180	-543.172	-559.235	16.06304	15.0367	2.415979
9190	-544.6124	-559.5409	14.92852	15.79372	2.489935
9200	-547.7026	-563.9668	16.26417	18.26855	2.379117
9210	-554.6582	-564.5	9.841874	18.87269	2.707533
9220	-552.3398	-562.3896	10.04979	16.43722	2.78105
9230	-550.0542	-560.8398	10.78558	9.998406	2.58868
9240	-555.3475	-563.3817	8.034197	13.7226	2.97834
9250	-549.9432	-561.0606	11.11747	11.9125	2.715604
9260	-539.8046	-550.2074	10.40272	17.89262	2.71325
9270	-549.2144	-562.8302	13.61579	16.10807	2.569098
9280	-553.5873	-566.0643	12.47691	15.27389	2.652156
9290	-560.3086	-568.878	8.569385	16.51158	2.868491
9300	-556.4507	-564.8822	8.431491	16.47336	2.878213
9310	-553.8884	-566.74	12.85153	17.70578	2.581379
9320	-554.6336	-563.1108	8.477232	10.71594	2.882537
9330	-556.553	-563.7678	7.214783	11.66609	3.038261
9340	-549.7547	-555.0403	5.28562	14.00038	3.170289
9350	-551.3931	-562.733	11.33992	14.66987	2.734326
9360	-560.5905	-564.2566	3.666133	11.61087	3.342539
9370	-550.6701	-555.9732	5.303027	12.49251	3.201699
