Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
240	0	-469.6571	-463.6599	-5.997192	44315.59	9.918594	0.993968	0.998451	1.00154	1.00604	3.1093
241	1	-460.2217	-459.0329	-1.188749	2431.285	18.06658	0.97434	0.993299	1.00647	1.0259	2.711504
242	0	-464.6814	-457.439	-7.242368	6373.011	11.84401	0.984123	0.995888	1.00402	1.01597	3.290595
243	1	-450.7527	-447.4622	-3.290573	70291.1	9.153978	0.99521	0.998771	1.00122	1.0048	2.730732
244	0	-453.5461	-462.3117	8.765563	10640.19	17.32252	0.987704	0.996826	1.00312	1.01235	2.162376
245	1	-456.2218	-457.0066	0.7847711	51002.85	17.09192	0.994377	0.998557	1.00143	1.00563	2.629034
246	0	-468.3665	-467.3197	-1.04676	6874.311	15.24154	0.984711	0.996043	1.00387	1.01537	2.784431
247	1	-461.4762	-460.7331	-0.7430623	93654.3	22.9865	0.99585	0.998936	1.00106	1.00416	2.498532
248	0	-451.977	-454.5133	2.536289	80590.94	14.92582	0.995526	0.998853	1.00114	1.00448	2.550004
249	1	-450.688	-450.2917	-0.3963179	62896.07	12.13337	0.994936	0.998701	1.00129	1.00507	2.724679
250	0	-452.7354	-453.1022	0.3667947	83505.27	15.95029	0.995605	0.998873	1.00112	1.0044	2.68003
251	1	-454.8381	-452.1987	-2.639381	93504.09	17.6138	0.995846	0.998935	1.00106	1.00416	2.809625
252	0	-459.0575	-453.3654	-5.69213	71092.68	12.78628	0.995237	0.998778	1.00121	1.00477	3.157581
253	1	-453.88	-451.2448	-2.635215	7170.966	12.55933	0.98503	0.996126	1.00379	1.01505	2.916391
254	0	-456.7125	-454.1883	-2.524222	57927.65	15.41213	0.994724	0.998646	1.00134	1.00529	2.876871
255	1	-461.8187	-459.9626	-1.856083	83759.37	14.90284	0.995611	0.998875	1.00112	1.0044	2.844739
256	0	-462.3705	-457.7937	-4.576871	96888.71	12.78551	0.995919	0.998954	1.00104	1.00409	3.070362
257	1	-457.7659	-455.8623	-1.90362	15843.73	14.36145	0.98992	0.997403	1.00256	1.01012	2.857186
258	0	-454.9288	-452.6467	-2.282026	26678.36	10.10743	0.992229	0.998002	1.00198	1.00779	2.756408
259	1	-471.4856	-464.4491	-7.036526	67500.19	9.36243	0.995112	0.998746	1.00125	1.0049	3.164189
260	0	-450.3426	-449.937	-0.4055939	60481.29	14.38252	0.994836	0.998675	1.00132	1.00517	2.752731
261	1	-466.6856	-462.7958	-3.889833	96732.44	12.07146	0.995916	0.998953	1.00104	1.00409	3.011707
262	0	-461.5179	-458.6541	-2.863814	67610.83	12.44312	0.995116	0.998747	1.00124	1.00489	2.933238
263	1	-466.3575	-461.9521	-4.405345	27575.7	23.20944	0.992356	0.998035	1.00194	1.00766	2.647454
264	0	-470.9453	-462.5921	-8.353193	24590.34	12.05695	0.991906	0.997918	1.00206	1.00812	3.381672
265	1	-464.7633	-459.9149	-4.848442	38107.21	13.16268	0.993496	0.998329	1.00166	1.00652	3.087842
266	0	-459.3539	-458.2736	-1.080286	84122.75	15.02475	0.995621	0.998877	1.00112	1.00439	2.790632
267	1	-452.3554	-448.5178	-3.837589	13957.5	10.8177	0.989261	0.997231	1.00273	1.01078	2.963489
268	0	-459.6147	-455.7589	-3.855804	22518.11	12.73216	0.991542	0.997824	1.00215	1.00848	3.013966
269	1	-454.6352	-453.1686	-1.466574	1420.076	11.64278	0.966473	0.991184	1.00841	1.03393	2.794497
270	0	-462.6749	-456.3435	-6.331395	51308.38	15.65518	0.994394	0.998561	1.00143	1.00562	3.113269
271	1	-463.799	-455.9919	-7.807061	34182	8.568136	0.993133	0.998236	1.00175	1.00688	3.141763
272	0	-455.7894	-453.3442	-2.445175	38759.44	12.92535	0.993551	0.998344	1.00164	1.00646	2.904561
273	1	-457.3546	-454.369	-2.985642	60840.37	13.86005	0.994851	0.998679	1.00131	1.00516	2.940727
274	0	-469.6471	-461.9273	-7.719754	18745.18	13.3805	0.990731	0.997613	1.00236	1.0093	3.2992
275	1	-464.6489	-459.9799	-4.669067	51505.79	13.73828	0.994405	0.998564	1.00142	1.00561	3.064765
276	0	-453.8105	-450.421	-3.3895	66589.92	20.34766	0.995078	0.998738	1.00125	1.00493	2.732851
277	1	-453.9385	-460.0744	6.135865	20782.01	15.00445	0.991196	0.997734	1.00224	1.00883	2.31005
278	0	-462.4434	-459.7505	-2.692857	92801.8	13.02613	0.995831	0.998931	1.00106	1.00418	2.924003
279	1	-451.4568	-456.4822	5.025305	7425.155	17.59328	0.985287	0.996194	1.00373	1.01479	2.374759
280	0	-461.5421	-455.8889	-5.653128	95531.21	14.49683	0.99589	0.998947	1.00105	1.00412	3.113815
281	1	-450.385	-453.6988	3.31389	39675.43	15.63891	0.993626	0.998363	1.00162	1.00639	2.497241
282	0	-462.9502	-458.6714	-4.278775	75054.29	10.47984	0.995364	0.998811	1.00118	1.00464	2.983438
283	1	-449.0809	-453.0145	3.933605	57294.51	13.82012	0.994695	0.998639	1.00135	1.00532	2.440577
284	0	-458.6649	-461.4532	2.788252	63649.86	18.35868	0.994966	0.998709	1.00128	1.00504	2.484371
285	1	-464.2848	-456.6735	-7.611323	51241.63	9.673316	0.99439	0.99856	1.00143	1.00562	3.253945
286	0	-465.6011	-458.7195	-6.881565	9125.111	15.17221	0.986725	0.99657	1.00337	1.01334	3.17032
287	1	-461.3068	-454.4585	-6.848278	81106.74	11.24784	0.99554	0.998856	1.00114	1.00447	3.252312
288	0	-460.3115	-455.0234	-5.288071	86729.94	11.43487	0.995687	0.998894	1.0011	1.00432	3.118533
289	1	-463.9952	-458.7809	-5.21429	94595.89	18.14538	0.99587	0.998941	1.00105	1.00414	2.930543
290	0	-458.0453	-451.1311	-6.914215	88384.26	11.82197	0.995728	0.998905	1.00109	1.00428	3.262885
291	1	-459.1807	-458.5411	-0.6395411	84896.55	12.55631	0.995641	0.998882	1.00111	1.00437	2.757418
292	0	-464.5934	-460.5935	-3.999888	68199.03	13.33599	0.995137	0.998753	1.00124	1.00487	3.021701
293	1	-458.8356	-452.1356	-6.7	59210.63	12.25286	0.994781	0.998661	1.00133	1.00523	3.243416
294	0	-466.7055	-467.0092	0.3037766	71489.21	12.507	0.99525	0.998782	1.00121	1.00476	2.680756
295	1	-452.2808	-456.2628	3.981993	85553.62	13.82212	0.995658	0.998887	1.00111	1.00435	2.437124
296	0	-449.4793	-454.2967	4.817375	21118.46	12.64522	0.991267	0.997752	1.00222	1.00876	2.327962
297	1	-470.356	-465.6344	-4.72167	61800.68	13.66666	0.994892	0.998689	1.0013	1.00512	3.070042
298	0	-457.039	-453.6311	-3.407984	43290.12	16.07034	0.993897	0.998433	1.00155	1.00612	2.912537
299	1	-458.9845	-452.8369	-6.147557	60652.21	11.52388	0.994843	0.998677	1.00131	1.00517	3.195071
300	0	-458.3502	-451.6035	-6.746706	43493.54	13.8135	0.993912	0.998437	1.00155	1.0061	3.2136
301	1	-454.5969	-454.1646	-0.4323365	46016.72	18.74519	0.994081	0.99848	1.00151	1.00593	2.6464
302	0	-453.3135	-451.6482	-1.665276	2322.985	11.70517	0.973752	0.993141	1.00661	1.02649	2.814231
303	1	-461.9681	-459.2668	-2.701298	41781.83	13.03438	0.993788	0.998405	1.00158	1.00623	2.924665
304	0	-466.9237	-463.4082	-3.515539	9925.473	16.28532	0.98727	0.996712	1.00323	1.01279	2.911509
305	1	-444.5206	-450.423	5.902352	27692.96	19.68824	0.992372	0.998039	1.00194	1.00765	2.290527
306	0	-460.2932	-458.0161	-2.277094	46364.16	12.31055	0.994103	0.998486	1.0015	1.00591	2.883646
307	1	-452.6981	-452.2777	-0.4203761	41316.75	13.21266	0.993753	0.998396	1.00159	1.00626	2.752027
308	0	-463.1698	-456.4939	-6.675828	73789.48	12.80878	0.995325	0.998801	1.00119	1.00468	3.234109
309	1	-464.3491	-458.6688	-5.680355	14804.04	13.65595	0.989572	0.997312	1.00265	1.01047	3.140456
310	0	-458.0421	-453.33	-4.712068	97719.36	12.11735	0.995937	0.998958	1.00104	1.00407	3.080238
311	1	-466.1337	-461.2266	-4.907121	53475.12	13.21551	0.994509	0.998591	1.0014	1.0055	3.091565
312	0	-449.0222	-451.8227	2.800552	10465.49	15.53237	0.987602	0.996799	1.00315	1.01245	2.530748
313	1	-461.991	-451.8456	-10.14546	9505.028	17.68336	0.986992	0.99664	1.0033	1.01307	3.231396
314	0	-454.0698	-452.2236	-1.846213	91009.31	13.46844	0.99579	0.998921	1.00107	1.00422	2.860197
315	1	-450.7396	-452.8088	2.069209	16890.4	17.11862	0.990236	0.997485	1.00248	1.0098	2.553329
316	0	-460.897	-458.911	-1.986054	95431.64	13.05415	0.995888	0.998946	1.00105	1.00412	2.869902
317	1	-455.3706	-454.2714	-1.099257	11530.71	13.4883	0.988188	0.996952	1.003	1.01186	2.804792
318	0	-475.5444	-463.9826	-11.56177	65338.56	10.84645	0.995032	0.998726	1.00127	1.00498	3.677276
319	1	-458.5588	-456.6765	-1.882263	11772.23	12.64226	0.988309	0.996983	1.00297	1.01174	2.857734
320	0	-466.5833	-453.6792	-12.90413	98990.85	16.43734	0.995963	0.998965	1.00103	1.00404	3.477083
321	1	-463.2002	-457.4557	-5.744515	81029.81	10.60005	0.995538	0.998856	1.00114	1.00447	3.129728
322	0	-474.6854	-464.5667	-10.11862	78889.56	11.52562	0.995478	0.99884	1.00115	1.00453	3.539638
323	1	-461.2022	-457.4807	-3.721555	26351.62	17.75922	0.992181	0.997989	1.00199	1.00784	2.864899
324	0	-468.381	-459.9748	-8.406195	84641.07	10.80194	0.995634	0.998881	1.00111	1.00437	3.385514
325	1	-458.3876	-452.6187	-5.768899	6024.674	12.68439	0.983672	0.99577	1.00414	1.01642	3.164743
326	0	-464.9266	-463.9283	-0.9983029	92499.6	17.37088	0.995824	0.998929	1.00106	1.00418	2.724461
327	1	-460.2601	-461.3666	1.106463	46169.47	13.26644	0.994091	0.998483	1.0015	1.00592	2.637523
328	0	-456.0773	-449.3252	-6.752142	61113.35	19.3028	0.994863	0.998682	1.00131	1.00515	2.953841
329	1	-461.8316	-457.8501	-3.981572	41740.41	16.1562	0.993785	0.998404	1.00158	1.00623	2.945021
330	0	-460.9865	-451.9372	-9.049358	614.3002	10.5857	0.949191	0.98644	1.01263	1.05174	3.441193
331	1	-462.2302	-452.7654	-9.464854	15504.28	13.27003	0.98981	0.997374	1.00259	1.01023	3.434223
332	0	-467.1868	-467.5791	0.3922734	7081.873	11.18553	0.984936	0.996102	1.00382	1.01514	2.603868
333	1	-463.9124	-455.7465	-8.165959	8785.007	13.53007	0.986471	0.996504	1.00343	1.01359	3.327182
334	0	-470.6516	-468.5171	-2.134418	9688.113	13.72921	0.987116	0.996672	1.00327	1.01294	2.880332
335	1	-448.8161	-445.2027	-3.613382	46203.11	12.63978	0.994093	0.998483	1.0015	1.00592	2.994656
336	0	-471.3858	-465.8741	-5.511612	25569.35	11.58383	0.992062	0.997958	1.00202	1.00796	3.140966
337	1	-460.3068	-457.3175	-2.989306	48239.73	13.21478	0.994219	0.998516	1.00147	1.00579	2.946449
338	0	-470.1148	-465.5098	-4.605016	74551.22	11.23568	0.995348	0.998807	1.00119	1.00466	3.052446
339	1	-469.0115	-462.7334	-6.278184	68014.39	13.4669	0.99513	0.998751	1.00124	1.00488	3.1893
340	0	-465.8572	-458.0281	-7.829061	95195.66	14.14633	0.995883	0.998945	1.00105	1.00412	3.278802
341	1	-464.5916	-462.5346	-2.057007	88297.49	11.98389	0.995726	0.998904	1.00109	1.00428	2.857326
342	0	-464.3119	-455.0698	-9.242128	16555.59	12.70087	0.990138	0.99746	1.00251	1.0099	3.438032
343	1	-453.1387	-450.4737	-2.665041	21892.25	12.42473	0.991422	0.997793	1.00218	1.0086	2.916997
344	0	-467.6616	-461.5142	-6.147354	54206.2	9.572723	0.994546	0.9986	1.00139	1.00546	3.092536
345	1	-457.3863	-453.9183	-3.468013	28161.72	12.14793	0.992436	0.998055	1.00192	1.00758	2.978079
346	0	-462.4869	-456.2785	-6.208412	35074.16	11.46849	0.993221	0.998258	1.00173	1.0068	3.19955
347	1	-461.3107	-457.7321	-3.578515	58043.9	12.1889	0.994729	0.998648	1.00134	1.00528	2.987788
348	0	-457.2263	-450.5339	-6.692394	24566.7	13.59088	0.991902	0.997917	1.00206	1.00812	3.216505
349	1	-444.5898	-444.9625	0.3726066	12775.43	12.01904	0.988777	0.997105	1.00285	1.01127	2.656228
350	0	-463.3736	-457.5003	-5.873235	5381.326	12.93176	0.982726	0.995521	1.00437	1.01738	3.169683
351	1	-459.3261	-449.5169	-9.809222	50580.53	9.038792	0.994354	0.998551	1.00144	1.00566	3.431827
352	0	-462.9908	-454.3996	-8.591121	10439.45	13.13831	0.987587	0.996795	1.00315	1.01247	3.373025
353	1	-455.7709	-455.5584	-0.2124577	38322.96	14.79846	0.993514	0.998334	1.00165	1.0065	2.735675
354	0	-449.0663	-448.1215	-0.9447854	56980.77	14.39038	0.99468	0.998635	1.00136	1.00533	2.790143
355	1	-455.6343	-451.0146	-4.619702	41578.54	12.90687	0.993773	0.998401	1.00159	1.00624	3.07294
356	0	-465.2901	-461.933	-3.357121	59688.78	10.2111	0.994802	0.998666	1.00132	1.00521	2.872653
357	1	-454.9709	-450.5808	-4.390043	87308.18	16.95153	0.995701	0.998898	1.0011	1.00431	2.937786
358	0	-449.419	-452.1171	2.698103	61146.3	17.39873	0.994864	0.998682	1.00131	1.00515	2.511103
359	1	-458.1528	-458.187	0.03425319	12877.95	10.34874	0.988821	0.997117	1.00284	1.01122	2.557124
360	0	-462.6202	-461.5558	-1.064327	16931.17	13.82801	0.990248	0.997488	1.00248	1.00979	2.802198
361	1	-450.3469	-453.0056	2.658681	40208.61	16.15411	0.993668	0.998374	1.00161	1.00635	2.534043
362	0	-459.9243	-455.2691	-4.655234	21668.41	11.39712	0.991378	0.997781	1.00219	1.00865	3.062103
363	1	-456.6714	-456.4433	-0.2280895	46407.98	10.87498	0.994106	0.998487	1.0015	1.00591	2.634829
364	0	-467.447	-458.861	-8.585949	93416.87	10.05366	0.995844	0.998935	1.00106	1.00416	3.377495
365	1	-460.8464	-457.2274	-3.619073	19211.68	12.41395	0.990844	0.997643	1.00233	1.00919	2.993688
366	0	-457.4977	-454.6887	-2.809058	7942.427	10.81986	0.985773	0.996321	1.00361	1.0143	2.868555
367	1	-460.4469	-454.7027	-5.744248	60703.19	14.33994	0.994846	0.998678	1.00131	1.00516	3.125314
368	0	-469.9185	-469.2945	-0.6239356	27910.79	20.03851	0.992402	0.998046	1.00193	1.00762	2.608761
369	1	-463.1755	-457.7164	-5.459059	10976.04	13.18105	0.987893	0.996875	1.00307	1.01216	3.133923
370	0	-464.5165	-457.9726	-6.543858	24816.76	12.5997	0.991943	0.997928	1.00205	1.00808	3.227066
371	1	-459.6354	-453.2666	-6.368731	15381.84	14.01165	0.98977	0.997364	1.0026	1.01027	3.180026
372	0	-455.5617	-455.0568	-0.5048484	86249.89	13.90283	0.995675	0.998891	1.0011	1.00433	2.761713
373	1	-458.3375	-456.6526	-1.684863	63678.31	10.36459	0.994967	0.998709	1.00128	1.00504	2.724826
374	0	-451.6311	-449	-2.631143	45196.38	12.94545	0.994027	0.998467	1.00152	1.00599	2.919028
375	1	-455.5124	-455.2615	-0.2508963	40070.12	12.7139	0.993657	0.998371	1.00161	1.00636	2.730414
376	0	-462.1716	-454.312	-7.859556	88252.8	9.906714	0.995724	0.998904	1.00109	1.00428	3.296299
377	1	-465.285	-463.3877	-1.897294	60711.87	16.03878	0.994846	0.998678	1.00131	1.00516	2.819447
378	0	-473.7503	-463.4568	-10.29347	74979.11	12.94497	0.995362	0.998811	1.00118	1.00465	3.510942
379	1	-455.9343	-448.5495	-7.38475	47274.56	15.04089	0.99416	0.998501	1.00149	1.00585	3.209504
380	0	-459.0575	-455.5277	-3.529844	97226.03	16.55386	0.995926	0.998956	1.00104	1.00408	2.902406
381	1	-455.2807	-450.073	-5.207683	87251.05	17.25185	0.9957	0.998898	1.0011	1.00431	2.972294
382	0	-475.7585	-468.2937	-7.464879	36318.91	12.64384	0.993338	0.998289	1.0017	1.00668	3.299286
383	1	-453.3817	-445.9758	-7.405879	51222.22	13.82282	0.994389	0.99856	1.00143	1.00562	3.260986
384	0	-467.6494	-456.3506	-11.29885	26235.34	11.80231	0.992163	0.997985	1.00199	1.00786	3.634377
385	1	-465.5889	-460.0496	-5.539307	17394.81	11.01795	0.990379	0.997522	1.00245	1.00965	3.128697
386	0	-464.5635	-455.0349	-9.528631	28531.02	9.652403	0.992485	0.998068	1.00191	1.00754	3.45087
387	1	-472.2092	-461.7429	-10.46628	82043.81	15.54189	0.995566	0.998863	1.00113	1.00444	3.384309
388	0	-450.9364	-449.7238	-1.212581	14715.2	10.70048	0.989541	0.997304	1.00266	1.0105	2.711082
389	1	-475.6302	-465.4044	-10.2258	23315.27	10.13993	0.991688	0.997862	1.00211	1.00834	3.543327
390	0	-463.1279	-456.2902	-6.837762	41925.59	16.92839	0.993799	0.998408	1.00158	1.00621	3.08336
391	1	-459.3763	-455.2485	-4.127753	25453.82	14.49765	0.992044	0.997954	1.00202	1.00798	3.008572
392	0	-460.6425	-454.5113	-6.131225	36327.9	13.3731	0.993339	0.998289	1.0017	1.00668	3.180655
393	1	-452.704	-447.5954	-5.108544	81691.34	12.42934	0.995556	0.998861	1.00113	1.00445	3.113656
394	0	-457.8063	-452.9874	-4.818939	3387.358	12.54912	0.978245	0.994338	1.00549	1.02192	3.090284
395	1	-459.9927	-451.2058	-8.786929	16501.4	13.10971	0.990122	0.997455	1.00251	1.00991	3.38894
396	0	-459.6697	-459.7112	0.04151083	61313.61	14.37573	0.994871	0.998684	1.00131	1.00514	2.721677
397	1	-465.0846	-453.8871	-11.19748	45221.11	8.83115	0.994029	0.998467	1.00152	1.00598	3.566523
398	0	-445.237	-454.5443	9.307305	52818.72	16.73858	0.994475	0.998582	1.00141	1.00554	2.12843
399	1	-460.4776	-453.9701	-6.507499	68244.23	12.27167	0.995138	0.998753	1.00124	1.00487	3.227576
400	0	-458.2147	-456.7881	-1.426525	27795.6	18.47832	0.992386	0.998042	1.00194	1.00763	2.709496
401	1	-471.4067	-460.3954	-11.01137	43388.24	8.811723	0.993904	0.998435	1.00155	1.00611	3.54346
402	0	-459.3593	-455.4682	-3.891093	33822.9	10.9258	0.993097	0.998226	1.00176	1.00692	2.9744
403	1	-461.2282	-458.1945	-3.033717	52841.39	11.56312	0.994476	0.998582	1.00141	1.00554	2.926312
404	0	-458.3716	-454.9243	-3.447287	71462.71	11.24664	0.995249	0.998782	1.00121	1.00476	2.949891
405	1	-465.4393	-460.4399	-4.99936	11203.59	12.89699	0.988017	0.996907	1.00304	1.01203	3.10245
406	0	-459.0982	-454.9158	-4.182472	26285.19	13.27417	0.992171	0.997987	1.00199	1.00785	3.036108
407	1	-462.2872	-457.1618	-5.125376	11168.44	12.90641	0.987998	0.996902	1.00305	1.01205	3.112123
408	0	-458.2389	-453.9629	-4.275939	14562.96	14.12844	0.989487	0.99729	1.00267	1.01055	3.028048
409	1	-456.6475	-455.3265	-1.321016	36875.19	14.23908	0.993388	0.998302	1.00168	1.00663	2.817904
410	0	-457.7645	-452.87	-4.894473	15605.82	12.44198	0.989843	0.997383	1.00258	1.01019	3.096433
411	1	-452.648	-449.6226	-3.02536	46028.63	9.625307	0.994082	0.998481	1.00151	1.00593	2.773531
412	0	-466.4259	-458.178	-8.247979	57792.89	12.64949	0.994718	0.998645	1.00135	1.00529	3.361079
413	1	-450.489	-448.8588	-1.630264	49706.4	12.92689	0.994304	0.998538	1.00145	1.00571	2.841529
414	0	-461.246	-459.8192	-1.426804	68324.24	10.5869	0.995141	0.998754	1.00124	1.00487	2.721221
415	1	-462.5006	-457.9286	-4.572025	31589.11	14.92748	0.992857	0.998164	1.00182	1.00716	3.026193
416	0	-457.7718	-456.5333	-1.238499	76304.16	16.40107	0.995402	0.998821	1.00117	1.00461	2.76842
417	1	-451.0563	-451.1442	0.08789131	15380.23	13.61627	0.989769	0.997364	1.0026	1.01027	2.7178
418	0	-459.9291	-465.4356	5.50659	44693.94	20.30469	0.993994	0.998458	1.00153	1.00602	2.296659
419	1	-464.864	-454.8044	-10.05956	75222.25	15.96864	0.995369	0.998812	1.00118	1.00464	3.3326
420	0	-454.6068	-456.2388	1.631974	48749.79	13.37145	0.994249	0.998524	1.00146	1.00576	2.600113
421	1	-455.8914	-461.1055	5.214072	93379.46	14.47956	0.995843	0.998934	1.00106	1.00416	2.363872
422	0	-460.7231	-456.2535	-4.469577	97056.52	16.9126	0.995923	0.998955	1.00104	1.00408	2.944138
423	1	-452.6205	-454.1831	1.562621	32201.33	14.80276	0.992925	0.998182	1.0018	1.00709	2.615711
424	0	-456.8368	-451.9333	-4.903568	64678.02	13.35198	0.995006	0.998719	1.00127	1.005	3.089203
425	1	-460.8063	-453.7317	-7.074597	7986.96	10.45612	0.985813	0.996332	1.0036	1.01426	3.249161
426	0	-451.0312	-452.6392	1.608058	17285.75	19.38963	0.990349	0.997514	1.00245	1.00968	2.518039
427	1	-463.6341	-456.573	-7.061006	8089.457	10.2309	0.985903	0.996355	1.00357	1.01417	3.236499
428	0	-464.7247	-461.063	-3.661687	727.3953	11.55619	0.953271	0.987572	1.01164	1.04751	2.980401
429	1	-463.5004	-460.8219	-2.678535	64707.77	17.45581	0.995007	0.998719	1.00127	1.005	2.817944
430	0	-461.9358	-457.1283	-4.807561	87258.82	13.444	0.9957	0.998898	1.0011	1.00431	3.080494
431	1	-463.3728	-458.4026	-4.970114	85986.15	10.64634	0.995669	0.998889	1.0011	1.00434	3.059292
432	0	-449.0635	-454.0166	4.953088	56383.64	18.11941	0.994652	0.998628	1.00136	1.00536	2.370658
433	1	-451.7591	-452.9044	1.145295	61638.83	13.34212	0.994885	0.998688	1.0013	1.00512	2.635998
434	0	-444.8448	-450.8031	5.958232	34609.21	14.17074	0.993176	0.998247	1.00174	1.00684	2.304857
435	1	-452.7455	-456.1664	3.420892	67818.52	16.95805	0.995123	0.998749	1.00124	1.00489	2.476906
436	0	-460.2372	-460.6133	0.37603	73300.11	12.63749	0.995309	0.998797	1.0012	1.0047	2.678966
437	1	-452.5927	-461.1691	8.576361	35627.46	16.91687	0.993274	0.998272	1.00171	1.00674	2.172777
438	0	-460.5399	-452.2356	-8.304305	96772.74	9.673676	0.995917	0.998953	1.00104	1.00409	3.32561
439	1	-455.5626	-460.4801	4.91751	88369.57	16.11737	0.995727	0.998905	1.00109	1.00428	2.394334
440	0	-461.5314	-452.8516	-8.679798	32908.84	11.5004	0.993002	0.998202	1.00178	1.00702	3.414919
441	1	-460.1061	-455.9425	-4.16351	36281.47	11.41409	0.993335	0.998288	1.0017	1.00668	3.019517
442	0	-467.6391	-457.228	-10.41117	75753.22	12.20259	0.995385	0.998817	1.00118	1.00462	3.547918
443	1	-457.6421	-456.7967	-0.8454335	74651.66	12.31189	0.995352	0.998808	1.00118	1.00466	2.767389
444	0	-462.5694	-456.209	-6.360403	82510.91	12.73495	0.995578	0.998866	1.00113	1.00443	3.210639
445	1	-462.4594	-453.46	-8.999393	84734.63	10.56858	0.995637	0.998881	1.00111	1.00437	3.436085
446	0	-465.6411	-458.6362	-7.004979	22311.6	14.03696	0.991503	0.997814	1.00216	1.00852	3.224529
447	1	-468.4097	-465.6363	-2.773385	34985.57	11.95334	0.993212	0.998256	1.00173	1.0068	2.916316
448	0	-456.75	-451.3504	-5.399586	86706.64	13.66737	0.995687	0.998894	1.0011	1.00432	3.119629
449	1	-457.367	-455.7707	-1.596251	90236.44	12.90303	0.995772	0.998916	1.00108	1.00423	2.838647
450	0	-468.3194	-464.8442	-3.475219	65905.63	11.04716	0.995053	0.998731	1.00126	1.00496	2.942879
451	1	-461.5618	-458.5722	-2.98955	67887.72	13.31505	0.995126	0.99875	1.00124	1.00488	2.946049
452	0	-456.7313	-454.8797	-1.851587	80618.69	14.65364	0.995527	0.998853	1.00114	1.00448	2.84903
453	1	-451.5302	-454.8174	3.287266	36008.95	16.76939	0.993309	0.998281	1.0017	1.00671	2.487638
454	0	-473.7699	-460.3809	-13.38902	97837.46	14.69387	0.995939	0.998959	1.00104	1.00407	3.633519
455	1	-457.855	-457.7496	-0.1054003	24005.49	13.70235	0.991808	0.997893	1.00208	1.00822	2.732433
456	0	-461.4924	-454.06	-7.432376	68097.02	9.22619	0.995133	0.998752	1.00124	1.00488	3.19163
457	1	-453.7245	-458.0676	4.343115	29405.19	15.78949	0.992597	0.998097	1.00188	1.00742	2.431217
458	0	-459.6646	-454.8714	-4.793222	80250.36	15.68533	0.995517	0.99885	1.00114	1.00449	3.013865
459	1	-453.1492	-459.2608	6.111586	74682.99	19.19103	0.995353	0.998808	1.00118	1.00466	2.289503
460	0	-460.3654	-453.7129	-6.652589	12247.32	13.04106	0.988538	0.997043	1.00291	1.01151	3.227663
461	1	-453.8596	-453.9366	0.07695703	72512.34	14.68836	0.995284	0.99879	1.0012	1.00472	2.717131
462	0	-456.897	-453.0105	-3.886545	31051.6	11.37238	0.992796	0.998148	1.00183	1.00722	2.993773
463	1	-459.2415	-458.907	-0.3345323	40491.49	15.81425	0.99369	0.99838	1.00161	1.00632	2.726946
464	0	-462.766	-457.5111	-5.254904	2549.933	11.11967	0.974941	0.993459	1.00632	1.02528	3.106555
465	1	-453.7337	-446.0595	-7.674261	23798.61	9.569613	0.991772	0.997883	1.00209	1.00825	3.251772
466	0	-458.1738	-452.391	-5.782816	99219.51	14.31246	0.995968	0.998966	1.00103	1.00404	3.128898
467	1	-458.3861	-458.9837	0.5975612	92809.22	13.15764	0.995831	0.998931	1.00106	1.00418	2.674003
468	0	-464.9961	-461.1485	-3.847613	1393.2	11.65206	0.966154	0.991098	1.00849	1.03426	2.99926
469	1	-455.7426	-464.2004	8.45773	16165.49	16.3453	0.99002	0.997429	1.00254	1.01001	2.176792
