Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
5000	-462.3044	-455.3597	-6.944752	16543.89	17.99666	0.990135	0.997459	1.00251	1.0099	3.033819
5010	-464.4678	-452.4487	-12.01911	69135.98	7.883883	0.99517	0.998761	1.00123	1.00484	3.533225
5020	-470.5482	-462.6071	-7.941125	28983.51	11.88057	0.992544	0.998083	1.0019	1.00748	3.349304
5030	-458.1569	-451.6472	-6.509756	86300.64	14.68955	0.995676	0.998892	1.0011	1.00433	3.165515
5040	-462.1603	-453.9568	-8.203494	97411.62	11.23775	0.99593	0.998957	1.00104	1.00408	3.372733
5050	-466.0327	-457.55	-8.482699	78300.28	12.237	0.995461	0.998836	1.00116	1.00455	3.38922
5060	-466.1294	-459.4768	-6.652603	49879.91	10.38909	0.994314	0.998541	1.00145	1.0057	3.205415
5070	-466.0045	-457.0273	-8.977173	81773.96	14.25512	0.995558	0.998861	1.00113	1.00445	3.354827
5080	-460.4546	-453.8191	-6.635444	88848.6	11.56882	0.995739	0.998908	1.00109	1.00427	3.237849
5090	-464.784	-459.4756	-5.308345	29869.53	11.50969	0.992655	0.998112	1.00187	1.00736	3.121954
5100	-457.8236	-455.6404	-2.183214	44582.31	13.25832	0.993986	0.998456	1.00153	1.00603	2.88549
5110	-463.1909	-452.6856	-10.50533	55596.9	15.99202	0.994614	0.998618	1.00137	1.0054	3.359061
5120	-468.2354	-457.8129	-10.42251	9677.708	18.40066	0.987109	0.99667	1.00327	1.01295	3.201286
5130	-454.3278	-451.254	-3.0738	28375.31	14.64754	0.992464	0.998063	1.00192	1.00756	2.932576
5140	-460.4043	-456.3134	-4.090861	59312.6	12.87072	0.994786	0.998662	1.00133	1.00522	3.032109
5150	-461.5074	-452.4998	-9.007598	36250.19	13.27159	0.993332	0.998287	1.0017	1.00668	3.399705
5160	-455.5928	-449.9742	-5.61851	54715.16	13.10681	0.994571	0.998607	1.00138	1.00544	3.147304
5170	-448.1479	-445.5179	-2.629972	30726.77	13.95939	0.992758	0.998139	1.00184	1.00726	2.913874
5180	-459.9613	-453.9664	-5.994851	22628.81	10.7309	0.991563	0.997829	1.00215	1.00846	3.15933
5190	-454.9981	-454.0082	-0.9899377	42013.37	16.53496	0.993805	0.998409	1.00158	1.00621	2.749511
5200	-473.126	-461.7885	-11.33751	67023.29	9.75119	0.995094	0.998742	1.00125	1.00491	3.642201
5210	-466.5833	-454.6666	-11.91674	21937.83	9.815772	0.991431	0.997795	1.00218	1.00859	3.703504
5220	-464.4792	-455.8328	-8.646453	72035.53	13.44817	0.995268	0.998786	1.00121	1.00474	3.365881
5230	-454.8413	-453.3878	-1.45353	42211.39	15.12737	0.99382	0.998413	1.00157	1.00619	2.813466
5240	-459.4863	-457.5934	-1.892915	98018.62	13.73835	0.995943	0.99896	1.00103	1.00406	2.86269
5250	-457.1395	-458.1393	0.9997629	80555.77	13.47029	0.995525	0.998853	1.00114	1.00448	2.648917
5260	-458.1324	-458.3013	0.1689233	96525.16	12.2021	0.995912	0.998952	1.00104	1.00409	2.680862
5270	-459.3559	-458.3656	-0.9903653	8289.283	12.01671	0.986073	0.9964	1.00353	1.014	2.769544
5280	-464.4293	-457.1199	-7.309396	57396.84	10.72674	0.994699	0.99864	1.00135	1.00531	3.281699
5290	-456.4645	-450.8988	-5.565745	69154.72	9.381945	0.995171	0.998761	1.00123	1.00484	3.009524
5300	-456.6176	-447.4974	-9.120272	73134.41	9.814108	0.995304	0.998796	1.0012	1.0047	3.418514
5310	-477.12	-468.096	-9.023951	18121.63	10.44416	0.990573	0.997572	1.0024	1.00946	3.435263
5320	-464.4803	-452.9311	-11.54917	49282.12	10.96997	0.99428	0.998532	1.00146	1.00573	3.674792
5330	-459.1275	-459.0168	-0.1107431	75377.65	13.44378	0.995374	0.998814	1.00118	1.00463	2.731131
5340	-471.0828	-467.9905	-3.092249	9717.888	12.22051	0.987135	0.996677	1.00326	1.01292	2.948441
5350	-475.8049	-470.7345	-5.070462	42770.47	12.88273	0.99386	0.998423	1.00156	1.00615	3.108104
5360	-456.5404	-451.9927	-4.547677	37048.39	17.18977	0.993404	0.998306	1.00168	1.00661	2.936757
5370	-457.4657	-455.7273	-1.738335	50212.99	17.24971	0.994333	0.998545	1.00144	1.00568	2.771267
5380	-460.6172	-462.0674	1.450159	98183.41	12.67299	0.995946	0.998961	1.00103	1.00406	2.59522
5390	-452.1535	-456.1069	3.953391	18238.66	17.22304	0.990604	0.99758	1.00239	1.00943	2.441713
5400	-460.0028	-461.7719	1.769139	27633.48	17.31196	0.992364	0.998037	1.00194	1.00766	2.56651
5410	-464.4565	-461.6114	-2.845061	76356.28	11.38495	0.995404	0.998821	1.00117	1.0046	2.902746
5420	-446.419	-453.0879	6.668891	95171.87	16.0099	0.995883	0.998945	1.00105	1.00412	2.285223
5430	-461.7011	-461.0152	-0.6858644	75053.88	16.64216	0.995364	0.998811	1.00118	1.00464	2.728161
5440	-477.0048	-467.5661	-9.438697	74976.41	11.63165	0.995362	0.998811	1.00118	1.00465	3.479373
5450	-450.8557	-454.6951	3.839387	47801.17	17.32409	0.994192	0.998509	1.00148	1.00582	2.44673
5460	-467.0157	-463.682	-3.333681	67291.82	15.76147	0.995104	0.998744	1.00125	1.0049	2.918335
5470	-458.6416	-457.1971	-1.444532	82415.4	12.06593	0.995576	0.998866	1.00113	1.00443	2.80896
5480	-465.472	-456.2501	-9.221904	18492.73	11.48597	0.990668	0.997597	1.00237	1.00936	3.462176
5490	-456.394	-448.7227	-7.671249	465.1951	13.45124	0.941696	0.984339	1.01443	1.05953	3.293264
5500	-454.6063	-454.5608	-0.04552263	31821.2	12.41363	0.992883	0.998171	1.00181	1.00713	2.705812
5510	-456.8292	-453.2822	-3.546986	81797.31	15.88496	0.995559	0.998861	1.00113	1.00445	2.927665
5520	-451.7407	-451.435	-0.3057464	39279.52	16.13518	0.993594	0.998355	1.00163	1.00642	2.717996
5530	-456.3017	-457.1979	0.8962025	93862.16	16.76215	0.995854	0.998937	1.00106	1.00415	2.63039
5540	-458.5845	-456.9814	-1.603148	71021.7	17.86577	0.995234	0.998778	1.00121	1.00477	2.741774
5550	-449.745	-456.1258	6.380759	8107.78	21.63597	0.985919	0.996359	1.00357	1.01415	2.222976
5560	-450.5069	-456.4537	5.946753	19201.43	16.5571	0.990842	0.997642	1.00233	1.00919	2.329925
5570	-461.3738	-462.0889	0.7150908	19256.93	16.97027	0.990855	0.997646	1.00232	1.00917	2.636163
5580	-466.9488	-459.8061	-7.142783	97291.61	9.683325	0.995928	0.998956	1.00104	1.00408	3.206367
5590	-469.0224	-464.3063	-4.716089	69268.95	10.55994	0.995175	0.998762	1.00123	1.00483	3.030266
5600	-460.804	-454.9019	-5.902092	72350.57	12.74808	0.995278	0.998789	1.0012	1.00473	3.174489
5610	-460.4772	-458.1458	-2.331362	73121.86	14.67738	0.995303	0.998795	1.0012	1.0047	2.881308
5620	-458.69	-454.8005	-3.889525	92175.63	12.54868	0.995816	0.998928	1.00107	1.00419	3.01622
5630	-451.338	-451.2271	-0.110914	46563.46	11.97445	0.994116	0.998489	1.0015	1.0059	2.694518
5640	-453.0659	-454.9121	1.846216	46821.75	13.0211	0.994132	0.998493	1.00149	1.00588	2.5754
5650	-464.0889	-453.6334	-10.45551	25786.12	8.675104	0.992095	0.997967	1.00201	1.00793	3.464488
5660	-463.3625	-462.2209	-1.141612	62699.24	10.71889	0.994928	0.998699	1.00129	1.00508	2.706036
5670	-450.86	-446.3696	-4.490364	91967.29	11.49445	0.995812	0.998926	1.00107	1.00419	3.050469
5680	-454.7737	-453.0091	-1.764624	65509.75	16.48255	0.995038	0.998727	1.00126	1.00497	2.797993
5690	-453.7211	-447.1265	-6.594609	81611.59	9.41609	0.995554	0.99886	1.00113	1.00445	3.12297
5700	-458.8472	-449.0452	-9.802045	87153.52	8.35376	0.995698	0.998897	1.0011	1.00431	3.341972
5710	-455.3697	-450.6204	-4.749319	95446.11	11.72266	0.995889	0.998946	1.00105	1.00412	3.07804
5720	-453.7663	-451.9784	-1.787898	74889.1	12.57769	0.995359	0.99881	1.00118	1.00465	2.849237
5730	-450.9899	-450.9088	-0.08115366	60196.42	15.06041	0.994824	0.998672	1.00132	1.00519	2.723663
5740	-460.9562	-453.0082	-7.948076	51090.14	9.886436	0.994382	0.998558	1.00143	1.00563	3.303927
5750	-457.4848	-459.0919	1.607086	34955.03	13.82934	0.993209	0.998255	1.00173	1.00681	2.609025
5760	-445.9312	-449.8004	3.869224	25618.3	15.64556	0.99207	0.99796	1.00202	1.00795	2.461714
5770	-456.3675	-460.1867	3.819179	59293.04	16.63667	0.994785	0.998662	1.00133	1.00522	2.457525
5780	-465.8873	-464.7222	-1.165088	31298.84	17.72656	0.992824	0.998156	1.00183	1.00719	2.722071
5790	-460.3394	-459.3695	-0.9698736	44573.47	11.52197	0.993986	0.998456	1.00153	1.00603	2.745669
5800	-470.9043	-468.0108	-2.893477	24364.05	10.85029	0.991868	0.997908	1.00207	1.00816	2.878342
5810	-458.9545	-456.0666	-2.887827	31678.16	10.53681	0.992867	0.998167	1.00182	1.00715	2.855313
5820	-463.1199	-458.6182	-4.501671	7682.442	15.31291	0.985535	0.996259	1.00367	1.01454	3.00865
5830	-464.698	-462.6121	-2.085953	5303.679	14.26168	0.9826	0.995488	1.0044	1.01751	2.871317
5840	-461.2934	-460.2618	-1.031587	50066.36	11.37566	0.994325	0.998543	1.00145	1.00569	2.74292
5850	-465.3664	-459.9255	-5.440998	18589.07	12.16721	0.990692	0.997603	1.00237	1.00934	3.140543
5860	-466.2627	-458.6041	-7.658528	55927.86	11.38276	0.99463	0.998622	1.00137	1.00538	3.325523
5870	-462.1399	-456.4902	-5.649706	89581.95	11.74926	0.995756	0.998912	1.00108	1.00425	3.155161
5880	-449.112	-450.6439	1.531931	68975.34	21.05663	0.995164	0.99876	1.00123	1.00484	2.467068
5890	-451.288	-451.5351	0.2470931	89707.52	14.52775	0.995759	0.998913	1.00108	1.00425	2.706641
5900	-454.4922	-451.13	-3.362257	20184.99	11.75578	0.991067	0.997701	1.00227	1.00896	2.960655
5910	-454.4202	-454.366	-0.05418162	43679.87	18.08912	0.993925	0.99844	1.00155	1.00609	2.647981
5920	-454.9836	-454.3681	-0.6155002	89242.39	11.07007	0.995748	0.99891	1.00108	1.00426	2.685719
5930	-465.4688	-460.35	-5.118804	51103.11	9.224477	0.994383	0.998558	1.00143	1.00563	2.940627
5940	-458.4799	-456.5679	-1.911981	82391.27	16.64175	0.995575	0.998865	1.00113	1.00443	2.80185
5950	-462.8127	-459.2357	-3.576997	87302.52	15.01918	0.995701	0.998898	1.0011	1.00431	2.956964
5960	-453.4639	-454.3929	0.9289729	24730.57	13.18114	0.991929	0.997924	1.00205	1.00809	2.649287
5970	-462.2502	-464.533	2.282788	50251.08	13.19894	0.994335	0.998546	1.00144	1.00568	2.547067
5980	-480.6406	-469.0307	-11.60984	85831.11	10.46581	0.995665	0.998888	1.0011	1.00434	3.682935
5990	-474.946	-464.017	-10.92908	47993.47	13.35814	0.994204	0.998512	1.00148	1.00581	3.540176
6000	-472.342	-466.1626	-6.179429	58707.09	11.92992	0.994759	0.998655	1.00134	1.00525	3.201198
6010	-483.9957	-467.7707	-16.22501	60628.66	8.54139	0.994842	0.998677	1.00131	1.00517	4.122767
6020	-463.1222	-459.8751	-3.247104	66782.55	11.64474	0.995086	0.998739	1.00125	1.00492	2.94749
6030	-459.5809	-456.1884	-3.392464	79390.19	16.15463	0.995492	0.998844	1.00115	1.00451	2.908613
6040	-452.2077	-458.5874	6.379688	54430.99	17.77852	0.994557	0.998603	1.00139	1.00545	2.295905
6050	-450.9258	-455.4407	4.514926	45680.59	14.00526	0.994059	0.998475	1.00151	1.00595	2.403121
6060	-454.1908	-455.7039	1.513138	37010.61	15.38406	0.993401	0.998305	1.00168	1.00661	2.615188
6070	-457.9985	-461.518	3.519533	59952.47	17.51662	0.994813	0.998669	1.00132	1.0052	2.461768
6080	-456.4639	-453.7143	-2.749589	88525.12	11.78325	0.995731	0.998906	1.00109	1.00428	2.909413
6090	-454.2669	-449.5662	-4.700669	27773.63	12.70753	0.992383	0.998042	1.00194	1.00764	3.080434
6100	-468.6587	-459.9225	-8.736176	28299.03	14.74728	0.992454	0.99806	1.00192	1.00757	3.314217
6110	-460.8738	-456.0556	-4.818171	18219.11	10.40998	0.990599	0.997579	1.00239	1.00943	3.030274
6120	-464.4522	-458.4125	-6.039675	52236.79	11.88463	0.994444	0.998574	1.00142	1.00557	3.189278
6130	-460.031	-455.9626	-4.06844	84304.77	12.44062	0.995626	0.998878	1.00111	1.00438	3.030035
6140	-465.5522	-457.3197	-8.232439	82406.5	10.06819	0.995576	0.998866	1.00113	1.00443	3.343101
6150	-458.6616	-453.2004	-5.461226	35381.77	14.00729	0.993251	0.998266	1.00172	1.00677	3.115379
6160	-461.3886	-454.1207	-7.267882	67131.82	11.8943	0.995098	0.998743	1.00125	1.00491	3.292586
6170	-455.8092	-455.8574	0.04820881	40341.59	17.36463	0.993679	0.998376	1.00161	1.00634	2.664397
6180	-475.9877	-469.4296	-6.558139	86591.45	12.24137	0.995684	0.998893	1.0011	1.00432	3.231917
6190	-458.5032	-457.1403	-1.362891	30964.63	12.23855	0.992786	0.998146	1.00184	1.00723	2.807437
6200	-462.056	-459.7691	-2.286956	92220.3	15.05453	0.995817	0.998928	1.00107	1.00419	2.870262
6210	-450.6412	-450.5648	-0.07644875	31200.86	14.31424	0.992813	0.998153	1.00183	1.00721	2.730191
6220	-454.2196	-453.9453	-0.2743607	2043.63	13.52148	0.972024	0.992679	1.00704	1.02826	2.743863
6230	-466.4953	-457.6973	-8.797951	26627.3	12.85152	0.992221	0.998	1.00198	1.0078	3.398442
6240	-455.9127	-453.3615	-2.551216	85794.9	13.27307	0.995664	0.998888	1.00111	1.00434	2.913221
6250	-461.2976	-461.5462	0.2486478	46699.03	12.97613	0.994124	0.998492	1.0015	1.00589	2.697203
6260	-456.2028	-457.7397	1.536848	87708.23	15.67034	0.995711	0.9989	1.00109	1.0043	2.610486
6270	-459.3565	-456.232	-3.124509	80165.03	13.64037	0.995514	0.99885	1.00114	1.00449	2.953467
6280	-447.3436	-445.5311	-1.812495	52351.11	13.70969	0.99445	0.998576	1.00141	1.00556	2.856982
6290	-452.5196	-449.2171	-3.302539	30511.01	13.28953	0.992732	0.998132	1.00185	1.00729	2.969723
6300	-462.4743	-454.9973	-7.476958	9735.915	13.99619	0.987147	0.99668	1.00326	1.01291	3.259706
6310	-457.4764	-457.0903	-0.3861587	95381.26	15.03478	0.995887	0.998946	1.00105	1.00412	2.744288
6320	-466.1911	-455.118	-11.07312	39051.68	11.39671	0.993575	0.99835	1.00164	1.00644	3.625226
6330	-457.9895	-459.5168	1.527261	86187.52	12.13301	0.995674	0.998891	1.0011	1.00433	2.566125
6340	-452.267	-450.1233	-2.143671	38214.74	16.91361	0.993505	0.998332	1.00165	1.00651	2.806578
6350	-468.2464	-460.1905	-8.055913	10411.72	10.73585	0.98757	0.996791	1.00315	1.01248	3.351522
6360	-453.6512	-453.8121	0.160914	51938.55	13.50549	0.994428	0.99857	1.00142	1.00558	2.711526
6370	-452.3896	-454.1036	1.71398	76740.26	17.66768	0.995415	0.998824	1.00117	1.00459	2.561132
6380	-452.9583	-453.5606	0.6023725	66143.07	14.47404	0.995062	0.998733	1.00126	1.00495	2.682389
6390	-458.252	-454.4796	-3.772376	22854.64	12.71954	0.991605	0.99784	1.00214	1.00842	3.0074
6400	-450.6935	-450.1036	-0.5899788	92026.71	16.94135	0.995813	0.998927	1.00107	1.00419	2.713911
6410	-448.6993	-451.6647	2.965341	1036.336	12.96496	0.960796	0.989641	1.00981	1.03976	2.487435
6420	-447.1747	-448.2531	1.078418	45170.59	16.56736	0.994026	0.998466	1.00152	1.00599	2.623742
6430	-472.7294	-466.2753	-6.454113	75517.85	14.96236	0.995378	0.998815	1.00118	1.00463	3.150856
6440	-466.2825	-462.1711	-4.111394	60135.48	12.46877	0.994821	0.998671	1.00132	1.00519	3.03362
6450	-463.9011	-458.5179	-5.383225	19636.68	10.40071	0.990944	0.997669	1.0023	1.00909	3.08397
6460	-462.1437	-460.2703	-1.873364	9249.988	11.91655	0.986815	0.996593	1.00334	1.01325	2.839804
6470	-463.6317	-455.1388	-8.492939	78616.48	13.97097	0.99547	0.998838	1.00115	1.00454	3.33338
6480	-465.378	-458.4217	-6.956214	45453.41	9.729085	0.994044	0.998471	1.00152	1.00597	3.191037
6490	-467.9211	-456.3686	-11.5525	30116.55	10.68593	0.992685	0.99812	1.00186	1.00733	3.677445
6500	-472.3282	-464.4664	-7.861721	92865.54	8.828184	0.995832	0.998932	1.00106	1.00417	3.188375
6510	-460.707	-451.8959	-8.811112	68464.77	15.55896	0.995146	0.998755	1.00124	1.00486	3.276889
6520	-468.0215	-457.5478	-10.47372	77807.28	10.42475	0.995447	0.998832	1.00116	1.00456	3.573785
6530	-473.2035	-461.4184	-11.78509	11698.23	11.39865	0.988272	0.996974	1.00298	1.01178	3.687648
6540	-473.1345	-461.2768	-11.85774	84425.44	9.439207	0.995629	0.998879	1.00111	1.00438	3.683065
6550	-460.9904	-455.2429	-5.747418	32207.57	9.806289	0.992926	0.998182	1.0018	1.00709	3.074119
6560	-465.854	-458.0133	-7.84073	13457.39	9.535712	0.989064	0.99718	1.00278	1.01098	3.266242
6570	-478.3963	-467.6708	-10.72544	28275.98	17.28766	0.992451	0.998059	1.00192	1.00757	3.289813
6580	-445.5683	-453.4683	7.900054	61900.26	18.87597	0.994896	0.99869	1.0013	1.00511	2.200352
6590	-457.2521	-462.1738	4.921642	17044.74	18.09776	0.990281	0.997496	1.00247	1.00975	2.372762
6600	-469.8434	-464.2439	-5.599519	99026	12.26631	0.995964	0.998965	1.00103	1.00404	3.153591
6610	-469.9679	-468.688	-1.27991	62769.17	13.73088	0.994931	0.9987	1.00129	1.00508	2.818088
6620	-470.4352	-457.5666	-12.86851	58522.25	9.982595	0.994751	0.998653	1.00134	1.00526	3.80283
6630	-459.9219	-453.0841	-6.837824	57272.56	9.561401	0.994694	0.998638	1.00135	1.00532	3.163575
6640	-465.9512	-457.7182	-8.232995	53340.51	10.5749	0.994502	0.998589	1.0014	1.00551	3.363756
6650	-473.6529	-462.0944	-11.55858	75440.13	11.1719	0.995376	0.998814	1.00118	1.00463	3.672538
6660	-458.8537	-453.1599	-5.693726	52254.74	11.49826	0.994445	0.998574	1.00141	1.00557	3.15523
6670	-467.0641	-461.8851	-5.178999	9847.984	11.9302	0.98722	0.996699	1.00324	1.01284	3.117342
6680	-464.2092	-461.8492	-2.359995	12441.77	18.98216	0.988627	0.997066	1.00289	1.01142	2.739552
6690	-464.8525	-463.5347	-1.317754	4727.484	16.76409	0.981574	0.995218	1.00466	1.01855	2.76241
6700	-454.9069	-457.4241	2.517197	46031.24	13.31615	0.994082	0.998481	1.00151	1.00593	2.532505
6710	-449.021	-448.6249	-0.3961643	95028.36	13.75031	0.99588	0.998944	1.00105	1.00413	2.753769
6720	-452.5913	-452.8006	0.2093229	85661.64	16.11599	0.99566	0.998887	1.00111	1.00435	2.686483
6730	-453.8202	-453.9445	0.1242877	21805.41	15.75887	0.991405	0.997788	1.00219	1.00862	2.69899
6740	-465.2169	-456.2072	-9.009783	91897.45	9.955733	0.99581	0.998926	1.00107	1.0042	3.414945
6750	-462.5619	-455.8321	-6.729806	48261.08	12.2236	0.99422	0.998516	1.00147	1.00579	3.246077
6760	-461.6421	-458.5663	-3.075819	39440.92	20.92135	0.993607	0.998358	1.00163	1.00641	2.691924
6770	-457.606	-451.0523	-6.55367	86327.72	10.60802	0.995677	0.998892	1.0011	1.00433	3.206408
6780	-457.0565	-454.7951	-2.261484	89819.47	14.06969	0.995762	0.998914	1.00108	1.00424	2.886207
6790	-463.1838	-458.9127	-4.271089	76640.57	14.3788	0.995412	0.998824	1.00117	1.0046	3.02159
6800	-446.7186	-448.3964	1.677754	28870.36	14.74232	0.992529	0.998079	1.0019	1.00749	2.608067
6810	-459.9945	-455.7358	-4.258672	36083.73	18.32561	0.993316	0.998283	1.0017	1.0067	2.869721
6820	-462.2453	-459.437	-2.808348	44022.99	10.29728	0.993948	0.998446	1.00154	1.00606	2.827108
6830	-459.9376	-454.3686	-5.568943	68143.37	15.85379	0.995135	0.998752	1.00124	1.00487	3.056272
6840	-452.9039	-446.4271	-6.476818	73712.74	15.70548	0.995322	0.9988	1.00119	1.00469	3.120291
6850	-464.6534	-467.0415	2.388066	2503.181	13.8376	0.974709	0.993397	1.00637	1.02552	2.552678
6860	-451.4744	-458.1086	6.634258	34942.66	24.93842	0.993208	0.998255	1.00173	1.00681	2.125492
6870	-458.276	-465.3888	7.112788	88181.71	16.2677	0.995723	0.998903	1.00109	1.00428	2.258812
6880	-459.2378	-457.3168	-1.920944	9455.786	11.05382	0.986959	0.996631	1.00331	1.0131	2.802611
6890	-448.6543	-451.5954	2.941096	6251.822	16.42741	0.98397	0.995848	1.00406	1.01612	2.513237
6900	-455.8298	-455.898	0.06823041	3084.368	18.59344	0.977206	0.994062	1.00575	1.02298	2.624786
6910	-459.3035	-457.2724	-2.031113	6060.282	14.43142	0.983719	0.995782	1.00412	1.01637	2.865006
6920	-459.8373	-458.1512	-1.686059	75151.11	15.68789	0.995367	0.998812	1.00118	1.00464	2.815706
6930	-463.9566	-467.9566	4.00001	20059.21	14.20125	0.99104	0.997693	1.00228	1.00899	2.443575
6940	-456.9812	-460.5838	3.602588	84149.03	15.88108	0.995622	0.998877	1.00112	1.00439	2.477604
6950	-459.35	-457.2677	-2.082256	6064.058	18.42591	0.983724	0.995784	1.00412	1.01637	2.74704
6960	-471.5369	-467.3556	-4.181303	1805.077	16.43517	0.970242	0.992201	1.00748	1.03007	2.946498
6970	-456.7628	-457.3499	0.5871447	97487.29	16.95831	0.995932	0.998957	1.00104	1.00407	2.644003
6980	-469.309	-461.343	-7.966043	30772.44	9.91016	0.992763	0.99814	1.00184	1.00726	3.307267
6990	-470.8145	-467.6822	-3.13225	67697.85	15.00539	0.995119	0.998748	1.00124	1.00489	2.927716
7000	-464.3037	-460.7606	-3.543098	10274.05	14.11481	0.987488	0.996769	1.00318	1.01257	2.976441
7010	-465.4669	-460.3242	-5.142659	30682.64	13.11544	0.992753	0.998137	1.00184	1.00727	3.110877
7020	-464.002	-453.6046	-10.39747	56876.89	11.27918	0.994675	0.998634	1.00136	1.00533	3.567501
7030	-471.0985	-467.7685	-3.329957	9779.982	11.65899	0.987176	0.996688	1.00325	1.01288	2.95505
7040	-461.7894	-460.1127	-1.676661	80597.61	15.33387	0.995526	0.998853	1.00114	1.00448	2.823688
7050	-461.2737	-465.4188	4.145141	13228.56	16.18392	0.98897	0.997156	1.0028	1.01107	2.44183
7060	-463.1669	-453.6974	-9.469494	77395.34	10.81914	0.995435	0.998829	1.00116	1.00457	3.484123
7070	-459.1305	-446.7551	-12.37544	73085.84	8.091775	0.995302	0.998795	1.0012	1.00471	3.613226
7080	-472.5735	-462.1473	-10.4262	54178.62	14.67813	0.994544	0.9986	1.00139	1.00547	3.432783
7090	-460.1289	-457.7106	-2.418272	45784.77	15.28888	0.994066	0.998476	1.00151	1.00595	2.873213
7100	-468.4006	-465.7659	-2.634715	42861.82	11.62764	0.993867	0.998425	1.00156	1.00615	2.89427
7110	-453.2544	-449.8454	-3.408985	66466.94	13.6979	0.995074	0.998736	1.00125	1.00493	2.973588
7120	-461.52	-460.3394	-1.180609	90274.33	13.9877	0.995773	0.998916	1.00108	1.00423	2.809893
7130	-458.132	-459.3342	1.202254	35356.85	16.8449	0.993248	0.998265	1.00172	1.00677	2.610303
7140	-458.9523	-461.0783	2.126031	99944.34	15.92318	0.995982	0.99897	1.00102	1.00402	2.570071
7150	-452.5531	-460.3116	7.758458	22469.01	18.32192	0.991533	0.997821	1.00215	1.00849	2.214
7160	-464.0913	-456.2632	-7.828036	7625.532	13.35736	0.985482	0.996245	1.00368	1.01459	3.308056
7170	-467.228	-454.5333	-12.6947	4776.625	14.95989	0.981669	0.995243	1.00464	1.01845	3.568111
7180	-464.1591	-456.6678	-7.491326	12633.06	10.50494	0.988714	0.997089	1.00287	1.01133	3.290982
7190	-458.0387	-453.3914	-4.647245	25702.1	17.65072	0.992083	0.997964	1.00201	1.00794	2.921948
7200	-466.4668	-460.3317	-6.135037	95333.58	12.39508	0.995886	0.998946	1.00105	1.00412	3.196499
7210	-461.8183	-454.8359	-6.982305	95269.79	14.2048	0.995885	0.998945	1.00105	1.00412	3.216778
7220	-470.2282	-463.6114	-6.616848	19263.54	14.26593	0.990857	0.997646	1.00232	1.00917	3.188861
7230	-457.0774	-452.6757	-4.40174	90289.77	11.19046	0.995773	0.998916	1.00108	1.00423	3.032648
7240	-462.7883	-459.0337	-3.754592	94589.69	9.558325	0.99587	0.998941	1.00105	1.00414	2.840707
7250	-457.7583	-455.5586	-2.199701	77490.76	15.09507	0.995437	0.99883	1.00116	1.00457	2.86354
7260	-463.4919	-461.3483	-2.143591	19740.54	14.76186	0.990968	0.997675	1.0023	1.00906	2.866894
7270	-456.9541	-457.774	0.819926	51806.52	15.50205	0.994421	0.998568	1.00142	1.00559	2.658686
7280	-457.1731	-458.1974	1.024271	53611.41	16.63193	0.994516	0.998592	1.0014	1.0055	2.625624
7290	-452.6535	-452.8205	0.1670135	24549.03	17.11229	0.991899	0.997916	1.00206	1.00812	2.664621
7300	-460.9005	-454.5789	-6.32158	47114	14.58887	0.99415	0.998498	1.00149	1.00586	3.156514
7310	-469.8322	-463.9592	-5.872968	54102.83	9.975255	0.994541	0.998599	1.00139	1.00547	3.101463
7320	-457.4016	-455.2858	-2.115798	16571.74	11.67646	0.990143	0.997461	1.0025	1.00989	2.851603
7330	-467.4219	-462.6473	-4.774576	41578.8	10.84132	0.993773	0.998401	1.00159	1.00624	3.051273
7340	-462.133	-458.5386	-3.594429	21069.8	15.89708	0.991257	0.99775	1.00222	1.00877	2.930231
7350	-457.3933	-455.5661	-1.827132	49448.5	14.88629	0.99429	0.998534	1.00145	1.00572	2.843119
7360	-453.2246	-453.7683	0.5437106	67649.67	13.67843	0.995117	0.998748	1.00124	1.00489	2.684869
7370	-457.1362	-450.4509	-6.685321	30151.56	9.850974	0.992689	0.998121	1.00186	1.00733	3.173399
7380	-454.3603	-446.1542	-8.206168	55199.78	10.3572	0.994595	0.998613	1.00138	1.00542	3.353729
7390	-462.2081	-453.7616	-8.446526	34685.09	10.74125	0.993183	0.998249	1.00173	1.00683	3.388021
7400	-457.1701	-456.1882	-0.9818655	91264.67	14.7927	0.995796	0.998922	1.00107	1.00421	2.787751
7410	-464.8748	-465.2862	0.4113832	43289.12	15.38732	0.993897	0.998433	1.00155	1.00612	2.686758
7420	-447.0801	-456.5047	9.424599	54456.28	20.96213	0.994558	0.998603	1.00139	1.00545	2.093773
7430	-449.5977	-451.5933	1.995622	53142.26	16.94469	0.994491	0.998586	1.0014	1.00552	2.561223
7440	-457.1396	-455.5963	-1.543283	6903.408	14.56107	0.984743	0.996051	1.00387	1.01534	2.829396
7450	-451.2875	-455.3634	4.075854	33774.65	18.98796	0.993092	0.998225	1.00176	1.00692	2.400369
7460	-454.2426	-452.9033	-1.339326	16870.3	16.13008	0.990231	0.997483	1.00248	1.0098	2.782192
7470	-448.5828	-450.9047	2.321949	13578.62	14.98114	0.989113	0.997193	1.00277	1.01093	2.564281
7480	-457.1452	-455.8364	-1.308783	36975.86	13.60495	0.993397	0.998304	1.00168	1.00662	2.82038
7490	-456.991	-451.4448	-5.546238	25331.88	9.787248	0.992025	0.997949	1.00203	1.008	3.051791
