Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
2460	-460.6496	-461.0153	0.3657203	55978.54	15.26256	0.994633	0.998623	1.00137	1.00538	2.691478
2470	-446.7658	-449.7199	2.9541	66305.52	14.54358	0.995068	0.998735	1.00126	1.00494	2.520416
2480	-460.765	-457.366	-3.399009	28934.34	11.72747	0.992537	0.998081	1.0019	1.00748	2.962989
2490	-464.8659	-456.8583	-8.007598	46116.48	10.66921	0.994087	0.998482	1.00151	1.00593	3.345248
2500	-455.8511	-455.2754	-0.57564	46038.76	18.65547	0.994082	0.998481	1.00151	1.00593	2.657227
2510	-451.4821	-456.466	4.983824	6738.119	13.24606	0.984558	0.996003	1.00391	1.01553	2.344412
2520	-453.6124	-452.2725	-1.339914	89964.1	12.62922	0.995765	0.998914	1.00108	1.00424	2.814597
2530	-454.6268	-457.5687	2.941818	63434.94	13.74176	0.994958	0.998706	1.00128	1.00505	2.510843
2540	-457.6805	-457.0352	-0.6453676	36117.6	14.92084	0.99332	0.998284	1.0017	1.0067	2.763241
2550	-447.4921	-457.8523	10.36018	17272.78	19.73329	0.990345	0.997513	1.00245	1.00969	2.063686
2560	-450.1068	-449.097	-1.009797	50718.22	12.46401	0.994361	0.998553	1.00144	1.00565	2.784755
2570	-461.4777	-457.8212	-3.656521	94671.53	10.89313	0.995872	0.998942	1.00105	1.00413	2.951115
2580	-447.8045	-456.7508	8.946234	300.6527	18.39126	0.927673	0.980337	1.01776	1.07423	2.148736
2590	-446.2361	-452.1207	5.884532	375.7	15.83297	0.935204	0.982498	1.01598	1.06632	2.333757
2600	-451.2677	-452.4539	1.18619	38936.62	14.82087	0.993566	0.998347	1.00164	1.00645	2.641052
2610	-460.6064	-461.1527	0.5463749	99229	15.5358	0.995968	0.998966	1.00103	1.00404	2.675823
2620	-458.3113	-455.2136	-3.097642	99229	12.32014	0.995968	0.998966	1.00103	1.00404	2.950439
2630	-475.6418	-459.5134	-16.12833	23853.66	13.1036	0.991782	0.997886	1.00209	1.00824	3.949414
2640	-456.3638	-454.096	-2.26781	99740.91	12.85748	0.995978	0.998969	1.00103	1.00403	2.890366
2650	-454.6877	-458.1389	3.451265	22817.71	14.65237	0.991598	0.997838	1.00214	1.00843	2.487141
2660	-459.0843	-458.1603	-0.9239655	16442.56	12.27644	0.990105	0.997451	1.00251	1.00993	2.772725
2670	-466.8036	-463.391	-3.412524	38370.71	14.1428	0.993518	0.998335	1.00165	1.0065	2.966665
2680	-457.2828	-452.6897	-4.59311	8700.611	12.18941	0.986406	0.996487	1.00345	1.01366	3.071031
2690	-449.4613	-454.7028	5.241543	50417.85	16.68308	0.994345	0.998548	1.00144	1.00567	2.37172
2700	-452.4209	-454.3149	1.893994	95791.93	15.36963	0.995896	0.998948	1.00105	1.00411	2.590548
2710	-459.9502	-455.5383	-4.411828	52289.05	10.61284	0.994447	0.998575	1.00141	1.00556	3.004801
2720	-467.4957	-462.5489	-4.946738	76535.74	11.87256	0.995409	0.998823	1.00117	1.0046	3.097159
2730	-450.8948	-449.6705	-1.224292	32522.44	15.85199	0.99296	0.998191	1.00179	1.00706	2.782272
2740	-475.6696	-461.1496	-14.52	62984.44	8.355758	0.99494	0.998702	1.00129	1.00507	3.906933
2750	-458.517	-451.7149	-6.802084	41217.82	12.49494	0.993746	0.998394	1.00159	1.00627	3.249069
2760	-461.1983	-452.8486	-8.34976	8209.747	9.354271	0.986006	0.996382	1.00355	1.01406	3.303691
2770	-453.2145	-453.9787	0.7642151	32445.6	14.62719	0.992952	0.998189	1.00179	1.00707	2.670648
2780	-449.1084	-451.1705	2.062073	25646.21	14.24055	0.992074	0.997962	1.00202	1.00795	2.580322
2790	-460.0609	-459.5164	-0.5445244	67533.45	12.85194	0.995113	0.998746	1.00125	1.0049	2.756236
2800	-465.7156	-459.2548	-6.460755	31226.12	11.18581	0.992816	0.998154	1.00183	1.0072	3.216543
2810	-458.5466	-465.431	6.884341	40891.18	17.13618	0.993721	0.998387	1.0016	1.00629	2.271968
2820	-463.0086	-458.2009	-4.807687	53031.55	11.31	0.994486	0.998585	1.0014	1.00553	3.072893
2830	-459.9226	-455.3857	-4.536881	72552.01	16.8871	0.995285	0.998791	1.0012	1.00472	2.949208
2840	-461.9349	-453.3023	-8.632651	44007.39	12.59153	0.993947	0.998446	1.00154	1.00607	3.393067
2850	-462.0093	-454.7824	-7.22698	15960.92	11.65413	0.989957	0.997412	1.00255	1.01008	3.289289
2860	-456.4646	-451.2974	-5.167173	65871.8	10.01575	0.995052	0.998731	1.00126	1.00496	3.034231
2870	-457.1957	-452.6485	-4.547208	91490.14	14.9727	0.995801	0.998924	1.00107	1.00421	3.023075
2880	-457.0377	-459.8889	2.851245	15555.38	13.10698	0.989827	0.997379	1.00258	1.01021	2.501099
2890	-459.6237	-465.2311	5.607377	7651.793	15.32201	0.985506	0.996251	1.00367	1.01457	2.348561
2900	-453.9252	-447.1739	-6.751234	67950.51	8.740416	0.995128	0.99875	1.00124	1.00488	3.048479
2910	-454.9857	-456.5318	1.546101	409.2626	16.01526	0.937886	0.983261	1.01534	1.06351	2.605117
2920	-446.9898	-451.2199	4.230059	19861.47	14.7381	0.990995	0.997682	1.00229	1.00903	2.434897
2930	-457.6368	-458.4782	0.8414425	37065.89	15.06894	0.993405	0.998306	1.00168	1.00661	2.662323
2940	-449.6611	-448.9396	-0.7214915	66032.75	12.83712	0.995058	0.998732	1.00126	1.00495	2.769749
2950	-464.7591	-458.3393	-6.41979	21290.04	11.36574	0.991302	0.997762	1.00221	1.00872	3.216416
2960	-455.9052	-450.9589	-4.946286	38342.89	16.49811	0.993516	0.998335	1.00165	1.0065	2.990361
2970	-464.2492	-453.1349	-11.11428	28514.38	13.29885	0.992483	0.998067	1.00191	1.00754	3.557063
2980	-454.3015	-455.0216	0.7200395	75350.57	11.39389	0.995373	0.998813	1.00118	1.00463	2.59024
2990	-476.8493	-478.4389	1.589563	18590.21	14.18811	0.990693	0.997603	1.00237	1.00934	2.613241
3000	-459.4622	-458.5521	-0.9100122	89863.92	11.97192	0.995763	0.998914	1.00108	1.00424	2.761153
3010	-466.4918	-468.5973	2.105496	53360.79	16.72021	0.994503	0.998589	1.0014	1.00551	2.559021
3020	-454.3493	-450.7225	-3.626815	4795.055	15.24177	0.981704	0.995252	1.00463	1.01842	2.953702
3030	-456.3384	-454.6587	-1.679709	31487.35	14.78055	0.992846	0.998161	1.00182	1.00717	2.835142
3040	-448.1356	-446.1199	-2.015766	32233.45	12.85821	0.992929	0.998183	1.0018	1.00709	2.87077
3050	-462.1264	-459.4731	-2.653255	18573.46	15.639	0.990689	0.997602	1.00237	1.00934	2.878796
3060	-454.5629	-452.1268	-2.436168	53752.76	19.83351	0.994523	0.998594	1.0014	1.00549	2.707908
3070	-452.0049	-451.2446	-0.7602933	65563.29	13.27601	0.99504	0.998728	1.00126	1.00497	2.778316
3080	-459.2998	-462.9399	3.640036	59859.53	14.2445	0.994809	0.998668	1.00132	1.0052	2.469573
3090	-455.1699	-455.7845	0.6146573	34210.74	10.82065	0.993136	0.998236	1.00175	1.00688	2.552202
3100	-453.1637	-451.2788	-1.88493	57411.99	11.93844	0.9947	0.99864	1.00135	1.00531	2.841502
3110	-468.1266	-466.1692	-1.957379	23526.46	18.47894	0.991725	0.997871	1.0021	1.0083	2.738201
3120	-454.6653	-454.455	-0.2102969	73178.62	13.21209	0.995305	0.998796	1.0012	1.0047	2.73612
3130	-460.334	-453.7852	-6.548789	61735.77	14.12928	0.994889	0.998689	1.0013	1.00512	3.188889
3140	-455.4352	-451.862	-3.573238	2313.281	9.92825	0.973697	0.993127	1.00663	1.02655	2.865953
3150	-451.2801	-447.0987	-4.181441	23634.29	14.35681	0.991744	0.997876	1.0021	1.00828	3.015909
3160	-460.5793	-456.9542	-3.625128	18727.05	10.3137	0.990727	0.997612	1.00236	1.0093	2.907816
3170	-457.7285	-457.7812	0.0527079	59498.03	13.98275	0.994794	0.998664	1.00133	1.00522	2.721718
3180	-464.4614	-463.5517	-0.9097261	40636.36	13.98778	0.993701	0.998382	1.0016	1.00631	2.790527
3190	-468.0811	-470.2941	2.213004	67110.61	14.90706	0.995098	0.998742	1.00125	1.00491	2.571692
3200	-458.613	-462.1983	3.585344	74286.28	15.72396	0.99534	0.998805	1.00119	1.00467	2.47953
3210	-450.6437	-455.748	5.10429	8669.902	14.29564	0.986382	0.99648	1.00345	1.01368	2.367874
3220	-448.5157	-450.9127	2.396959	91803.78	16.20695	0.995808	0.998925	1.00107	1.0042	2.549539
3230	-446.9787	-453.3299	6.351213	51465.51	20.98377	0.994403	0.998563	1.00143	1.00561	2.239889
3240	-453.9292	-455.0913	1.162148	79394.18	12.43991	0.995492	0.998844	1.00115	1.00451	2.609563
3250	-457.461	-450.6734	-6.787554	34215.94	10.92822	0.993137	0.998236	1.00175	1.00688	3.239572
3260	-471.7726	-455.1232	-16.64947	67428.2	9.074778	0.995109	0.998745	1.00125	1.0049	4.189141
3270	-465.9715	-455.7168	-10.25469	21083.27	12.24633	0.991259	0.997751	1.00222	1.00877	3.533733
3280	-455.2537	-450.2597	-4.993989	85175.96	11.45923	0.995648	0.998884	1.00111	1.00436	3.093429
3290	-460.9652	-455.5229	-5.442253	30511.61	11.2798	0.992732	0.998132	1.00185	1.00729	3.128194
3300	-466.8406	-464.7662	-2.074453	27379.83	13.99459	0.992329	0.998027	1.00195	1.00769	2.873725
3310	-471.8367	-463.1196	-8.717086	56819.97	15.13092	0.994673	0.998633	1.00136	1.00534	3.293442
3320	-459.0002	-454.489	-4.5112	84680.27	12.48463	0.995635	0.998881	1.00111	1.00437	3.06571
3330	-459.4521	-456.8672	-2.584939	61680.58	14.09088	0.994887	0.998688	1.0013	1.00512	2.9089
3340	-457.5477	-454.4025	-3.145157	47995.9	17.48511	0.994204	0.998512	1.00148	1.00581	2.843507
3350	-443.8451	-443.7006	-0.144507	61666.21	14.81559	0.994886	0.998688	1.0013	1.00512	2.730895
3360	-451.2048	-451.1373	-0.06747034	65429.81	15.76264	0.995035	0.998726	1.00126	1.00497	2.711084
3370	-462.6976	-454.8761	-7.821512	83882.06	12.35158	0.995615	0.998876	1.00112	1.00439	3.33333
3380	-458.9743	-448.9433	-10.03102	62843.08	9.980132	0.994934	0.9987	1.00129	1.00508	3.51849
3390	-453.2365	-452.6412	-0.5953762	36077.22	13.49316	0.993316	0.998283	1.0017	1.0067	2.767461
3400	-462.0089	-454.3636	-7.645321	68690.65	13.96125	0.995154	0.998757	1.00123	1.00485	3.273083
3410	-461.6471	-453.5815	-8.065597	83697.99	12.81837	0.99561	0.998874	1.00112	1.0044	3.342354
3420	-464.439	-456.1371	-8.30192	55605.1	11.79507	0.994615	0.998618	1.00137	1.0054	3.380515
3430	-467.6662	-454.8608	-12.80548	97658.63	12.42101	0.995935	0.998958	1.00104	1.00407	3.733335
3440	-464.8231	-463.2732	-1.549946	52666.55	17.1141	0.994467	0.99858	1.00141	1.00554	2.764895
3450	-465.6499	-462.1242	-3.525666	69530	13.70348	0.995184	0.998765	1.00123	1.00482	2.982029
3460	-464.1275	-457.1948	-6.932716	83718.01	11.06473	0.99561	0.998875	1.00112	1.0044	3.256256
3470	-459.5959	-457.6553	-1.940604	63599.97	15.40789	0.994964	0.998708	1.00128	1.00504	2.839107
3480	-464.7589	-457.3695	-7.389457	11906.49	13.69467	0.988375	0.997001	1.00295	1.01167	3.264289
3490	-461.8701	-459.9258	-1.944262	28502.4	11.64245	0.992481	0.998067	1.00191	1.00754	2.835511
3500	-454.9517	-451.0045	-3.947142	77797.26	16.93034	0.995446	0.998832	1.00116	1.00456	2.912524
3510	-454.9295	-456.024	1.094493	78868.19	12.08002	0.995477	0.99884	1.00115	1.00453	2.599228
3520	-446.1505	-450.813	4.662555	56326.11	17.0232	0.994649	0.998627	1.00136	1.00536	2.402957
3530	-455.6879	-454.4469	-1.240998	79124.88	14.75992	0.995485	0.998842	1.00115	1.00452	2.805781
3540	-455.3499	-450.7439	-4.606005	24902.54	11.40328	0.991957	0.997931	1.00205	1.00807	3.057967
3550	-461.1146	-452.451	-8.663646	56907.96	14.27017	0.994677	0.998634	1.00136	1.00533	3.332139
3560	-474.3988	-463.4183	-10.98049	40153.84	15.1322	0.993664	0.998373	1.00161	1.00635	3.442951
3570	-455.2426	-447.6165	-7.626019	65761.81	10.2494	0.995048	0.99873	1.00126	1.00496	3.292649
3580	-457.3751	-452.0136	-5.361492	24801.31	13.48576	0.99194	0.997927	1.00205	1.00808	3.12084
3590	-456.3211	-451.5024	-4.818727	20113.06	12.38912	0.991051	0.997697	1.00228	1.00898	3.090294
3600	-459.2983	-457.755	-1.543297	68478.7	13.17038	0.995147	0.998755	1.00124	1.00486	2.836787
3610	-445.3328	-454.327	8.994227	83236.7	16.68579	0.995598	0.998871	1.00112	1.00441	2.146798
3620	-464.8124	-459.8617	-4.9507	93074.91	12.21585	0.995837	0.998933	1.00106	1.00417	3.100496
3630	-450.7501	-448.7841	-1.966046	65643.98	14.09759	0.995043	0.998728	1.00126	1.00497	2.864904
3640	-448.4065	-451.1629	2.756351	23625.2	14.59928	0.991742	0.997876	1.0021	1.00828	2.534318
3650	-463.4004	-455.4681	-7.932325	63028.96	18.12305	0.994941	0.998702	1.00129	1.00507	3.081591
3660	-459.5465	-458.4532	-1.093335	55804.2	13.37045	0.994624	0.998621	1.00137	1.00539	2.803924
3670	-458.1365	-453.1164	-5.020067	37784.9	14.8765	0.993468	0.998322	1.00166	1.00655	3.057938
3680	-455.7517	-454.68	-1.071663	10125.76	15.23158	0.987396	0.996745	1.0032	1.01266	2.786258
3690	-463.4874	-462.7938	-0.6935518	82251.13	15.63924	0.995571	0.998864	1.00113	1.00444	2.753482
3700	-456.2471	-451.6598	-4.587306	25273.98	15.70803	0.992016	0.997947	1.00203	1.00801	2.999887
3710	-454.7644	-451.6209	-3.143548	60064.43	13.23775	0.994818	0.998671	1.00132	1.00519	2.95802
3720	-455.3007	-454.8971	-0.4035787	16509.79	16.07743	0.990125	0.997456	1.00251	1.00991	2.725418
3730	-449.2253	-446.7574	-2.46785	25129.48	12.20352	0.991993	0.997941	1.00204	1.00803	2.896984
3740	-462.5837	-456.9464	-5.637232	72443.13	9.800082	0.995281	0.99879	1.0012	1.00473	3.0623
3750	-459.3236	-457.4594	-1.864277	29496.24	13.48877	0.992609	0.9981	1.00188	1.00741	2.861509
3760	-449.0763	-453.2512	4.174963	98752.26	17.50587	0.995958	0.998964	1.00103	1.00405	2.424524
3770	-468.4262	-465.3712	-3.055037	4502.832	16.88598	0.981121	0.995098	1.00477	1.01901	2.8615
3780	-448.4499	-450.5245	2.074555	90612.75	16.49142	0.99578	0.998918	1.00108	1.00423	2.56492
3790	-453.4611	-457.1853	3.724227	13859.16	15.00404	0.989223	0.997222	1.00274	1.01082	2.470776
3800	-455.962	-451.5484	-4.413681	95144.08	12.23468	0.995882	0.998944	1.00105	1.00412	3.056685
3810	-451.4937	-454.3421	2.848385	78933.87	17.98485	0.995479	0.998841	1.00115	1.00453	2.489925
3820	-453.4235	-450.5253	-2.898275	89516.48	17.63312	0.995755	0.998912	1.00108	1.00425	2.823558
3830	-474.7492	-469.3648	-5.38432	4930.515	10.82504	0.981956	0.995319	1.00457	1.01816	3.106798
3840	-468.2095	-462.7029	-5.506613	55542.2	14.04042	0.994612	0.998617	1.00137	1.0054	3.117687
3850	-467.7509	-460.1127	-7.638205	66274.24	12.70565	0.995067	0.998735	1.00126	1.00494	3.311641
3860	-461.0532	-453.9855	-7.067665	86300.95	11.515	0.995676	0.998892	1.0011	1.00433	3.27485
3870	-459.4736	-454.583	-4.890562	59756.34	12.7597	0.994805	0.998667	1.00132	1.0052	3.095068
3880	-462.618	-462.9248	0.306793	35915.78	14.69701	0.993301	0.998279	1.00171	1.00672	2.701418
3890	-466.1226	-460.8159	-5.306664	51763.58	11.51293	0.994419	0.998567	1.00142	1.00559	3.121876
3900	-453.7848	-448.2622	-5.522641	6703.423	13.80238	0.984518	0.995992	1.00392	1.01557	3.125273
3910	-465.0341	-462.4306	-2.603484	95258.29	16.81948	0.995885	0.998945	1.00105	1.00412	2.837138
3920	-466.1615	-465.6194	-0.5421433	35655.77	14.65539	0.993276	0.998273	1.00171	1.00674	2.759651
3930	-471.3256	-462.3126	-9.013083	51661.04	12.13126	0.994413	0.998566	1.00142	1.0056	3.434894
3940	-463.1326	-458.188	-4.944571	27995.49	14.17689	0.992413	0.998049	1.00193	1.00761	3.07408
3950	-450.4271	-450.0483	-0.3787809	24675.7	15.72909	0.99192	0.997922	1.00206	1.0081	2.731532
3960	-467.233	-454.9405	-12.29245	50909.09	11.84636	0.994372	0.998555	1.00143	1.00564	3.716887
3970	-458.7241	-453.2763	-5.447837	63971.86	11.4993	0.994979	0.998712	1.00128	1.00503	3.133866
3980	-470.8773	-461.0433	-9.833937	67249.31	9.863571	0.995103	0.998744	1.00125	1.00491	3.493619
3990	-463.3757	-454.5119	-8.86381	14809.44	10.10865	0.989574	0.997313	1.00265	1.01046	3.407645
4000	-453.9508	-448.372	-5.578877	71999.03	12.74409	0.995267	0.998786	1.00121	1.00474	3.149177
4010	-457.3759	-450.6754	-6.70052	20481.21	11.97256	0.991132	0.997717	1.00225	1.0089	3.244826
4020	-456.1617	-448.7164	-7.445258	68451.53	17.73838	0.995146	0.998755	1.00124	1.00486	3.075709
4030	-456.404	-451.761	-4.64298	47730.72	13.19916	0.994188	0.998508	1.00148	1.00582	3.071785
4040	-464.5389	-462.2514	-2.287505	54866.9	10.98477	0.994579	0.998609	1.00138	1.00543	2.831467
4050	-463.1004	-458.2254	-4.87504	90508.23	11.59497	0.995778	0.998918	1.00108	1.00423	3.086255
4060	-452.6099	-457.9098	5.299886	87169.5	18.42445	0.995698	0.998897	1.0011	1.00431	2.346426
4070	-455.6711	-457.7332	2.062074	8167.137	12.45015	0.98597	0.996373	1.00356	1.0141	2.537679
4080	-456.2937	-463.3856	7.0919	74412.17	14.97328	0.995344	0.998806	1.00119	1.00466	2.245731
4090	-456.2285	-462.0796	5.851072	54611.03	13.78572	0.994566	0.998605	1.00138	1.00544	2.300664
4100	-471.0538	-467.8789	-3.174812	89485.24	15.08305	0.995754	0.998911	1.00108	1.00425	2.928466
4110	-454.3445	-460.53	6.185449	16032.28	13.30186	0.989979	0.997418	1.00255	1.01006	2.256361
4120	-453.4593	-454.387	0.9277094	81146.1	16.14094	0.995541	0.998857	1.00114	1.00447	2.641443
4130	-450.4993	-451.8765	1.377168	45127.97	17.03019	0.994023	0.998465	1.00152	1.00599	2.595793
4140	-465.4997	-459.335	-6.164731	12574.4	11.08485	0.988687	0.997082	1.00287	1.01136	3.18742
4150	-457.1997	-450.3566	-6.843048	11288.79	14.80504	0.988062	0.996919	1.00303	1.01199	3.183461
4160	-464.4282	-462.9197	-1.508495	67244.81	13.3828	0.995102	0.998744	1.00125	1.00491	2.835003
4170	-466.6713	-464.1293	-2.54205	4904.362	15.37279	0.981908	0.995306	1.00458	1.01821	2.879088
4180	-458.1709	-458.3492	0.1782204	14353.38	13.67026	0.98941	0.99727	1.00269	1.01063	2.711537
4190	-474.2308	-464.5089	-9.721887	69724.69	8.621059	0.99519	0.998766	1.00123	1.00482	3.372643
4200	-464.7696	-458.9204	-5.849208	54216.62	11.94272	0.994546	0.9986	1.00139	1.00546	3.173583
4210	-454.8401	-458.7623	3.922269	80904.71	11.54113	0.995535	0.998855	1.00114	1.00447	2.322794
4220	-454.8954	-455.4132	0.5178287	30862.04	16.4767	0.992774	0.998143	1.00184	1.00724	2.659648
4230	-453.8656	-458.9786	5.112956	44139.7	14.99342	0.993956	0.998448	1.00154	1.00606	2.378109
4240	-455.9523	-457.2469	1.294566	85177.1	18.61288	0.995648	0.998884	1.00111	1.00436	2.558251
4250	-464.1053	-461.2088	-2.896533	11161.25	13.63525	0.987994	0.996901	1.00305	1.01206	2.936802
4260	-459.0941	-464.3817	5.287627	77299.23	18.64049	0.995432	0.998829	1.00116	1.00458	2.343212
4270	-450.9806	-457.9317	6.951083	30765.64	15.31816	0.992762	0.99814	1.00184	1.00726	2.26081
4280	-465.7064	-468.9117	3.205357	51780.38	17.21038	0.99442	0.998568	1.00142	1.00559	2.485369
4290	-454.8535	-451.2909	-3.562576	68540.56	13.57043	0.995149	0.998756	1.00124	1.00486	2.986469
4300	-456.2414	-450.8816	-5.359808	99767.04	9.214123	0.995979	0.998969	1.00102	1.00403	2.965315
4310	-458.2034	-453.17	-5.033465	81282.06	11.97177	0.995545	0.998858	1.00114	1.00446	3.105579
4320	-453.9329	-454.4641	0.5312375	18742.96	21.65091	0.990731	0.997613	1.00236	1.0093	2.492786
4330	-470.7384	-465.7663	-4.972065	8588.482	11.51507	0.986318	0.996464	1.00347	1.01375	3.092863
4340	-457.212	-459.0806	1.868637	4647.622	12.77042	0.981417	0.995176	1.0047	1.01871	2.565713
4350	-452.481	-452.6112	0.1301572	4604.012	14.3294	0.981329	0.995153	1.00472	1.01879	2.715701
4360	-453.5353	-449.9447	-3.590538	80498.74	11.18467	0.995523	0.998852	1.00114	1.00448	2.959897
4370	-464.9714	-458.8744	-6.097016	86281.22	9.537312	0.995676	0.998891	1.0011	1.00433	3.083551
4380	-464.0256	-464.475	0.4494297	39851.83	17.79273	0.99364	0.998367	1.00162	1.00637	2.62905
4390	-462.7777	-456.6431	-6.134627	80010.53	10.0211	0.99551	0.998849	1.00114	1.0045	3.13123
4400	-452.893	-452.9526	0.0595734	73479.26	16.34596	0.995315	0.998798	1.00119	1.00469	2.690573
4410	-460.1073	-461.7401	1.632798	18819.17	17.28862	0.990749	0.997618	1.00235	1.00928	2.574932
4420	-459.3756	-456.3419	-3.033707	84992.24	10.45272	0.995643	0.998883	1.00111	1.00436	2.86242
4430	-457.2865	-449.8906	-7.395953	55690.74	12.32374	0.994619	0.998619	1.00137	1.00539	3.299273
4440	-456.2655	-452.2912	-3.974341	21800.4	12.86006	0.991404	0.997788	1.00219	1.00862	3.023086
4450	-465.6412	-457.3014	-8.339774	90070.79	9.477846	0.995768	0.998915	1.00108	1.00424	3.313728
4460	-454.8698	-454.2294	-0.6403968	27765.77	18.06757	0.992382	0.998041	1.00194	1.00764	2.681119
4470	-454.6889	-454.6813	-0.007508289	97456.41	15.33597	0.995931	0.998957	1.00104	1.00407	2.714801
4480	-452.9881	-452.6924	-0.2957806	21147.77	12.19641	0.991273	0.997754	1.00222	1.00875	2.71874
4490	-450.377	-458.4854	8.108354	95172.23	19.30086	0.995883	0.998945	1.00105	1.00412	2.184005
4500	-444.3109	-451.0252	6.71432	12015.33	14.42582	0.988428	0.997014	1.00294	1.01162	2.258858
4510	-464.5488	-458.3713	-6.177476	90581.73	10.89422	0.99578	0.998918	1.00108	1.00423	3.182579
4520	-467.7251	-456.587	-11.13808	79039.54	11.10662	0.995482	0.998842	1.00115	1.00452	3.635805
4530	-464.1277	-456.0859	-8.041817	17292.21	11.95941	0.99035	0.997515	1.00245	1.00968	3.357001
4540	-455.469	-450.9466	-4.522318	69810.65	11.87404	0.995193	0.998767	1.00122	1.00481	3.061435
4550	-455.3722	-455.7827	0.4105402	59142.9	11.3725	0.994778	0.99866	1.00133	1.00523	2.615928
4560	-464.1875	-458.5704	-5.617062	23211.02	13.57972	0.991669	0.997857	1.00212	1.00836	3.137646
4570	-454.7821	-452.4332	-2.348873	40895.89	12.81923	0.993721	0.998388	1.0016	1.00629	2.896382
4580	-463.3874	-458.2647	-5.122712	13508.34	10.96742	0.989085	0.997185	1.00277	1.01096	3.088865
4590	-456.1425	-455.985	-0.1574492	20180.69	12.90113	0.991066	0.9977	1.00227	1.00896	2.727101
4600	-463.6903	-455.2152	-8.475109	93826.18	11.84059	0.995853	0.998937	1.00106	1.00415	3.394714
4610	-466.0404	-460.7117	-5.328671	81179.53	12.01782	0.995542	0.998857	1.00114	1.00446	3.130574
4620	-456.2183	-454.989	-1.229353	19347.51	17.3932	0.990876	0.997651	1.00232	1.00915	2.737019
4630	-453.6347	-453.9009	0.2662242	21227.07	16.76329	0.991289	0.997758	1.00221	1.00874	2.667944
4640	-452.3205	-463.5836	11.26304	72364.17	19.75814	0.995279	0.998789	1.0012	1.00473	2.017755
4650	-444.2675	-450.4567	6.189216	30576.16	15.49523	0.99274	0.998134	1.00185	1.00728	2.312267
4660	-471.7783	-460.005	-11.77329	35504.37	7.889293	0.993262	0.998269	1.00171	1.00675	3.503072
4670	-458.029	-454.2073	-3.821702	78280.38	10.81614	0.995461	0.998836	1.00116	1.00455	2.96193
4680	-453.8552	-447.444	-6.411241	61511.07	10.04244	0.99488	0.998686	1.0013	1.00513	3.160381
4690	-474.2149	-459.5986	-14.61628	34151.35	8.958683	0.99313	0.998235	1.00175	1.00689	3.960141
4700	-463.1557	-457.9429	-5.212792	16194.16	11.34606	0.990029	0.997431	1.00253	1.01001	3.109699
4710	-458.1131	-454.9986	-3.114505	27364.47	11.65415	0.992326	0.998027	1.00195	1.00769	2.936412
4720	-470.2838	-464.1514	-6.13239	73521.94	11.19655	0.995316	0.998799	1.00119	1.00469	3.187452
4730	-466.655	-461.2523	-5.402763	15151.33	12.91196	0.989692	0.997344	1.00262	1.01035	3.133548
4740	-464.0891	-461.1184	-2.970681	8898.09	14.66747	0.986557	0.996526	1.00341	1.01351	2.925089
4750	-464.556	-460.5156	-4.040381	28560.25	11.66235	0.992489	0.998069	1.00191	1.00753	3.01607
4760	-475.0032	-463.4307	-11.57243	96649.17	10.93271	0.995914	0.998953	1.00104	1.00409	3.677366
4770	-462.5878	-456.8173	-5.770455	57459.25	10.95662	0.994702	0.998641	1.00135	1.00531	3.147539
4780	-465.3527	-459.5041	-5.848507	98774.82	11.01829	0.995958	0.998964	1.00103	1.00405	3.156772
4790	-460.8604	-452.0569	-8.803469	69363.23	8.920503	0.995178	0.998763	1.00123	1.00483	3.306694
4800	-462.7605	-454.2178	-8.542689	36045.8	11.69468	0.993313	0.998282	1.0017	1.0067	3.401872
4810	-460.9002	-451.4481	-9.452114	90177.95	11.23355	0.99577	0.998916	1.00108	1.00424	3.483855
4820	-465.9492	-459.3447	-6.604479	82884.66	13.94753	0.995588	0.998869	1.00112	1.00442	3.198984
4830	-468.3964	-461.4706	-6.925741	25121.06	10.57518	0.991992	0.99794	1.00204	1.00803	3.240149
4840	-449.9294	-455.4167	5.487217	21791.25	17.84664	0.991402	0.997788	1.00219	1.00862	2.345172
4850	-449.6932	-458.9779	9.284746	76874.05	17.03582	0.995419	0.998825	1.00117	1.00459	2.131491
4860	-477.1733	-473.1134	-4.059912	89021.53	11.53645	0.995743	0.998909	1.00108	1.00426	3.014286
4870	-463.54	-456.4555	-7.084477	60970.21	12.69208	0.994857	0.99868	1.00131	1.00515	3.268316
4880	-453.7783	-450.909	-2.869289	1752.158	11.23422	0.969799	0.992082	1.00759	1.03053	2.897891
4890	-460.0881	-457.4071	-2.680989	52263.38	15.74107	0.994445	0.998574	1.00141	1.00557	2.877538
4900	-461.6358	-452.5784	-9.057435	60229.97	10.55795	0.994825	0.998672	1.00132	1.00518	3.441335
4910	-452.0056	-448.7342	-3.271396	80472.95	13.10916	0.995523	0.998852	1.00114	1.00448	2.968221
4920	-448.2403	-448.7532	0.5128488	18546.57	14.26455	0.990682	0.997601	1.00237	1.00935	2.689091
4930	-456.1275	-455.2318	-0.8956709	48903.45	12.76409	0.994258	0.998526	1.00146	1.00575	2.782061
4940	-457.3503	-452.8833	-4.466943	98818.57	11.7556	0.995959	0.998964	1.00103	1.00405	3.054621
4950	-453.7981	-457.6398	3.841686	65498.05	14.35983	0.995038	0.998727	1.00126	1.00497	2.457113
