Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
4960	-454.7786	-453.2004	-1.578267	1846.663	12.57701	0.970577	0.992291	1.0074	1.02973	2.832558
4970	-475.7394	-466.983	-8.756407	4380.756	10.59283	0.980861	0.99503	1.00484	1.01927	3.413693
4980	-461.3294	-454.286	-7.043485	40673.92	9.9801	0.993704	0.998383	1.0016	1.00631	3.21914
4990	-458.7143	-451.1189	-7.595364	35548.04	9.958833	0.993266	0.99827	1.00171	1.00675	3.273075
5000	-460.3513	-452.5846	-7.766734	32636	9.761526	0.992973	0.998194	1.00179	1.00704	3.276781
5010	-467.2613	-459.9907	-7.270614	57266.9	12.36942	0.994693	0.998638	1.00135	1.00532	3.288481
5020	-474.4512	-465.8604	-8.590827	12596.79	11.40465	0.988697	0.997085	1.00287	1.01135	3.40741
5030	-463.4882	-463.2705	-0.2177417	40577.03	12.15211	0.993697	0.998381	1.0016	1.00632	2.710681
5040	-468.9414	-460.2327	-8.708706	65467.38	8.99179	0.995037	0.998727	1.00126	1.00497	3.304647
5050	-461.0435	-456.6579	-4.385578	64037.67	12.00118	0.994981	0.998713	1.00128	1.00503	3.051875
5060	-457.7081	-451.766	-5.942047	47609.91	12.03281	0.994181	0.998506	1.00148	1.00583	3.181648
5070	-457.0595	-453.0321	-4.027469	80257.3	12.72242	0.995517	0.99885	1.00114	1.00449	3.027454
5080	-469.5196	-463.3785	-6.141092	96200.26	12.51665	0.995905	0.99895	1.00104	1.0041	3.195964
5090	-455.6033	-449.2272	-6.376072	53475.69	15.74713	0.994509	0.998591	1.0014	1.0055	3.112007
5100	-445.3069	-447.8088	2.501921	99769.31	16.41635	0.995979	0.998969	1.00102	1.00403	2.540136
5110	-455.3076	-456.1976	0.8900457	47230.33	12.92144	0.994157	0.9985	1.00149	1.00585	2.646425
5120	-462.3011	-461.62	-0.6811346	51021.99	13.14614	0.994378	0.998557	1.00143	1.00563	2.771058
5130	-455.6264	-451.4166	-4.209791	91339.37	10.43283	0.995797	0.998923	1.00107	1.00421	2.973502
5140	-452.6474	-450.0947	-2.552715	42214.75	11.93907	0.99382	0.998413	1.00157	1.00619	2.897455
5150	-456.1612	-449.1595	-7.00169	77051.91	11.02166	0.995425	0.998827	1.00117	1.00458	3.261512
5160	-467.3254	-457.1251	-10.20027	9659.406	8.888971	0.987097	0.996667	1.00327	1.01296	3.459939
5170	-456.7112	-455.2251	-1.486129	51524.01	15.63894	0.994406	0.998564	1.00142	1.00561	2.804168
5180	-459.9234	-455.0518	-4.871629	83304.4	12.64316	0.995599	0.998872	1.00112	1.00441	3.094189
5190	-473.6226	-461.5911	-12.03158	16490.72	12.1425	0.990119	0.997454	1.00251	1.00992	3.683246
5200	-453.4426	-454.1135	0.6708901	55970.83	17.60754	0.994632	0.998623	1.00137	1.00538	2.621864
5210	-466.8834	-461.9889	-4.894497	12360.15	14.82002	0.98859	0.997057	1.0029	1.01146	3.051358
5220	-454.2366	-451.0911	-3.145505	94788.14	14.90897	0.995874	0.998942	1.00105	1.00413	2.931105
5230	-464.6615	-456.4407	-8.220851	94381.08	14.66527	0.995866	0.99894	1.00105	1.00414	3.283139
5240	-450.2681	-448.6458	-1.622256	21464.76	14.47843	0.991337	0.997771	1.0022	1.00869	2.836025
5250	-458.855	-457.6863	-1.168638	86109.7	20.47902	0.995672	0.99889	1.0011	1.00433	2.618476
5260	-452.6324	-455.4155	2.783087	1904.371	15.46021	0.971024	0.992411	1.00729	1.02928	2.532274
5270	-452.0763	-452.5086	0.4322947	30115.32	13.88061	0.992685	0.99812	1.00186	1.00733	2.694215
5280	-461.6677	-453.1503	-8.517366	39360.98	15.43022	0.9936	0.998356	1.00163	1.00641	3.264783
5290	-457.9277	-453.6956	-4.232097	98491.54	12.42247	0.995953	0.998963	1.00103	1.00405	3.04311
5300	-464.8614	-456.4201	-8.441294	51361.44	12.40583	0.994397	0.998562	1.00143	1.00561	3.382322
5310	-460.9932	-456.0273	-4.965909	55271.05	14.72211	0.994598	0.998614	1.00138	1.00541	3.059372
5320	-455.5134	-452.3025	-3.210906	47263.33	11.2999	0.994159	0.998501	1.00149	1.00585	2.931268
5330	-462.9406	-457.6222	-5.318409	88405.35	14.18659	0.995728	0.998905	1.00109	1.00428	3.100169
5340	-460.8843	-458.4571	-2.42717	97391.18	11.43832	0.99593	0.998957	1.00104	1.00408	2.868498
5350	-457.6517	-454.2923	-3.359356	30979.17	12.36171	0.992787	0.998146	1.00184	1.00723	2.972188
5360	-452.2323	-454.7186	2.486361	78697.04	14.30009	0.995473	0.998839	1.00115	1.00453	2.551038
5370	-454.4393	-453.8796	-0.5597057	52158.42	11.20321	0.99444	0.998573	1.00142	1.00557	2.690197
5380	-455.6987	-454.4429	-1.255834	41860.27	14.48214	0.993794	0.998406	1.00158	1.00622	2.810671
5390	-469.0379	-465.5936	-3.444362	57290.98	14.29439	0.994694	0.998639	1.00135	1.00532	2.965891
5400	-451.453	-450.624	-0.8290255	78736.02	14.50666	0.995474	0.998839	1.00115	1.00453	2.780942
5410	-450.5279	-450.3318	-0.1960415	73460.76	14.14839	0.995314	0.998798	1.00119	1.00469	2.73922
5420	-454.837	-450.9793	-3.857664	94511.32	13.85183	0.995868	0.998941	1.00105	1.00414	3.003788
5430	-462.9295	-453.5358	-9.393719	20180.95	19.27268	0.991067	0.9977	1.00227	1.00896	3.092511
5440	-456.2946	-453.5073	-2.787365	70553.28	11.6009	0.995219	0.998774	1.00122	1.00479	2.906424
5450	-462.3785	-465.9377	3.559161	67760.5	14.51085	0.995121	0.998749	1.00124	1.00489	2.478489
5460	-460.1245	-459.6575	-0.4669746	65351.96	15.43074	0.995032	0.998726	1.00127	1.00498	2.743045
5470	-454.2748	-454.3786	0.1038141	73781.78	14.59183	0.995324	0.998801	1.00119	1.00468	2.716062
5480	-455.9015	-455.055	-0.8464113	70301.33	13.40148	0.99521	0.998771	1.00122	1.0048	2.785636
5490	-457.2673	-447.9017	-9.365586	51066.83	9.018951	0.994381	0.998558	1.00143	1.00563	3.380637
5500	-463.0958	-454.6481	-8.447749	61765.96	12.34664	0.99489	0.998689	1.0013	1.00512	3.384137
5510	-455.1361	-449.4835	-5.652571	73408.57	12.36399	0.995312	0.998798	1.00119	1.0047	3.15769
5520	-453.7653	-456.8255	3.060194	21543.28	19.49755	0.991353	0.997775	1.0022	1.00867	2.440188
5530	-452.8811	-450.8173	-2.063794	51748.52	18.1853	0.994418	0.998567	1.00142	1.00559	2.755382
5540	-459.9298	-458.071	-1.858802	60133.31	11.00953	0.994821	0.998671	1.00132	1.00519	2.794094
5550	-460.7232	-453.3476	-7.37559	10008.42	10.74491	0.987323	0.996726	1.00322	1.01273	3.28843
5560	-464.6162	-455.6057	-9.010519	67522.87	11.91838	0.995113	0.998746	1.00125	1.0049	3.438702
5570	-448.1867	-448.3766	0.189857	53898.72	13.24551	0.99453	0.998596	1.00139	1.00548	2.706321
5580	-469.826	-457.7792	-12.04682	70174.22	10.63843	0.995206	0.99877	1.00122	1.0048	3.724053
5590	-462.2743	-455.949	-6.325255	70046.17	11.04943	0.995201	0.998769	1.00122	1.00481	3.200931
5600	-450.139	-452.3864	2.247431	24791.27	19.81683	0.991939	0.997927	1.00205	1.00808	2.47227
5610	-443.9927	-448.1473	4.154631	80559.25	16.16418	0.995525	0.998853	1.00114	1.00448	2.441373
5620	-465.3561	-456.081	-9.275056	15869.18	11.45288	0.989928	0.997405	1.00256	1.01011	3.467069
5630	-452.3956	-457.9499	5.554314	28293.44	12.90362	0.992453	0.99806	1.00192	1.00757	2.284502
5640	-453.0006	-454.2362	1.235614	67354.77	14.71403	0.995106	0.998745	1.00125	1.0049	2.638162
5650	-463.4169	-461.4403	-1.976608	54737.34	11.29278	0.994572	0.998607	1.00138	1.00544	2.821654
5660	-449.5678	-452.8795	3.31175	71628.1	17.02702	0.995255	0.998783	1.00121	1.00475	2.482247
5670	-462.1096	-456.8381	-5.271432	19591.34	14.25992	0.990933	0.997666	1.0023	1.0091	3.094728
5680	-448.3712	-450.5645	2.193252	44141.94	13.99504	0.993956	0.998448	1.00154	1.00606	2.568776
5690	-451.3106	-449.1769	-2.133657	6047.062	13.89541	0.983702	0.995778	1.00413	1.01639	2.878939
5700	-449.316	-444.1086	-5.207427	60035.35	16.1776	0.994817	0.99867	1.00132	1.00519	3.01999
5710	-472.6497	-461.0608	-11.58891	12971.32	12.29816	0.988861	0.997127	1.00283	1.01118	3.640566
5720	-463.1662	-458.4124	-4.753852	62636.39	14.70211	0.994926	0.998698	1.00129	1.00508	3.045591
5730	-456.0198	-457.4535	1.43376	63146.7	10.72645	0.994946	0.998703	1.00129	1.00506	2.466587
5740	-448.9588	-449.4734	0.5146277	85418.68	13.92306	0.995654	0.998886	1.00111	1.00435	2.688469
5750	-470.2817	-461.5854	-8.696232	49625.57	10.84635	0.9943	0.998537	1.00145	1.00571	3.413083
5760	-462.9578	-456.4801	-6.477751	30311.09	11.79299	0.992708	0.998126	1.00186	1.00731	3.225851
5770	-455.8848	-452.4362	-3.448562	47966.61	11.13209	0.994202	0.998512	1.00148	1.00581	2.944713
5780	-467.1187	-461.6294	-5.489254	33406.26	11.51698	0.993054	0.998215	1.00177	1.00696	3.137814
5790	-465.975	-466.0203	0.04524509	67807.81	17.30108	0.995123	0.998749	1.00124	1.00489	2.666401
5800	-457.2087	-458.343	1.134305	66749.45	17.65059	0.995084	0.998739	1.00125	1.00492	2.594399
5810	-471.6034	-463.5273	-8.076126	2985.318	10.79035	0.976833	0.993963	1.00585	1.02336	3.354697
5820	-465.9586	-461.262	-4.696598	43530.11	14.24347	0.993914	0.998437	1.00155	1.0061	3.054853
5830	-483.2365	-465.6163	-17.62022	15709.65	7.899734	0.989877	0.997392	1.00257	1.01016	4.245184
5840	-465.6649	-457.2221	-8.442826	15626.31	11.76481	0.98985	0.997385	1.00258	1.01019	3.392749
5850	-470.8604	-459.7575	-11.10295	82569.19	11.23792	0.99558	0.998867	1.00113	1.00443	3.63074
5860	-473.6425	-462.8382	-10.80424	20591.53	9.467455	0.991156	0.997724	1.00225	1.00887	3.573143
5870	-459.9525	-450.2081	-9.744387	82452.01	15.13728	0.995577	0.998866	1.00113	1.00443	3.360979
5880	-460.6985	-455.1688	-5.529617	64487.05	13.59307	0.994999	0.998717	1.00127	1.00501	3.130899
5890	-464.7585	-459.0368	-5.721708	13482.11	12.02694	0.989074	0.997183	1.00277	1.01097	3.163314
5900	-457.7993	-452.3338	-5.465564	34160.04	14.39695	0.993131	0.998235	1.00175	1.00689	3.104088
5910	-455.4654	-450.479	-4.986465	87647.37	17.54135	0.99571	0.9989	1.00109	1.0043	2.946224
5920	-450.8288	-454.7885	3.959717	16539.7	14.80439	0.990134	0.997458	1.00251	1.0099	2.453788
5930	-459.4847	-458.0215	-1.4632	52293.27	13.79151	0.994447	0.998575	1.00141	1.00556	2.831208
5940	-457.0435	-457.1009	0.05738024	95060.98	16.07285	0.99588	0.998944	1.00105	1.00413	2.696846
5950	-454.3841	-458.5994	4.215338	11020.73	17.50754	0.987918	0.996881	1.00307	1.01213	2.422191
5960	-455.1171	-455.2485	0.131418	20155.6	14.91196	0.991061	0.997699	1.00227	1.00897	2.711277
5970	-475.0237	-460.845	-14.17866	41225.68	9.543412	0.993747	0.998394	1.00159	1.00627	3.931029
5980	-465.3827	-457.8911	-7.491575	66998.08	13.58365	0.995093	0.998741	1.00125	1.00492	3.275551
5990	-468.1521	-455.8359	-12.31627	3645.717	8.414194	0.979027	0.994545	1.0053	1.02113	3.650464
6000	-463.6689	-456.3951	-7.273755	71874.92	9.940497	0.995263	0.998785	1.00121	1.00475	3.239527
6010	-454.8196	-447.1125	-7.707157	70911.11	12.18906	0.995231	0.998777	1.00122	1.00478	3.326507
6020	-454.1848	-446.6907	-7.494163	5966.951	12.3599	0.983593	0.995749	1.00415	1.0165	3.306701
6030	-450.0798	-446.3406	-3.739188	94370.32	11.52133	0.995865	0.99894	1.00105	1.00414	2.985999
6040	-455.3004	-451.5254	-3.774955	74270.74	12.68094	0.99534	0.998805	1.00119	1.00467	3.007539
6050	-453.8646	-449.7221	-4.142516	34959.91	13.80495	0.99321	0.998255	1.00173	1.00681	3.025234
6060	-452.8763	-447.1999	-5.676364	42687.86	11.94659	0.993855	0.998422	1.00156	1.00616	3.159134
6070	-463.4852	-459.3104	-4.174813	31088.47	11.07559	0.9928	0.998149	1.00183	1.00722	3.007491
6080	-481.6334	-464.0249	-17.60852	83288.51	10.41546	0.995599	0.998872	1.00112	1.00441	4.258662
6090	-468.7369	-459.2094	-9.527465	6323.164	10.15906	0.98406	0.995872	1.00404	1.01603	3.475146
6100	-466.8543	-469.6682	2.813835	17906.5	14.54731	0.990517	0.997558	1.00241	1.00951	2.530084
6110	-449.6725	-452.6536	2.981087	43809.72	16.85154	0.993934	0.998442	1.00154	1.00608	2.504595
6120	-449.7507	-449.83	0.07934984	52320.28	14.51009	0.994448	0.998575	1.00141	1.00556	2.718302
6130	-451.6574	-452.5743	0.9168991	91649.34	16.82191	0.995804	0.998924	1.00107	1.0042	2.627778
6140	-460.1715	-456.7663	-3.405155	37381.99	14.12402	0.993433	0.998313	1.00167	1.00658	2.966497
6150	-457.9279	-456.6132	-1.314746	19402.26	16.10497	0.990889	0.997654	1.00232	1.00914	2.78135
6160	-461.7122	-455.1673	-6.544914	95677.68	17.95126	0.995894	0.998947	1.00105	1.00411	3.013955
6170	-461.7466	-462.6041	0.8575023	15019.03	12.631	0.989647	0.997332	1.00263	1.01039	2.64066
6180	-457.8765	-460.3163	2.439762	76003.78	15.14555	0.995393	0.998819	1.00117	1.00461	2.556042
6190	-451.7335	-457.7419	6.008316	50249.63	22.04603	0.994335	0.998546	1.00144	1.00568	2.22972
6200	-457.6471	-459.0934	1.446315	29614.26	18.51833	0.992623	0.998104	1.00188	1.0074	2.552864
6210	-464.471	-457.8588	-6.612247	61187.39	11.91597	0.994866	0.998683	1.00131	1.00514	3.237476
6220	-453.5114	-449.2016	-4.309797	70626.21	10.41003	0.995221	0.998774	1.00122	1.00479	2.981443
6230	-448.6346	-453.5691	4.934574	84753.52	16.88002	0.995637	0.998881	1.00111	1.00437	2.388406
6240	-452.6365	-458.6972	6.060737	87416.69	15.10575	0.995704	0.998899	1.00109	1.0043	2.316453
6250	-445.1456	-450.6226	5.477033	7262.496	14.75308	0.985124	0.996151	1.00377	1.01495	2.350522
6260	-465.4774	-468.8273	3.349902	81884.22	14.75952	0.995561	0.998862	1.00113	1.00445	2.49474
6270	-451.3484	-453.2012	1.852764	98405.3	12.60723	0.995951	0.998962	1.00103	1.00405	2.560946
6280	-453.1552	-454.3404	1.185182	14525.5	13.92907	0.989473	0.997287	1.00267	1.01057	2.640353
6290	-450.4305	-452.6079	2.177324	84544.16	16.04111	0.995632	0.99888	1.00111	1.00437	2.565368
6300	-463.2189	-456.1182	-7.100649	68970.45	13.86137	0.995164	0.99876	1.00123	1.00484	3.237578
6310	-450.9652	-449.9636	-1.001528	29794.94	13.84233	0.992646	0.99811	1.00187	1.00737	2.797622
6320	-450.6273	-457.9399	7.312608	77902.82	21.88139	0.99545	0.998833	1.00116	1.00456	2.174349
6330	-458.2147	-460.4134	2.198623	41828.69	18.24308	0.993792	0.998406	1.00158	1.00622	2.519505
6340	-461.5629	-462.7951	1.232241	84694.64	15.4671	0.995636	0.998881	1.00111	1.00437	2.632505
6350	-465.0889	-459.7774	-5.311516	56198.35	14.32257	0.994643	0.998625	1.00136	1.00537	3.095664
6360	-454.5991	-452.8494	-1.749762	48484.49	13.50692	0.994233	0.99852	1.00147	1.00578	2.852999
6370	-450.6661	-448.036	-2.630034	88309.81	16.49521	0.995726	0.998904	1.00109	1.00428	2.850065
6380	-457.3797	-455.4035	-1.976224	54914.97	15.46257	0.994581	0.998609	1.00138	1.00543	2.840057
6390	-461.6386	-464.5419	2.903282	81592.92	14.20291	0.995554	0.99886	1.00113	1.00445	2.520823
6400	-456.7623	-459.1196	2.357378	38717.81	13.40136	0.993547	0.998343	1.00164	1.00647	2.546571
6410	-472.7786	-463.7235	-9.055036	65488.3	11.94464	0.995037	0.998727	1.00126	1.00497	3.441983
6420	-459.3288	-455.1144	-4.214335	58366.97	12.18663	0.994744	0.998651	1.00134	1.00527	3.039928
6430	-461.3733	-458.5117	-2.861659	11515.74	10.94362	0.98818	0.99695	1.003	1.01187	2.881269
6440	-449.3536	-449.9253	0.5716498	82754.32	14.25007	0.995585	0.998868	1.00113	1.00442	2.684978
6450	-465.9501	-452.1504	-13.79978	10043.1	8.359302	0.987345	0.996732	1.00321	1.01271	3.821114
6460	-471.6745	-457.8615	-13.813	28644.67	9.815572	0.9925	0.998072	1.00191	1.00752	3.896688
6470	-465.053	-455.758	-9.29491	15105.69	13.83731	0.989677	0.99734	1.00262	1.01036	3.396984
6480	-460.7098	-454.9558	-5.754011	41604.83	10.99375	0.993775	0.998401	1.00158	1.00624	3.147354
6490	-468.6757	-460.4081	-8.267639	83472.5	10.06797	0.995604	0.998873	1.00112	1.0044	3.346586
6500	-454.9021	-451.9372	-2.964857	78902.7	16.12344	0.995478	0.998841	1.00115	1.00453	2.883192
6510	-460.1746	-454.56	-5.614622	97176.06	17.478	0.995925	0.998956	1.00104	1.00408	2.985081
6520	-460.7809	-460.1748	-0.606151	94077.99	12.62213	0.995859	0.998938	1.00106	1.00415	2.756333
6530	-456.0499	-451.1238	-4.926046	25054.88	10.66581	0.991981	0.997938	1.00204	1.00804	3.056234
6540	-455.9237	-454.9116	-1.012101	37605.66	14.30202	0.993453	0.998318	1.00167	1.00656	2.795667
6550	-468.983	-469.8752	0.892259	25555.23	14.03603	0.99206	0.997958	1.00202	1.00796	2.661922
6560	-461.9327	-466.1207	4.18802	65301.32	18.89232	0.99503	0.998725	1.00127	1.00498	2.396638
6570	-462.5971	-458.2827	-4.314459	51597.22	13.03563	0.99441	0.998565	1.00142	1.0056	3.048417
6580	-452.7304	-452.8215	0.09116918	45089.44	11.92951	0.99402	0.998465	1.00152	1.00599	2.675559
6590	-460.0312	-454.2032	-5.827995	90008.47	13.95606	0.995766	0.998915	1.00108	1.00424	3.143065
6600	-459.8651	-454.3696	-5.495577	37141.81	16.7881	0.993412	0.998308	1.00168	1.0066	3.010525
6610	-459.5473	-456.3364	-3.21096	42045.18	11.26366	0.993808	0.99841	1.00158	1.00621	2.929655
6620	-469.4403	-460.1309	-9.309404	53024.7	10.04077	0.994485	0.998585	1.0014	1.00553	3.4489
6630	-467.1625	-463.7753	-3.387203	93858.1	13.18486	0.995854	0.998937	1.00106	1.00415	2.976719
6640	-469.0171	-456.6102	-12.40695	53889.78	10.27581	0.99453	0.998596	1.00139	1.00548	3.759202
6650	-462.2315	-459.6097	-2.621782	38775.86	18.18425	0.993552	0.998344	1.00164	1.00646	2.786108
6660	-460.8444	-456.7964	-4.048013	85445.4	13.10098	0.995655	0.998886	1.00111	1.00435	3.027525
6670	-456.1078	-458.5812	2.473349	8161.483	19.49432	0.985965	0.996371	1.00356	1.0141	2.470381
6680	-461.7843	-453.2612	-8.523085	39302.45	18.13765	0.993596	0.998355	1.00163	1.00642	3.113342
6690	-455.7944	-448.7578	-7.036573	92303.11	11.12793	0.995819	0.998928	1.00107	1.00419	3.266944
6700	-465.8781	-453.7626	-12.11557	3912.995	11.85885	0.979754	0.994737	1.00512	1.02039	3.701489
6710	-463.4382	-458.162	-5.27617	33765.3	11.97012	0.993091	0.998225	1.00176	1.00693	3.125838
6720	-464.9926	-462.5683	-2.424307	75212.62	14.94124	0.995369	0.998812	1.00118	1.00464	2.882006
6730	-456.4293	-455.59	-0.839297	24012.44	17.73266	0.991809	0.997893	1.00208	1.00821	2.703489
6740	-450.5626	-453.653	3.090418	98345.84	15.91934	0.99595	0.998962	1.00103	1.00406	2.509538
6750	-456.9979	-456.9789	-0.01893655	62542.98	18.22985	0.994922	0.998697	1.00129	1.00509	2.641492
6760	-457.9253	-458.663	0.7377531	22446.75	14.76217	0.991529	0.99782	1.00215	1.0085	2.671704
6770	-468.8477	-470.1537	1.305988	10456.65	16.96749	0.987597	0.996798	1.00315	1.01246	2.601406
6780	-456.4767	-458.9804	2.503652	11313.69	16.08054	0.988075	0.996922	1.00303	1.01198	2.544554
6790	-459.9797	-458.8658	-1.113925	31359.65	15.51717	0.992831	0.998158	1.00182	1.00719	2.783103
6800	-461.9837	-460.0872	-1.896506	68028.15	10.94378	0.995131	0.998751	1.00124	1.00488	2.793087
6810	-461.3103	-457.5034	-3.806831	42053.13	17.85847	0.993808	0.99841	1.00158	1.00621	2.865435
6820	-466.7557	-462.2305	-4.525174	29358.57	12.19869	0.992591	0.998095	1.00189	1.00743	3.065531
6830	-465.4762	-460.1596	-5.316617	13344.93	13.40769	0.989018	0.997168	1.00279	1.01102	3.119076
6840	-456.4109	-452.1843	-4.226639	11740.79	10.86959	0.988294	0.996979	1.00297	1.01176	3.00223
6850	-460.5164	-458.9164	-1.600004	52027.55	15.03333	0.994433	0.998571	1.00142	1.00558	2.825053
6860	-466.3508	-456.9643	-9.386491	2897.978	13.32407	0.976488	0.993871	1.00593	1.02371	3.426107
6870	-458.583	-450.2571	-8.325963	72994.77	13.18905	0.995299	0.998794	1.0012	1.00471	3.351157
6880	-465.6627	-460.3761	-5.286596	75060.73	11.80985	0.995364	0.998811	1.00118	1.00464	3.125059
6890	-472.4342	-472.3403	-0.09390092	73852.91	14.68332	0.995327	0.998801	1.00119	1.00468	2.72881
6900	-469.458	-463.9488	-5.509133	92614.47	11.04935	0.995826	0.99893	1.00106	1.00418	3.127067
6910	-454.079	-454.6729	0.5939315	96314	15.41241	0.995907	0.998951	1.00104	1.0041	2.674549
6920	-461.4538	-457.6726	-3.781244	86513.14	11.67593	0.995682	0.998893	1.0011	1.00432	2.994222
6930	-469.0547	-466.8498	-2.204826	46203.35	12.66727	0.994093	0.998483	1.0015	1.00592	2.883558
6940	-457.9441	-456.2937	-1.650448	60384	13.14807	0.994832	0.998674	1.00132	1.00518	2.844803
6950	-457.0706	-453.1503	-3.920346	36003.4	10.38728	0.993309	0.998281	1.0017	1.00671	2.942282
6960	-458.9358	-455.3719	-3.563983	44921.12	14.10805	0.994009	0.998462	1.00153	1.006	2.978051
6970	-466.7715	-461.8693	-4.902165	68846.93	16.29349	0.99516	0.998759	1.00123	1.00485	2.996314
6980	-453.5719	-452.1438	-1.428058	7814.634	11.08538	0.985658	0.996291	1.00364	1.01442	2.760144
6990	-466.1952	-456.1305	-10.0647	49030.4	12.73264	0.994265	0.998528	1.00146	1.00575	3.501603
7000	-471.4483	-468.8757	-2.572524	3167.603	10.69363	0.977506	0.994142	1.00568	1.02267	2.837665
7010	-465.5399	-456.9746	-8.565359	10419.24	13.82143	0.987575	0.996792	1.00315	1.01248	3.344926
7020	-469.4422	-462.2687	-7.173495	31226.29	9.71601	0.992816	0.998154	1.00183	1.0072	3.212288
7030	-459.1992	-457.1757	-2.023464	68475.74	16.9095	0.995147	0.998755	1.00124	1.00486	2.799611
7040	-465.9148	-458.9052	-7.009626	30752.03	11.33948	0.992761	0.998139	1.00184	1.00726	3.26798
7050	-465.1912	-457.4898	-7.70143	49418.17	11.96871	0.994288	0.998534	1.00145	1.00572	3.32846
7060	-462.8391	-464.3116	1.472553	57151.33	13.97627	0.994688	0.998637	1.00135	1.00532	2.620123
7070	-451.7313	-450.6158	-1.115507	27655.02	17.57821	0.992367	0.998037	1.00194	1.00765	2.72431
7080	-455.084	-454.0119	-1.072077	31204.99	13.77225	0.992814	0.998153	1.00183	1.0072	2.802888
7090	-452.7673	-450.7016	-2.065696	89345.6	13.50369	0.995751	0.998911	1.00108	1.00426	2.876399
7100	-463.4788	-463.0152	-0.463643	92456.52	19.71338	0.995823	0.998929	1.00106	1.00418	2.612932
7110	-451.7163	-451.9454	0.229104	12584.06	11.88189	0.988692	0.997083	1.00287	1.01135	2.661673
7120	-460.1436	-454.7157	-5.427938	774.9139	13.88948	0.954714	0.987971	1.01129	1.04602	3.116171
7130	-465.0138	-459.4758	-5.538004	1733.943	10.44729	0.969641	0.992039	1.00763	1.03069	3.10168
7140	-449.6009	-452.9957	3.394817	80962.3	17.97774	0.995536	0.998855	1.00114	1.00447	2.459692
7150	-458.374	-452.2313	-6.14264	7251.624	14.78009	0.985113	0.996148	1.00377	1.01497	3.137106
7160	-456.9558	-455.5884	-1.367421	65256.77	15.70753	0.995029	0.998725	1.00127	1.00498	2.794916
7170	-460.5419	-456.2135	-4.328409	43824.05	19.14032	0.993935	0.998443	1.00154	1.00608	2.835876
7180	-450.8856	-454.6199	3.734291	56694.82	14.30902	0.994667	0.998631	1.00136	1.00534	2.463897
7190	-451.4319	-449.2016	-2.2303	23912.83	11.89166	0.991792	0.997889	1.00209	1.00823	2.868973
7200	-457.1117	-456.0245	-1.08724	84879.73	18.7673	0.99564	0.998882	1.00111	1.00437	2.680518
7210	-451.0451	-450.9865	-0.05860557	44129.5	12.40177	0.993956	0.998448	1.00154	1.00606	2.706486
7220	-460.9457	-461.4995	0.5537909	27196.75	12.37728	0.992303	0.998021	1.00196	1.00772	2.656211
7230	-452.6409	-456.6744	4.033475	3950.848	12.16292	0.97985	0.994763	1.00509	1.02029	2.361568
7240	-461.6982	-461.723	0.02485149	2943.015	16.0554	0.976667	0.993919	1.00589	1.02353	2.699246
7250	-470.1478	-470.8644	0.7165854	30758.28	14.33587	0.992762	0.99814	1.00184	1.00726	2.67477
7260	-462.8964	-465.2629	2.366563	74627.91	14.55975	0.995351	0.998808	1.00118	1.00466	2.560878
7270	-459.9627	-461.0324	1.06964	98514.06	13.85252	0.995953	0.998963	1.00103	1.00405	2.648079
7280	-465.5951	-454.6668	-10.92823	56514.92	11.52621	0.994658	0.998629	1.00136	1.00535	3.609869
7290	-458.6672	-452.267	-6.400157	32136.64	11.57186	0.992918	0.99818	1.0018	1.0071	3.217544
7300	-457.9385	-452.2781	-5.660446	64728.69	12.35903	0.995008	0.998719	1.00127	1.005	3.158344
7310	-470.2441	-456.1952	-14.0489	96626.37	12.34676	0.995914	0.998953	1.00104	1.00409	3.837788
7320	-467.6591	-462.2284	-5.430681	60954.14	14.97251	0.994856	0.99868	1.00131	1.00515	3.082087
7330	-476.512	-473.1017	-3.410246	94234.87	12.52447	0.995862	0.998939	1.00105	1.00414	2.977848
7340	-450.1142	-451.1981	1.083879	77218.41	15.28511	0.995429	0.998828	1.00116	1.00458	2.644188
7350	-453.0187	-451.0748	-1.943876	64521.95	10.61427	0.995	0.998717	1.00127	1.00501	2.772376
7360	-462.053	-459.3796	-2.673382	66859.58	22.14804	0.995088	0.99874	1.00125	1.00492	2.61906
7370	-460.2013	-459.8656	-0.3356905	16064.33	13.71288	0.989989	0.997421	1.00254	1.01005	2.749271
7380	-458.2853	-456.3569	-1.928455	39052.58	14.7738	0.993575	0.99835	1.00164	1.00644	2.852098
7390	-481.483	-470.7331	-10.74983	33044.67	10.01719	0.993016	0.998205	1.00178	1.007	3.591662
7400	-470.6306	-459.6588	-10.97186	33988.53	14.0969	0.993114	0.998231	1.00175	1.0069	3.503762
7410	-457.011	-449.9103	-7.10064	22567.46	13.5085	0.991551	0.997826	1.00215	1.00847	3.249108
7420	-448.0038	-444.3977	-3.606094	21621.71	14.6622	0.991369	0.997779	1.00219	1.00866	2.968545
7430	-459.2572	-454.4535	-4.803694	12404.92	11.42387	0.988611	0.997062	1.00289	1.01144	3.075874
7440	-454.717	-452.6152	-2.10177	51813.36	17.03039	0.994421	0.998568	1.00142	1.00559	2.800067
7450	-459.3073	-455.4856	-3.821673	50949.21	16.4431	0.994374	0.998556	1.00143	1.00564	2.924312
